id,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
314c2af0,Stephan Andersen,dk DEN,GK,dk FC Copenhagen,36,1981,5.0,4,0,0,0,0,3.7,0.23,-0.3,-0.05,46,138,33.3,170,18,62.9,46.2,36,86.1,62.5,54,1,1.9,11,2.20,17.0,Matches
28d596a0,Kepa Arrizabalaga,es ESP,GK,eng Chelsea,23,1994,13.3,8,0,0,1,0,7.5,0.30,-0.5,-0.04,49,97,50.5,357,43,16.8,27.4,80,46.3,41.1,142,2,1.4,6,0.46,12.9,Matches
56901a62,Scott Bain,sct SCO,GK,sct Celtic,26,1991,2.0,3,0,0,0,0,3.4,0.31,+0.4,+0.20,4,17,23.5,53,5,22.6,27.1,14,35.7,35.0,31,0,0.0,2,1.00,25.0,Matches
0ef05b3e,Frank Boeckx,be BEL,GK,be Anderlecht,31,1986,1.0,0,0,0,0,0,0.1,0.05,+0.1,+0.09,7,10,70.0,21,5,23.8,28.6,8,62.5,47.0,18,1,5.6,1,1.00,17.3,Matches
e65dd8dc,Landry Bonnefoi,fr FRA,GK,lu F91 Dudelange,34,1983,4.0,12,0,0,2,3,8.8,0.26,-0.2,-0.06,30,63,47.6,87,23,44.8,37.8,36,66.7,44.6,81,3,3.7,1,0.25,7.8,Matches
1e064bfb,Denys Boyko,ua UKR,GK,ua Dynamo Kyiv,30,1988,9.0,16,0,2,4,0,15.0,0.33,-1.0,-0.11,48,153,31.4,203,34,42.4,37.2,92,72.8,53.5,130,3,2.3,3,0.33,11.2,Matches
6115fddd,Yanick Brecher,ch SUI,GK,ch Zürich,25,1993,7.0,10,0,0,2,0,6.5,0.20,-3.5,-0.49,47,134,35.1,216,45,43.5,37.6,68,58.8,51.6,113,8,7.1,5,0.71,11.2,Matches
6503ae16,Jorge Broun,ar ARG,GK,bg Ludogorets,32,1986,1.0,1,0,0,0,0,0.8,0.81,-0.2,-0.19,10,17,58.8,22,8,50.0,37.9,8,75.0,48.1,10,0,0.0,2,2.00,22.7,Matches
eb2b33aa,Heorhiy Bushchan,ua UKR,GK,ua Dynamo Kyiv,24,1994,1.0,1,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
a179d516,Willy Caballero,ar ARG,GK,eng Chelsea,36,1981,2.0,2,0,0,0,1,0.7,0.23,-0.3,-0.15,9,16,56.3,36,5,27.8,29.8,9,66.7,47.0,17,0,0.0,2,1.00,17.4,Matches
71672fa0,Petr Čech,cz CZE,GK,eng Arsenal,36,1982,11.0,11,1,0,1,1,10.8,0.29,+0.8,+0.08,57,189,30.2,232,38,51.3,42.2,86,81.4,58.4,133,2,1.5,10,0.91,14.6,Matches
c52b28d0,Andreas Christodoulou,cy CYP,GK,cy AÉK Lárnaka,21,1997,1.0,5,1,0,1,0,3.6,0.33,-1.4,-1.44,7,17,41.2,33,3,39.4,34.7,5,80.0,47.4,7,1,14.3,0,0.00,10.6,Matches
1c0ddebb,Martin Chudý,sk SVK,GK,sk Spartak Trnava,29,1989,6.0,7,0,0,1,1,7.4,0.36,+1.4,+0.23,61,177,34.5,138,9,79.7,53.2,71,94.4,63.0,90,2,2.2,6,1.00,14.1,Matches
