id,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
c2304da8,Hatem Abd Elhamed,il ISR,DF,sct Celtic,28,1991,3.8,8,5,4,4,0,4,10,40.0,6,5,2,3,10,18,12,0,Matches
db265666,Araz Abdullayev,az AZE,"MF,FW",az Qarabağ Ağdam,27,1992,1.6,2,2,1,1,0,1,4,25.0,3,1,0,1,0,2,1,1,Matches
4c07f0e8,Anicet Abel,mg MAD,MF,bg Ludogorets,29,1990,6.3,15,11,11,3,1,8,12,66.7,4,2,0,2,7,22,11,0,Matches
8c6239f2,Myenty Abena,sr SUR,DF,sk Slovan Bratislava,24,1994,6.0,4,1,2,2,0,2,4,50.0,2,10,8,2,6,10,22,0,Matches
469d3d84,Charles Abi,fr FRA,"FW,MF",fr Saint-Étienne,19,2000,0.4,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,Matches
8bc373ea,Pape Abou Cissé,sn SEN,DF,gr Olympiacos,23,1995,3.0,3,3,3,0,0,2,2,100.0,0,1,1,0,3,6,16,0,Matches
8637e09a,Vincent Aboubakar,cm CMR,FW,pt Porto,27,1992,1.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0,Matches
c2a6033c,Zakaria Aboukhlal,ma MAR,FW,nl AZ Alkmaar,19,2000,0.2,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
565bf0da,David Abraham,ar ARG,DF,de Eint Frankfurt,33,1986,9.0,18,8,15,3,0,13,31,41.9,18,10,4,6,12,30,23,1,Matches
b96b595c,Francesco Acerbi,it ITA,DF,it Lazio,31,1988,6.0,9,5,4,3,2,5,6,83.3,1,7,3,4,14,23,20,1,Matches
81442ecb,Marcos Acuña,ar ARG,DF,pt Sporting CP,27,1991,6.1,16,10,12,4,0,4,7,57.1,3,10,1,9,5,21,12,0,Matches
884a8908,Samuel Adegbenro,ng NGA,FW,no Rosenborg,23,1995,5.4,3,2,0,0,3,1,4,25.0,3,3,0,3,2,5,3,0,Matches
3ed84b2c,Bobby Adekanye,nl NED,FW,it Lazio,20,1999,1.1,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,Matches
b3c14bff,Kemal Ademi,ch SUI,FW,ch Basel,23,1996,3.5,2,1,0,1,1,1,2,50.0,1,1,0,1,0,2,5,0,Matches
501055d8,Karim Adeyemi,de GER,MF,at RB Salzburg,17,2002,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
f9c927de,Michel Aebischer,ch SUI,MF,ch Young Boys,22,1997,5.2,7,4,3,3,1,4,18,22.2,14,4,1,3,7,14,10,0,Matches
5e9fa5c9,Mikel Agu,ng NGA,MF,pt Vitória,26,1993,4.8,11,6,8,3,0,6,12,50.0,6,2,1,1,13,24,10,0,Matches
eab957a3,Anel Ahmedhodzic,ba BIH,DF,se Malmö,20,1999,2.0,4,1,2,2,0,2,5,40.0,3,2,1,1,5,9,4,0,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,fr Saint-Étienne,25,1994,2.7,5,4,1,3,1,1,4,25.0,3,1,0,1,4,9,4,0,Matches
74ced675,Ailton,br BRA,DF,az Qarabağ Ağdam,24,1995,6.0,27,14,17,10,0,14,26,53.8,12,3,0,3,9,36,12,0,Matches
a8c0acb7,Kristoffer Ajer,no NOR,DF,sct Celtic,21,1998,7.5,15,8,8,7,0,6,11,54.5,5,4,2,2,15,30,19,0,Matches
e0d3e18d,Ilzat Akhmetov,ru RUS,MF,ru CSKA Moscow,21,1997,3.9,5,1,2,3,0,2,7,28.6,5,2,0,2,7,12,4,0,Matches
42ec696a,Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,33,1986,5.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,1,1,Matches
5529e983,Babajide Akintola,ng NGA,FW,no Rosenborg,23,1996,2.8,5,4,3,1,1,2,3,66.7,1,3,2,1,1,6,3,0,Matches
cc55da2a,Muhammet Akpınar,tr TUR,FW,tr Trabzonspor,17,2002,2.2,5,3,0,4,1,1,3,33.3,2,1,0,1,1,6,3,0,Matches
96cf436e,Nana Akwasi Asare,gh GHA,DF,be Gent,33,1986,5.0,7,3,5,2,0,3,6,50.0,3,9,3,6,7,14,16,0,Matches
