id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,recov
00242715,1,0,1,0,0,1,4,3,1,1,0,1,2,18,0,7
007414dd,15,8,5,9,1,3,7,4,6,0,6,6,21,6,0,29
01962d0d,6,2,1,3,2,3,5,2,5,0,5,0,6,4,0,9
01c3aff5,8,4,2,5,1,1,10,9,11,0,11,5,13,10,0,35
01ce9e70,13,11,2,8,3,5,16,11,10,5,5,1,14,20,0,24
01e5f06e,5,2,3,1,1,2,3,1,4,2,2,2,7,4,0,6
02b29014,14,9,4,8,2,6,16,10,10,1,9,8,22,6,0,60
0313a347,29,9,18,9,2,12,14,2,27,17,10,19,48,87,3,109
0420d84f,28,21,16,10,2,14,21,7,12,6,6,19,47,46,1,79
0442183b,26,15,13,8,5,14,21,7,19,3,16,19,45,34,0,78
049a888d,6,6,1,2,3,2,5,3,3,1,2,0,6,1,0,12
0562b7f1,21,10,7,10,4,6,10,4,10,5,5,3,24,17,0,41
05e8ca6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
06df8256,10,6,6,4,0,6,8,2,2,1,1,8,18,24,0,43
07802f7f,13,7,1,8,4,1,10,9,16,3,13,2,15,12,0,29
089667a5,16,9,4,11,1,6,12,6,13,2,11,5,21,9,0,51
08eb3b58,2,1,2,0,0,1,2,1,1,0,1,0,2,1,0,1
0a3d6d2b,7,5,6,1,0,4,6,2,9,1,8,8,15,28,0,8
0a6cb1b1,8,6,6,2,0,6,14,8,10,7,3,3,11,13,0,29
0b33f6ad,50,28,33,15,2,24,32,8,53,22,31,30,80,116,1,152
0bdda685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0cd31129,21,16,10,5,6,6,16,10,24,1,23,3,24,3,1,66
0db5d2c8,14,7,8,6,0,8,15,7,17,11,6,14,28,27,1,35
0ef89a37,19,14,8,8,3,9,14,5,11,1,10,4,23,2,0,41
0f134faf,49,22,19,21,9,19,63,44,36,1,35,23,72,16,1,126
0f7533cd,36,20,14,10,12,14,26,12,21,3,18,17,53,26,0,107
10a10454,5,2,1,4,0,1,5,4,7,2,5,4,9,2,0,14
10ec4169,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1137759d,0,0,0,0,0,0,2,2,3,1,2,0,0,1,0,6
119b9a8e,2,1,2,0,0,0,0,0,10,3,7,2,4,17,1,33
11f54bd5,3,1,2,1,0,0,1,1,1,0,1,1,4,1,0,9
11ff3d56,23,13,12,10,1,8,11,3,9,1,8,6,29,10,0,76
1265a93a,19,11,5,13,1,8,11,3,9,1,8,10,29,17,0,62
132a82f1,9,5,2,5,2,2,6,4,6,2,4,17,26,13,0,30
1544f145,47,30,19,22,6,21,38,17,36,6,30,15,62,21,0,85
1598599e,8,4,4,4,0,5,10,5,10,3,7,9,17,2,0,37
15ab5a2b,12,6,1,6,5,3,12,9,11,0,11,0,12,2,0,21
15ea812b,29,16,23,6,0,11,21,10,72,56,16,32,61,141,2,118
15f24fe7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
16264a81,62,31,22,31,9,25,39,14,21,3,18,33,95,20,2,142
169fd162,10,6,4,4,2,5,13,8,12,0,12,1,11,3,0,30
16e9d0ea,7,4,5,1,1,6,14,8,8,2,6,2,9,9,1,27
172e52d8,3,2,2,1,0,2,3,1,8,6,2,8,11,25,0,16
17695062,1,1,1,0,0,1,2,1,0,0,0,0,1,2,0,4
1780bb4a,23,17,14,9,0,9,17,8,10,4,6,12,35,15,0,43
178ae8f8,13,8,7,4,2,6,18,12,2,0,2,2,15,2,0,20
17acc2ed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
18b999f4,12,5,7,5,0,7,13,6,12,0,12,1,13,8,0,43
1971591f,7,5,0,5,2,2,10,8,4,1,3,2,9,1,0,19
197640fd,56,33,35,17,4,25,47,22,34,9,25,24,80,71,0,122
1a4ef233,17,6,11,5,1,10,12,2,19,12,7,8,25,58,0,84
1b4f1169,10,9,4,3,3,4,9,5,5,2,3,8,18,6,0,41
1b804500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b84dbe1,25,9,17,8,0,17,25,8,14,5,9,15,40,35,0,74
1bf33a9a,11,6,3,6,2,3,5,2,4,0,4,2,13,4,0,23
1c7012b8,51,21,24,25,2,17,26,9,27,11,16,38,89,39,0,228
1d5cab82,10,5,1,6,3,3,4,1,3,1,2,1,11,1,0,9
1daec722,49,21,31,10,8,24,42,18,23,6,17,11,60,39,0,97
1ecb65be,7,2,4,2,1,6,9,3,2,0,2,3,10,2,0,16
1f44ac21,3,2,0,2,1,1,3,2,9,3,6,2,5,11,0,26
1fb1c435,10,4,1,5,4,4,10,6,10,2,8,3,13,16,1,37
20b104bc,36,21,20,13,3,21,43,22,25,11,14,15,51,55,0,91
21166ff4,2,1,1,1,0,1,1,0,2,1,1,1,3,2,0,2
21512407,50,35,29,20,1,32,59,27,28,12,16,31,81,48,0,159
215f3907,12,8,6,4,2,7,23,16,5,0,5,6,18,10,0,32
21a66f6a,9,8,0,3,6,5,12,7,19,6,13,1,10,13,0,55
230f0471,39,17,25,11,3,23,33,10,19,3,16,11,50,34,0,67
2389cdc2,42,24,29,9,4,18,26,8,16,3,13,23,65,34,0,80
24f59bb2,22,11,10,9,3,12,24,12,12,4,8,10,32,10,0,42
2500cef9,13,8,3,6,4,6,9,3,6,0,6,6,19,12,0,43
254147d4,17,9,11,5,1,9,20,11,12,2,10,11,28,6,0,48
2628fd2b,0,0,0,0,0,0,2,2,0,0,0,0,0,12,0,34
26ce2263,20,15,5,15,0,9,25,16,14,2,12,18,38,12,0,73
26d3b5be,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
26f6dca8,0,0,0,0,0,0,2,2,1,0,1,1,1,0,0,9
27d0a506,1,0,0,1,0,0,3,3,6,0,6,3,4,4,0,9
282679b4,12,8,3,4,5,7,13,6,4,0,4,0,12,1,0,24
282f75f3,14,8,11,2,1,4,14,10,23,16,7,23,37,59,0,150
28300a16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2886c9b5,8,5,4,3,1,6,13,7,4,1,3,5,13,7,0,33
288e1e13,14,10,9,5,0,7,9,2,11,10,1,10,24,35,0,47
289601e6,36,22,27,8,1,23,30,7,36,10,26,33,69,51,1,160
28b40c9c,26,14,12,11,3,9,20,11,35,20,15,39,65,95,0,168
28d596a0,2,2,2,0,0,2,3,1,0,0,0,0,2,9,0,27
2928dca2,14,9,8,6,0,7,15,8,20,16,4,14,28,85,3,88
2944f86f,12,9,6,5,1,7,15,8,8,2,6,5,17,7,0,31
2964fd20,4,1,2,1,1,2,4,2,3,0,3,0,4,3,0,10
2afc7272,36,22,9,22,5,17,32,15,24,9,15,17,53,26,0,114
2b09d998,88,45,44,34,10,49,72,23,46,8,38,34,122,29,0,192
2b16cb1a,5,3,2,3,0,2,6,4,3,0,3,4,9,1,0,45
2b471f99,10,7,6,4,0,3,5,2,11,3,8,6,16,11,0,32
2b622f01,7,5,1,2,4,1,2,1,0,0,0,2,9,1,0,7
2bd83368,36,24,18,10,8,10,29,19,22,0,22,5,41,11,0,64
2c44a35d,10,8,5,3,2,3,6,3,5,0,5,0,10,2,0,22
2ce2508a,10,6,5,3,2,6,6,0,8,1,7,6,16,8,0,21
2e4f5f03,23,15,7,11,5,11,22,11,17,4,13,15,38,32,1,108
2f90f6b8,18,9,6,8,4,10,26,16,12,2,10,10,28,13,0,44
2f965a72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2f9e4435,5,4,3,2,0,2,4,2,6,2,4,7,12,11,1,24
2fba6108,3,0,0,2,1,1,2,1,4,0,4,2,5,4,0,17
30d4a2e5,42,22,29,12,1,20,38,18,38,14,24,32,74,73,0,111
30db8574,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
31c69ef1,16,10,7,8,1,7,7,0,16,9,7,15,31,38,0,62
328f7d51,29,19,13,12,4,11,19,8,13,1,12,8,37,10,0,72
32e8417f,9,7,5,3,1,8,25,17,6,0,6,6,15,4,0,37
32f60ed8,19,10,8,4,7,9,20,11,13,3,10,11,30,14,0,106
3312f911,46,33,21,20,5,18,34,16,29,6,23,21,67,27,0,105
33887998,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,14
35141f4c,36,24,24,12,0,15,27,12,32,16,16,26,62,105,0,113
3515d404,43,22,19,19,5,14,37,23,15,2,13,32,75,27,0,146
3544641e,13,9,5,7,1,3,8,5,6,0,6,1,14,5,0,21
35e413f1,45,26,17,22,6,30,44,14,32,7,25,13,58,54,0,94
3727dd3c,2,0,1,1,0,1,6,5,7,2,5,2,4,6,0,18
384d58d9,9,5,5,2,2,2,6,4,3,0,3,3,12,9,0,21
38c7feef,5,4,1,2,2,1,3,2,4,1,3,1,6,4,0,19
