id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,recov
00f0482f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01226327,60,32,26,27,7,30,48,18,19,1,18,30,90,41,1,89
012c975a,6,4,3,3,0,3,3,0,4,3,1,6,12,27,1,34
02b29014,52,32,25,19,8,14,43,29,24,7,17,39,91,31,1,186
0313a347,25,13,18,6,1,9,13,4,53,47,6,29,54,162,1,156
03622183,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
03edb878,6,2,1,3,2,3,7,4,6,1,5,1,7,0,0,15
0420d84f,39,26,21,14,4,21,30,9,22,6,16,13,52,37,2,124
0442183b,17,10,8,8,1,9,16,7,7,2,5,18,35,25,1,56
07802f7f,22,13,3,16,3,12,28,16,39,2,37,3,25,27,1,73
08452314,9,7,3,5,1,2,12,10,8,0,8,8,17,1,0,25
099e666f,2,1,1,0,1,2,2,0,0,0,0,1,3,3,0,0
0b33f6ad,38,21,20,16,2,25,34,9,22,5,17,17,55,30,0,49
0d4ceb32,9,5,2,4,3,1,8,7,8,1,7,6,15,5,0,41
0df2b165,25,16,12,11,2,13,47,34,26,8,18,14,39,29,1,130
0f7533cd,31,15,17,10,4,18,39,21,19,5,14,21,52,39,0,102
101da2b5,31,17,8,14,9,20,43,23,11,2,9,23,54,17,0,91
10b9fa99,57,36,31,24,2,20,46,26,40,19,21,49,106,87,3,114
111c3236,5,2,3,2,0,1,3,2,2,0,2,4,9,8,1,22
119b9a8e,13,6,10,3,0,7,11,4,12,7,5,11,24,28,0,66
11ff3d56,29,16,11,17,1,9,16,7,10,1,9,10,39,12,2,71
1265a93a,55,35,24,22,9,21,44,23,36,7,29,17,72,52,0,153
132a82f1,51,37,27,22,2,31,46,15,28,16,12,61,112,94,0,181
1544f145,10,5,3,4,3,2,12,10,13,6,7,4,14,5,0,38
1566e437,3,2,1,1,1,0,0,0,2,0,2,1,4,0,0,7
1598599e,26,17,18,6,2,7,20,13,12,1,11,14,40,8,0,120
15ea812b,66,39,52,11,3,25,49,24,54,42,12,44,110,163,1,160
15f3ec41,23,15,11,7,5,8,21,13,15,1,14,6,29,6,0,47
16ceb862,4,2,0,1,3,1,7,6,4,1,3,5,9,10,0,22
17370b95,10,8,8,1,1,4,6,2,2,0,2,1,11,1,0,7
17695062,14,7,5,5,4,6,17,11,15,1,14,10,24,12,0,79
178ae8f8,12,6,4,7,1,2,29,27,9,0,9,5,17,3,0,53
17acc2ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17d4507a,59,26,32,19,8,33,58,25,41,12,29,22,81,81,1,168
1880614f,4,1,0,3,1,3,5,2,3,0,3,2,6,0,0,13
18b896d6,31,23,16,14,1,12,15,3,17,10,7,18,49,51,0,119
18b999f4,0,0,0,0,0,0,1,1,3,0,3,0,0,0,0,10
18e96f64,27,16,14,10,3,11,23,12,50,35,15,38,65,159,1,137
1900032e,50,31,31,15,4,35,52,17,29,16,13,42,92,122,0,146
1961b2aa,35,23,16,16,3,17,58,41,19,1,18,10,45,12,1,126
197640fd,52,32,29,18,5,24,44,20,29,5,24,29,81,62,1,129
19f4d211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
