id,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
5f09991f,Patrick van Aanholt,nl NED,DF,nl PSV Eindhoven,32-194,1990,1.5,88,6,23,38,27,1,88,3,2,66.7,1,33.3,46,193,43,0,3,0,2,0,54,9,Matches
8c6239f2,Myenty Abena,sr SUR,DF,hu Ferencváros,28-089,1994,1.0,,,,,,,,,,,,,,,,,,,,,,,Matches
0e46fa2f,Matthis Abline,fr FRA,FW,fr Rennes,19-348,2003,1.6,46,2,3,21,22,12,46,3,2,66.7,1,33.3,31,237,128,5,3,4,4,0,33,7,Matches
7f9c5d2d,Abner,br BRA,DF,es Betis,22-288,2000,1.0,,,,,,,,,,,,,,,,,,,,,,,Matches
8bc373ea,Pape Abou Cissé,sn SEN,DF,gr Olympiacos,27-178,1995,3.3,251,38,153,89,9,7,251,1,0,0.0,1,100.0,155,650,299,2,1,1,2,1,167,1,Matches
f586779e,Tammy Abraham,eng ENG,FW,it Roma,25-160,1997,5.5,162,1,6,77,81,19,162,14,3,21.4,8,57.1,102,499,216,8,6,3,14,4,120,23,Matches
47aaf574,Malik Abubakari,gh GHA,FW,fi HJK,22-305,2000,4.9,129,5,12,74,45,14,129,8,1,12.5,4,50.0,63,250,85,2,1,1,12,4,84,20,Matches
81442ecb,Marcos Acuña,ar ARG,DF,es Sevilla,31-134,1991,2.7,128,3,26,52,51,3,128,7,5,71.4,2,28.6,65,311,167,5,4,1,5,4,68,7,Matches
82e12fe7,Chikwubuike Adamu,at AUT,FW,at RB Salzburg,21-278,2001,1.2,29,2,6,10,13,8,29,0,0,,0,,12,33,6,0,0,0,6,0,19,7,Matches
65d62814,Antonio Adán,es ESP,GK,pt Sporting CP,35-302,1987,3.0,85,80,85,0,0,0,85,1,1,100.0,0,0.0,57,256,152,0,0,0,0,0,49,0,Matches
4dcec659,Simon Adingra,ci CIV,"DF,FW",be Union SG,21-069,2002,3.2,160,2,30,60,73,17,160,22,6,27.3,13,59.1,96,783,413,11,5,6,7,4,110,27,Matches
dcfb17f4,Amine Adli,fr FRA,"MF,FW",de Leverkusen,22-305,2000,1.5,65,1,9,29,28,5,65,6,6,100.0,0,0.0,31,190,106,5,2,3,0,1,43,12,Matches
4b00cd47,David Affengruber,at AUT,DF,at Sturm Graz,21-357,2001,5.4,290,56,201,83,7,5,290,1,0,0.0,1,100.0,162,843,456,1,0,0,1,0,156,2,Matches
3dd738a1,Ruben Aguilar,fr FRA,"DF,MF",fr Monaco,29-319,1993,1.4,98,1,24,49,25,1,98,0,0,,0,,50,286,203,6,2,0,1,0,66,8,Matches
9c4f39b3,Tosin Aiyegun,bj BEN,FW,ch Zürich,24-258,1998,5.3,121,2,4,45,75,20,121,16,9,56.3,6,37.5,74,568,285,13,9,6,7,4,88,26,Matches
2b1c4abd,Albian Ajeti,ch SUI,FW,at Sturm Graz,26-013,1997,3.4,91,3,3,34,55,16,91,14,5,35.7,7,50.0,56,310,82,3,4,1,11,4,59,19,Matches
7328bee5,Samet Akaydın,tr TUR,DF,tr Fenerbahçe,28-363,1994,1.0,,,,,,,,,,,,,,,,,,,,,,,Matches
b625b241,Maghnes Akliouche,fr FRA,"FW,MF",fr Monaco,21-014,2002,0.5,30,0,5,6,20,3,30,6,3,50.0,2,33.3,22,141,72,1,1,0,2,1,19,6,Matches
31f5b89b,Paul Akouokou,ci CIV,MF,es Betis,25-081,1997,4.0,246,7,51,169,26,1,246,2,2,100.0,0,0.0,163,767,364,3,4,0,3,0,186,2,Matches
4601e194,Jordi Alba,es ESP,DF,es Barcelona,33-355,1989,0.7,62,3,11,23,28,3,62,2,2,100.0,0,0.0,34,210,137,3,1,1,1,0,39,9,Matches
5294a83f,Luis Alberto,es ESP,MF,it Lazio,30-164,1992,3.4,321,3,33,192,97,4,321,4,3,75.0,1,25.0,258,1413,670,12,18,0,6,2,262,18,Matches
9e17ccff,Doğan Alemdar,tr TUR,GK,fr Rennes,20-133,2002,1.4,46,39,46,0,0,0,46,0,0,,0,,26,120,41,0,0,0,0,0,20,0,Matches
cd6a1a59,Almoatasembellah Ali,ly LBY,MF,pt Braga,26-339,1996,4.6,360,10,87,237,38,2,360,9,4,44.4,4,44.4,239,1036,475,3,4,0,2,3,247,2,Matches
f8405304,Mohamed Ali Cho,fr FRA,"FW,MF",es Real Sociedad,19-051,2004,1.1,34,1,2,7,27,1,34,10,3,30.0,5,50.0,23,153,38,1,3,1,4,0,28,6,Matches
1a7fcf39,Ezgjan Alioski,mk MKD,DF,tr Fenerbahçe,31-027,1992,3.5,266,3,35,128,104,5,266,2,1,50.0,1,50.0,125,506,252,5,7,0,8,1,180,26,Matches
5c46e908,Fidan Aliti,xk KVX,DF,ch Zürich,29-159,1993,3.5,172,11,65,83,24,2,172,0,0,,0,,88,297,143,0,1,0,3,0,107,0,Matches
bdf8165d,Richard Almeida,az AZE,MF,az Qarabağ Ağdam,33-356,1989,3.4,289,5,64,185,40,0,289,6,2,33.3,4,66.7,172,804,336,2,2,0,2,1,212,5,Matches
