id,GA,PKA,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
f76e6b4e,29,1,1,6,1,27.8,-0.2,154,445,383,47,184,316,13,31,18269.1,10911.2,496.0
7b4de647,61,2,2,7,1,54.8,-5.2,223,647,832,215,328,611,35,18,32364.8,18204.0,183.6
10072610,1,0,0,0,0,1.6,0.6,4,9,61,16,10,21,2,3,1543.3,395.0,46.2
cc70a1d5,61,5,0,8,2,61.7,2.7,377,969,934,103,338,609,25,39,45205.6,21091.2,534.3
a179d516,4,0,0,0,0,3.5,-0.5,16,38,85,12,15,33,1,5,2482.0,775.5,88.5
71672fa0,48,5,0,6,0,45.9,-2.1,149,414,809,223,225,426,33,52,27829.6,10620.0,748.8
1840e36d,34,2,0,2,2,31.6,-0.4,153,430,949,214,248,446,26,24,32076.2,11234.4,316.8
cde3309f,15,3,0,0,2,15.8,2.8,78,232,247,37,87,159,11,4,10670.4,5037.3,46.8
3a949a25,11,0,0,0,0,14.2,3.2,61,198,255,32,93,184,13,13,9817.5,5208.0,167.7
3bb7b8b4,26,0,1,1,2,23.9,-0.1,110,230,935,167,160,265,19,87,24497.0,7376.0,1635.6
b1b25949,21,1,0,3,1,18.8,-1.2,154,371,378,46,159,258,15,15,16669.8,8872.2,198.0
9328b835,56,3,1,5,2,59.5,5.5,315,812,914,159,358,615,42,22,38570.8,21444.2,250.8
c3e39f12,30,0,1,2,0,25.8,-4.2,101,343,360,62,146,258,10,14,15624.0,8628.6,197.4
d0b3ceb9,55,1,2,7,2,45.7,-7.3,346,904,811,70,338,592,37,27,39333.5,22206.6,345.6
63d17038,0,0,0,0,0,0.7,0.7,3,7,17,3,8,10,2,1,559.3,247.2,12.3
7ba6d84e,28,1,1,5,2,38.5,12.5,232,613,799,147,290,483,16,21,31640.4,16182.0,268.8
d596e193,40,3,1,7,1,36.0,-3.0,199,483,566,115,179,342,15,18,23941.8,10113.5,219.6
9dab6e3b,7,0,0,1,0,4.8,-2.2,25,60,69,14,23,39,1,4,2960.1,1334.0,74.4
d822a850,7,1,0,0,0,6.4,-0.6,18,47,66,15,20,39,0,4,2580.6,1126.0,57.2
cb4f24c6,39,4,0,4,0,32.8,-6.2,175,469,441,52,155,284,4,11,21653.1,10385.0,143.0
a6de6361,4,0,0,1,0,4.8,0.8,31,77,84,22,32,62,2,2,3964.8,1942.4,22.4
76eca7e2,41,1,1,7,2,38.2,-0.8,226,587,554,92,227,435,31,22,26204.2,14800.4,294.8
1148323a,6,0,0,0,1,4.6,-0.4,16,36,41,12,14,24,0,8,1861.4,865.2,160.8
32e7ce92,14,2,0,2,0,13.3,-0.7,66,227,524,106,103,199,10,33,17082.4,4717.4,577.5
85b011bb,24,3,0,2,0,19.8,-4.2,121,321,323,31,81,182,10,9,15568.6,4698.0,120.6
8f62b6ee,35,2,1,7,0,33.7,-1.3,154,386,938,169,227,428,17,75,31329.2,9420.5,1170.0
939bc634,58,4,0,6,1,51.7,-5.3,360,891,1083,103,304,493,31,55,48951.6,17601.6,792.0
36c2ca73,26,1,0,4,0,20.5,-5.5,99,340,304,56,158,311,19,10,13436.8,9401.0,109.0
d436eb94,24,2,0,3,0,23.0,-1.0,64,208,499,102,101,194,15,34,15968.0,4009.7,591.6
7ca2d989,1,0,0,0,0,0.3,-0.7,7,16,12,0,7,22,3,0,602.4,373.8,0.0
82b1198a,3,0,0,0,0,2.5,-0.5,15,46,116,27,28,82,6,7,3398.8,1330.0,91.7
4806ec67,58,3,0,6,0,56.1,-1.9,322,945,984,162,340,591,27,51,47035.2,22848.0,759.9
4b40d9ca,35,3,0,3,1,42.5,8.5,351,997,920,118,297,600,57,38,47932.0,19809.9,475.0
1e26e376,0,0,0,0,0,0.9,0.9,6,14,18,5,7,18,1,0,673.2,408.1,0.0
4535e4bb,54,1,1,15,5,48.8,-0.2,345,875,823,122,352,623,38,17,36623.5,20380.8,173.4
53af52f3,47,1,3,11,1,39.5,-6.5,304,792,866,107,273,500,28,54,37930.8,17444.7,880.2
8e65a5e5,14,1,0,4,0,13.3,-0.7,86,239,223,18,89,177,6,10,10079.6,5064.1,137.0
1bebde9d,1,0,0,0,1,0.5,0.5,2,4,17,2,9,14,0,2,450.5,291.6,34.0
