id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
0d85a4e8,0,1,0,17.5,-2.5,64,143,176,32,67,129,1,11,6564.8,3611.3,176.0
1bebde9d,0,2,0,4.2,0.2,4,12,51,17,10,18,1,2,1259.7,356.0,30.8
2628fd2b,1,3,1,44.3,3.3,127,385,876,181,227,385,10,40,27594.0,10283.1,612.0
2642bf6c,1,12,0,68.2,-0.8,337,1076,876,51,319,536,15,46,47216.4,20926.4,708.4
28d596a0,0,6,0,36.5,-2.5,114,230,903,156,256,369,14,35,23387.7,9344.0,633.5
34ccf6fa,2,1,0,15.9,-2.1,57,167,236,62,112,213,4,9,8637.6,5398.4,128.7
36c2ca73,0,4,3,37.3,-3.7,139,447,478,82,189,375,15,17,20458.4,10886.4,197.2
3a949a25,2,9,1,42.3,-4.7,250,708,850,140,323,651,43,33,33065.0,18701.7,396.0
3bb7b8b4,1,5,0,23.3,0.3,98,239,919,188,189,282,19,41,24629.2,8108.1,692.9
4535e4bb,1,5,0,51.2,-3.8,302,735,702,100,324,506,17,11,29975.4,19051.2,127.6
4806ec67,2,9,2,45.3,1.3,253,724,979,152,291,431,14,40,41411.7,15626.7,692.0
53af52f3,0,4,0,40.0,-8.0,282,639,935,127,310,534,12,25,35249.5,16213.0,312.5
5f0241b2,0,9,2,50.6,-3.4,252,606,611,91,275,471,6,28,25600.9,15290.0,400.4
63d17038,0,0,0,4.3,2.3,15,44,82,13,26,42,2,2,2402.6,1422.2,26.2
71672fa0,0,0,0,9.2,0.2,32,93,217,46,53,104,6,8,6878.9,2464.5,103.2
76eca7e2,1,4,0,22.8,-3.2,111,342,373,66,143,300,13,15,16262.8,9023.3,204.0
79b0d6a0,1,6,4,39.3,-2.7,213,541,579,103,284,493,14,18,22638.9,14342.0,217.8
7a2e46a8,0,5,0,27.2,5.2,129,311,1072,212,216,385,16,59,30873.6,8920.8,979.4
7b4de647,0,5,2,34.5,-10.5,129,328,466,128,192,365,24,16,16729.4,9580.8,180.8
7ba6d84e,2,7,3,49.9,-1.1,265,620,769,153,332,524,9,25,29375.8,18127.2,335.0
8e65a5e5,0,1,0,3.6,-0.4,11,31,22,3,13,18,1,0,1168.2,713.7,0.0
8f62b6ee,1,5,3,39.2,9.2,164,408,956,161,252,454,13,36,30783.2,10634.4,536.4
9328b835,0,10,1,62.7,8.7,306,825,917,155,309,554,29,16,39431.0,18941.7,193.6
939bc634,1,6,0,42.1,-11.9,275,631,880,97,223,345,24,29,35816.0,12398.8,385.7
a179d516,0,0,0,0.3,0.3,9,20,47,9,16,26,2,0,1386.5,745.6,0.0
a6de6361,1,2,3,22.0,-2.0,179,457,414,45,172,333,8,29,19954.8,10440.4,475.6
ab13a5aa,0,2,1,20.3,-1.7,123,396,398,90,191,317,13,10,16477.2,11211.7,125.0
af245161,1,0,0,4.3,-0.7,16,28,47,14,14,29,2,3,1663.8,616.0,40.8
b73e459a,0,0,0,0.5,-0.5,7,29,31,0,6,12,1,1,1497.3,394.2,15.8
c3e39f12,0,0,0,1.9,-1.1,5,18,16,4,7,5,0,0,681.6,455.7,0.0
c73ada83,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
cb4f24c6,1,6,1,36.0,-4.0,202,500,434,50,181,310,6,14,21352.8,11801.2,186.2
d0b3ceb9,2,6,3,55.5,-0.5,340,941,942,98,308,575,31,72,43237.8,19465.6,1216.8
d822a850,2,1,1,18.5,-1.5,57,155,151,12,52,69,5,4,7383.9,2927.6,51.2
da8b19e2,0,0,0,0.1,0.1,5,11,14,2,7,15,1,0,530.6,347.9,0.0
e082af5b,0,2,0,14.9,-3.1,69,249,215,17,91,166,5,12,10406.0,5532.8,171.6
e608ed4c,0,0,0,4.8,-0.2,26,87,74,9,34,55,3,2,3529.8,2213.4,27.0
fe558029,0,0,1,4.7,0.7,5,17,42,13,14,18,0,5,1260.0,532.0,149.0
