id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
07666c20,0,1,0,6.0,0.0,39,101,79,12,44,83,1,1,3705.1,2675.2,12.4
10072610,0,0,0,4.5,-2.5,18,44,108,17,28,63,1,1,3024.0,1111.6,11.0
1e43fad8,0,0,0,1.2,0.0,0,2,7,2,3,5,1,0,158.9,47.1,0.0
2628fd2b,0,6,0,40.0,1.0,64,266,732,185,253,468,17,38,20422.8,8703.2,592.8
28d596a0,2,7,2,33.7,-11.3,83,250,892,151,198,343,20,35,25243.6,6474.6,560.0
36c2ca73,0,4,1,37.2,3.2,191,528,643,76,178,439,25,27,26748.8,10074.8,345.6
3a949a25,3,8,2,63.0,7.0,288,750,749,119,340,686,21,26,31458.0,19822.0,301.6
3bb7b8b4,1,4,1,29.6,2.6,74,183,939,178,139,260,14,63,24414.0,4170.0,1215.9
4535e4bb,0,7,2,50.2,-1.8,207,412,1201,255,274,526,20,26,34829.0,9151.6,356.2
466fb2c5,4,4,0,60.7,-1.3,183,607,843,185,288,591,20,25,33045.6,15408.0,290.0
4806ec67,3,5,3,50.2,-2.8,270,730,1115,195,264,510,24,25,44711.5,12804.0,335.0
4b40d9ca,0,7,1,45.7,-3.3,263,870,883,180,304,623,52,48,41589.3,19364.8,715.2
51a19d04,0,0,0,4.8,-1.2,4,22,37,11,14,24,0,3,1272.8,464.8,43.5
53af52f3,0,5,2,44.3,5.3,180,398,951,159,241,507,14,34,31383.0,8700.1,584.8
6385ebfb,0,1,0,4.5,-0.5,14,29,26,4,14,34,0,3,1120.6,802.2,50.4
63d17038,1,2,1,22.6,-2.4,62,232,377,63,142,262,7,16,12554.1,6887.0,281.6
76eca7e2,1,2,0,8.3,0.3,35,85,65,7,39,60,0,3,3178.5,2390.7,39.6
7956236f,0,3,0,11.8,2.8,28,98,232,48,61,138,8,4,7284.8,2452.2,52.8
79b0d6a0,1,6,1,35.5,-3.5,250,528,578,127,283,530,20,11,22542.0,13782.1,128.7
7a2e46a8,0,1,1,19.7,-2.3,85,189,778,140,167,299,10,63,21317.2,5160.3,1209.6
7ba6d84e,1,8,1,34.7,-0.3,83,262,672,153,268,489,10,22,20563.2,7772.0,330.0
8f62b6ee,0,2,1,30.4,10.4,105,252,421,97,150,312,16,8,14861.3,5280.0,81.6
9328b835,1,2,2,32.1,0.1,189,455,480,100,192,382,11,8,20880.0,11251.2,82.4
a179d516,0,2,1,3.8,-2.2,19,52,136,17,28,46,1,3,4270.4,921.2,48.0
a6de6361,1,7,1,28.4,-5.6,112,358,431,99,195,379,11,13,17024.5,9847.5,157.3
a8a3d139,0,0,0,0.0,0.0,0,1,1,0,1,1,0,0,26.0,65.0,0.0
ab13a5aa,0,3,2,47.4,7.4,202,625,783,173,274,591,23,24,30380.4,15563.2,295.2
ba3ca78f,1,2,1,17.9,1.9,46,158,188,26,41,101,0,10,8384.8,2410.8,150.0
bdedffac,0,0,0,8.5,-3.5,33,104,128,29,53,80,4,1,5120.0,3026.3,9.9
d0b3ceb9,3,7,3,62.6,1.6,302,923,912,118,295,581,30,55,42772.8,18349.0,874.5
e082af5b,1,1,0,17.5,-7.5,38,178,181,27,77,139,4,12,7656.3,4273.5,204.0
e358587b,0,2,0,14.7,-5.3,95,202,302,51,94,168,8,14,11234.4,4004.4,225.4
e5a76dfe,0,2,0,39.2,6.2,260,833,779,106,261,552,20,23,40430.1,18035.1,287.5
e7434f04,0,0,0,4.5,-1.5,10,39,37,4,11,20,0,0,1894.4,764.5,0.0
f23f9d20,1,11,3,60.5,-4.5,169,598,1248,198,332,653,29,23,43180.8,12948.0,292.1
f76e6b4e,1,1,0,7.5,-2.5,36,99,241,51,70,127,7,14,7953.0,2044.0,214.2
fe558029,0,0,0,1.9,-1.1,2,9,23,5,7,12,0,1,671.6,303.8,13.3
