id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
17acc2ed,0,0,0,2.0,0.0,16,47,46,3,15,26,1,2,2116.0,900.0,28.0
2628fd2b,1,5,0,36.8,4.8,102,293,730,125,177,316,23,32,22776.0,6531.3,476.8
28300a16,0,0,0,0.2,0.2,1,4,30,4,2,4,0,3,684.0,22.0,61.8
28d596a0,1,2,2,16.8,5.8,42,115,486,82,115,223,9,32,12198.6,3680.0,560.0
2f965a72,0,1,0,5.8,-0.2,14,34,49,7,25,34,1,1,1661.1,922.5,11.5
33887998,0,4,0,11.7,-0.3,27,76,212,42,56,117,8,9,5957.2,2088.8,124.2
3a949a25,0,0,0,1.1,1.1,3,6,16,8,6,13,1,0,337.6,180.0,0.0
3bb7b8b4,1,2,1,19.9,-4.1,84,195,801,115,119,212,19,29,22588.2,3915.1,452.4
466fb2c5,0,4,1,24.5,0.5,76,280,639,128,95,264,16,32,21342.6,4693.0,537.6
4806ec67,1,4,0,40.1,2.1,187,526,685,112,218,368,13,30,28359.0,11423.2,453.0
4b40d9ca,0,5,0,18.3,1.3,82,256,469,152,131,296,21,52,15664.6,6916.8,1003.6
6a713852,0,4,3,24.1,-1.9,56,201,616,98,127,220,17,13,18048.8,4559.3,162.5
6b625ac2,1,5,1,33.3,-5.7,74,339,576,143,198,316,27,49,19756.8,8355.6,788.9
76eca7e2,0,1,0,3.8,-0.2,16,26,41,8,15,22,0,2,1521.1,628.5,35.6
7956236f,1,5,4,25.5,-1.5,121,312,678,84,144,294,39,27,22509.6,5990.4,386.1
7a2e46a8,0,0,2,36.6,10.6,77,181,832,156,135,276,14,47,22048.0,4036.5,911.8
7b4de647,0,0,0,0.5,0.5,4,13,22,5,8,23,1,0,767.8,374.4,0.0
7ba6d84e,2,5,1,29.7,-4.3,87,283,659,89,114,362,9,20,20890.3,5266.8,298.0
8f62b6ee,0,2,1,25.7,-2.3,68,179,459,94,163,274,16,26,14366.7,4058.7,366.6
903b6e8b,0,4,1,32.7,-1.3,98,313,689,130,195,400,31,23,21083.4,8814.0,303.6
9328b835,0,0,1,27.2,1.2,121,325,447,107,153,323,21,12,17567.1,6930.9,141.6
98ea5115,0,7,2,32.4,2.4,227,556,829,107,176,390,38,36,32828.4,9292.8,565.2
a9dc785c,0,5,1,21.8,2.8,102,249,316,67,124,320,25,16,12260.8,5766.0,187.2
ab13a5aa,0,4,2,29.9,-0.1,110,310,593,128,195,393,25,26,19569.0,7293.0,343.2
c3e39f12,0,2,0,5.3,-1.7,10,31,95,28,28,54,1,9,2707.5,826.0,192.6
c91441dc,1,5,4,25.9,-11.1,184,528,741,115,185,359,30,36,29121.3,9768.0,525.6
d3ce0e89,2,5,4,35.1,-3.9,92,298,723,151,191,345,21,38,21979.2,6742.3,585.2
e5a76dfe,1,5,0,26.9,-4.1,108,334,513,107,156,291,20,27,19750.5,7066.8,421.2
e7ee38c3,0,3,0,5.5,-1.5,12,52,87,17,24,38,4,3,3262.5,1106.4,48.6
ecada4fc,0,1,0,7.8,-1.2,36,98,142,24,50,89,6,8,5367.6,2195.0,96.0
fe558029,0,8,2,22.1,-6.9,70,146,215,47,109,206,5,4,7009.0,4981.3,38.4
