id,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
5bc43860,Brenden Aaronson,us USA,MF,at RB Salzburg,20,2000,7.9,235,205,28,2,4,1,20,5,4,1,3,0,177,2,10,Matches
47aaf574,Malik Abubakari,gh GHA,FW,se Malmö,21,2000,1.3,30,28,2,0,0,0,1,0,0,0,0,0,23,0,0,Matches
81442ecb,Marcos Acuña,ar ARG,DF,es Sevilla,29,1991,4.2,339,274,64,13,1,7,27,46,5,0,5,0,248,1,4,Matches
2b09d998,Tyler Adams,us USA,MF,de RB Leipzig,22,1999,3.3,173,171,2,1,0,1,2,1,0,0,0,0,148,0,2,Matches
82e12fe7,Chikwubuike Adamu,at AUT,FW,at RB Salzburg,20,2001,2.6,57,56,1,0,1,0,3,0,0,0,0,0,27,0,6,Matches
65d62814,Antonio Adán,es ESP,GK,pt Sporting CP,34,1987,7.0,247,179,67,34,0,0,0,0,0,0,0,0,171,1,0,Matches
6af56975,Edmund Addo,gh GHA,MF,md Sheriff Tiraspol,21,2000,5.4,144,140,4,4,0,0,0,0,0,0,0,0,124,0,4,Matches
501055d8,Karim Adeyemi,de GER,FW,at RB Salzburg,19,2002,6.7,91,87,3,1,2,0,4,2,0,0,0,0,49,1,8,Matches
f9c927de,Michel Aebischer,ch SUI,MF,ch Young Boys,24,1997,5.6,275,256,16,4,0,2,19,1,11,5,5,0,223,3,6,Matches
4d034881,Sergio Agüero,ar ARG,FW,es Barcelona,33,1988,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
eab957a3,Anel Ahmedhodzic,ba BIH,DF,se Malmö,22,1999,4.6,227,217,10,10,0,4,0,0,0,0,0,0,189,0,4,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,de Dortmund,26,1995,5.0,294,287,7,7,1,4,1,0,0,0,0,0,250,0,0,Matches
eaeca114,Nathan Aké,nl NED,DF,eng Manchester City,26,1995,3.6,280,260,20,6,0,3,0,14,0,0,0,0,254,0,0,Matches
05439de2,David Alaba,at AUT,DF,es Real Madrid,29,1992,11.5,678,652,26,18,3,2,16,4,2,1,1,0,607,0,4,Matches
