id,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG
00672021,2,0,0,5,9,0,0,0,0
0127419a,0,0,0,1,3,0,0,0,0
016ff750,0,0,0,0,1,1,0,0,0
01b8a2b2,0,0,0,0,0,0,0,0,0
01eb744d,2,0,0,11,5,1,0,0,0
028e70b9,0,0,0,0,0,0,0,0,0
02c15616,0,0,0,1,2,2,0,0,0
02ef8778,0,0,0,5,3,1,0,0,0
032f894e,1,0,0,3,2,0,0,0,0
0331786b,0,0,0,0,1,0,0,0,0
03998238,0,0,0,0,0,0,0,0,0
03df04ff,0,0,0,0,2,0,0,0,0
042e8a49,0,0,0,5,10,1,0,1,0
048a1cbc,1,0,0,6,1,0,0,0,0
04989945,0,0,0,0,0,0,0,0,0
04ac8285,0,0,0,0,0,0,0,0,0
05439de2,0,0,0,4,2,0,0,0,1
05d548d8,2,0,0,6,1,2,0,1,0
0638becf,0,0,0,0,0,0,0,0,0
070ec0b1,0,0,0,6,3,0,0,0,0
07a821e4,1,0,0,1,0,0,0,0,0
08511d65,0,1,0,4,1,0,0,0,0
089550f5,1,0,0,3,5,0,0,0,0
0959c2a2,2,0,0,6,3,0,0,0,0
0a6dbbf7,0,0,0,1,0,0,0,0,0
0ab1f153,4,0,0,8,19,0,0,0,0
0ac94a23,0,0,0,3,8,2,0,0,0
0b5a292a,2,0,0,4,8,0,0,0,0
0ba976e4,0,0,0,2,4,1,0,0,0
0bc4e720,1,0,0,1,2,0,0,0,0
0c3f7197,1,0,0,2,4,1,0,0,0
0cb29e91,2,0,0,7,2,0,0,0,0
0d10333c,2,0,0,12,4,0,0,0,0
0d267745,1,0,0,6,1,2,0,0,0
0d82903c,0,0,0,3,11,0,0,0,0
0da6a13e,1,0,0,2,7,1,0,0,0
0dce3356,0,0,0,3,5,0,0,0,0
0e21fc3c,1,0,0,3,5,0,0,0,0
0e6bc38c,1,0,0,6,2,1,0,0,0
0ef89a37,0,0,0,7,12,2,0,0,0
10072610,0,1,0,1,0,0,0,0,0
101da2b5,4,0,0,18,2,0,0,1,0
10549b49,1,0,0,8,1,3,0,0,1
108fe016,0,0,0,0,2,0,0,0,0
10b9fa99,0,0,0,0,1,1,0,0,0
10efd0e1,1,0,0,5,8,0,0,0,0
10fe831e,1,0,0,7,4,0,0,0,0
119b9a8e,0,0,0,0,0,0,0,0,0
121101a4,3,0,0,9,3,0,0,1,0
1265a93a,1,0,0,1,6,0,0,0,0
129af0db,2,0,0,12,14,10,0,0,0
133faa84,2,0,0,9,8,0,0,0,0
13b44b02,2,0,0,11,2,0,0,0,0
13ea2544,1,0,0,6,10,0,0,0,0
1467af0d,3,0,0,8,22,0,0,0,0
14b8fcdf,0,0,0,4,0,0,0,0,0
15f3ec41,0,0,0,5,4,3,0,0,0
169fd162,0,0,0,11,6,5,2,0,0
16b9d5cf,0,0,0,1,4,0,0,0,0
16ceb862,1,0,0,2,1,0,0,0,0
179d2851,1,0,0,0,0,0,0,0,0
1840e36d,1,0,0,0,0,0,0,0,0
18b896d6,0,0,0,0,0,0,0,0,0
1931bde9,1,0,0,7,6,1,0,0,0
197640fd,1,0,0,8,2,0,0,0,0
199cd404,0,0,0,3,3,0,0,0,0
19cda00b,3,0,0,3,15,6,0,0,0
19e4dca5,0,0,0,1,0,0,0,0,0
1a2935f6,0,0,0,1,1,0,0,0,0
1a799243,0,0,0,2,2,0,0,0,0
1a992676,0,0,0,2,1,0,0,0,0
1adcf39e,0,0,0,3,1,0,0,0,0
1bacc518,0,0,0,2,10,0,0,0,0
1bf33a9a,0,0,0,0,4,1,1,0,0
1c07b06e,1,0,0,7,1,0,0,0,0
1c78737d,2,0,0,6,1,0,0,0,0
1c96ad85,1,0,0,4,3,0,0,0,0
1cb49278,0,0,0,1,3,0,0,0,0
1d1691ad,0,0,0,2,1,0,0,0,0
1d5cab82,0,0,0,13,6,1,0,0,0
1dbfae2d,0,0,0,1,4,0,0,0,0
1e8dbb59,0,0,0,1,0,0,0,0,0
1f3afdcb,1,0,0,2,1,0,0,0,0
1f44ac21,2,0,0,11,3,2,0,0,0
1fb1c435,0,0,0,8,12,1,0,0,0
20030c06,1,0,0,3,0,1,0,0,0
21512407,0,0,0,2,4,2,0,0,0
21a66f6a,1,0,0,4,7,3,1,0,0
228f73ae,0,0,0,0,0,0,0,0,0
230a2fac,0,0,0,7,14,0,0,0,0
24228180,0,0,0,14,17,2,0,0,0
2475dcc6,2,0,0,13,11,2,0,0,0
24b98f95,2,0,0,5,7,0,0,0,0
24f59bb2,1,0,0,5,4,0,0,0,0
262e5a82,0,0,0,2,4,0,0,0,0
2784f898,0,0,0,2,5,0,0,0,0
27d902c8,0,0,0,0,0,0,0,0,0
27f0fcda,1,0,0,2,8,0,0,0,0
28d596a0,1,0,0,0,0,0,0,0,1
292a652a,1,0,0,2,7,0,0,1,0
2946f9a1,0,0,0,0,0,0,0,0,0
2973d8ff,0,0,0,4,0,3,0,0,0
29c02c9f,0,0,0,0,0,1,0,0,0
29fbdc88,0,0,0,0,0,0,0,0,0
2a1beb34,3,0,0,20,4,0,0,0,0
2a6cd437,1,0,0,2,0,0,0,0,0
2acd49b9,0,0,0,5,1,0,0,0,0
