id,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks
00242715,1321,243,50,1,5,32,193,0,0,0,0,3,31
00242b75,687,12,11,3,1,9,1,0,0,0,0,3,31
00844823,903,30,30,0,10,1,0,0,0,0,0,0,1
00963611,931,146,42,0,27,5,104,0,0,0,0,4,14
009a4f60,453,107,7,0,0,26,100,0,0,0,0,3,21
016ff750,500,73,14,0,0,41,49,10,7,3,0,2,13
01834aa0,885,35,21,0,9,2,3,0,0,0,0,2,10
02760e49,93,23,5,0,2,15,1,9,6,2,0,0,4
028e70b9,24,3,0,0,0,0,0,0,0,0,0,0,0
042e8a49,832,11,0,3,7,93,10,0,0,0,0,1,28
048a1cbc,1907,241,33,8,9,70,178,30,13,8,0,3,23
05439de2,2181,99,55,0,16,37,41,2,0,1,0,10,28
054849d2,681,146,15,0,3,48,131,0,0,0,0,2,27
056d2d95,1109,432,55,2,7,211,278,99,45,50,1,11,31
05ba9d7c,428,43,5,0,3,25,28,0,0,0,0,0,21
05d548d8,2578,71,64,0,27,1,7,0,0,0,0,5,11
05f99a4a,351,47,2,2,0,12,28,0,0,0,0,3,20
061e8e23,354,24,4,1,4,17,3,8,8,0,0,2,12
0630eb63,240,11,0,0,2,28,5,5,1,2,0,1,17
070ec0b1,998,22,22,0,5,1,0,0,0,0,0,0,3
080440a4,1778,149,76,1,9,5,70,0,0,0,0,7,13
08593525,1348,26,25,2,14,7,1,0,0,0,0,2,26
088ca1bd,1017,311,20,0,15,92,289,2,0,2,0,5,37
096a77c4,41,5,1,0,0,8,3,1,1,0,0,0,2
0a1cb833,736,408,129,0,6,0,0,0,0,0,0,5,1
0a3d6d2b,757,19,11,0,4,3,8,0,0,0,0,1,13
0a89e877,305,38,3,0,1,13,35,0,0,0,0,1,12
0b4f388a,418,27,3,2,1,6,0,0,0,0,0,5,22
0b7dae21,415,18,17,0,3,0,0,0,0,0,0,0,5
0c61c77c,511,21,10,1,9,28,4,2,2,0,0,1,6
0cddeaa7,307,53,18,0,1,35,7,28,17,8,1,0,8
0d55d942,646,270,49,0,1,0,1,0,0,0,0,7,0
0d8a37c2,86,58,12,0,1,0,0,0,0,0,0,3,0
0da32a38,168,10,7,0,0,6,1,2,1,1,0,0,5
0e0102eb,1,0,0,0,0,0,0,0,0,0,0,0,0
0e6bc38c,214,7,0,1,0,2,1,0,0,0,0,1,12
0fbecd11,697,12,8,1,4,9,2,0,0,0,0,2,19
1025db8e,1503,102,99,2,19,11,3,0,0,0,0,8,10
106bca06,324,26,6,0,1,12,17,3,0,3,0,0,14
11bc43f4,2,0,0,0,0,0,0,0,0,0,0,0,0
11d8aff0,43,7,1,0,1,0,0,0,0,0,0,0,0
11fd2b75,849,40,31,1,14,16,0,9,5,4,0,5,18
1238a3f9,201,13,0,0,0,12,0,0,0,0,0,3,5
13203c45,554,115,5,0,3,49,110,0,0,0,0,1,11
14a7af33,843,24,21,0,2,2,3,0,0,0,0,3,7
15413fa5,649,50,39,1,6,12,9,0,0,0,0,4,10
15b287da,897,99,19,7,5,96,5,68,21,27,0,6,36
15f24fe7,609,58,2,3,2,4,2,0,0,0,0,2,22
15fd5593,59,1,1,0,0,1,0,0,0,0,0,1,0
169fd162,120,8,0,0,0,4,4,0,0,0,0,0,5
16b4260e,28,1,0,0,0,4,0,0,0,0,0,0,0
16daec92,374,69,4,0,3,27,60,5,1,3,0,1,17
17376543,978,406,109,0,1,0,0,0,0,0,0,5,1
17780d2b,794,12,10,0,8,7,0,0,0,0,0,3,18
17f3620a,357,35,0,1,4,6,3,0,0,0,0,4,9
18a9efe4,127,5,0,0,0,1,1,0,0,0,0,1,5
19a967ab,25,2,1,0,1,4,1,0,0,0,0,0,1
1a1033a1,180,4,0,0,0,6,4,0,0,0,0,2,8
1a4b9094,328,53,7,0,0,12,46,0,0,0,0,1,4
1a5d7cb9,337,27,2,1,4,20,25,0,0,0,0,1,16
1a83027b,111,0,0,0,0,9,0,0,0,0,0,0,4
1ae836b1,573,70,24,1,3,60,7,32,19,9,0,7,30
1b6d8083,26,1,0,0,0,0,0,0,0,0,0,0,0
1bc432b7,230,26,0,1,0,4,1,0,0,0,0,0,7
1be390b3,12,1,0,0,0,1,0,1,0,0,0,0,0
1c08a3c8,23,0,0,0,0,0,0,0,0,0,0,0,1
1cbe4984,812,175,4,0,3,71,170,1,0,0,0,1,26
1d8e9add,1461,54,52,0,16,4,2,0,0,0,0,1,2
1df0c0b9,441,147,6,0,0,31,141,0,0,0,0,2,18
1e43fad8,558,263,80,0,0,0,0,0,0,0,0,3,1
1f2d714c,206,30,7,0,3,26,3,20,12,5,0,2,4
1f44ac21,424,38,0,2,1,6,1,0,0,0,0,6,15
1fc4f3d1,0,0,0,0,0,0,0,0,0,0,0,0,0
1fda91b3,152,18,3,0,3,2,15,0,0,0,0,0,1
20030c06,2051,63,48,0,6,10,15,0,0,0,0,5,7
217c93a1,61,1,1,1,0,0,0,0,0,0,0,0,0
220ace7e,460,11,0,1,1,17,5,0,0,0,0,6,19
228f73ae,625,46,5,2,6,44,17,24,16,0,0,1,15
22919e97,151,5,0,0,2,10,3,0,0,0,0,0,10
229cd98a,243,6,0,2,1,10,2,0,0,0,0,2,14
234204f4,31,3,0,1,0,3,0,2,2,0,0,0,3
2374aaca,212,28,2,2,2,11,8,1,0,0,0,3,11
2590ddf7,12,3,0,0,0,0,3,0,0,0,0,0,0
25ab9c9c,1007,21,20,0,3,3,1,0,0,0,0,2,6
25f50295,812,24,24,0,8,0,0,0,0,0,0,3,4
2696b6a9,128,4,0,0,0,10,4,0,0,0,0,0,12
271b8617,624,35,23,3,2,50,0,11,7,4,0,7,25
2723ce5d,9,0,0,0,0,0,0,0,0,0,0,0,1
27270af4,20,5,0,0,0,1,5,0,0,0,0,0,0
277c49ed,1726,47,47,0,12,6,0,0,0,0,0,4,15
27d2618c,187,95,22,0,0,0,0,0,0,0,0,2,0
2903a856,849,179,61,2,18,141,15,103,38,54,0,7,22
2a29eb9b,334,87,5,1,4,23,82,0,0,0,0,2,11
2a6cd437,308,13,12,0,1,0,1,0,0,0,0,0,3
2b09d998,1273,100,22,0,2,19,78,0,0,0,0,2,17
2b114be3,770,43,4,1,3,75,6,33,15,13,0,1,30
2b5527c4,2,0,0,0,0,0,0,0,0,0,0,0,0
2b7c56b4,315,9,1,1,4,8,4,0,0,0,0,2,10
2b83fa49,781,140,20,0,3,51,120,0,0,0,0,0,19
2c0558b8,413,9,4,0,3,5,3,1,0,0,0,1,8
2c44a35d,125,12,0,0,0,10,2,0,0,0,0,0,10
2d61d13a,675,12,11,1,11,0,1,0,0,0,0,1,4
2db2fd7b,1964,60,51,1,15,18,9,0,0,0,0,6,6
2e7ff968,407,142,19,0,0,0,0,0,0,0,0,2,0
2f3e911a,130,43,1,0,0,21,39,3,0,2,0,0,6
2f7fec15,4,1,0,0,0,0,0,1,0,0,0,0,1
2ff76adc,487,95,17,0,4,97,63,15,4,10,0,4,35
302527b2,1858,97,82,0,40,3,15,0,0,0,0,2,14
30941e96,1207,284,44,1,4,184,193,47,23,15,0,9,36
30c220c3,175,34,2,0,0,4,32,0,0,0,0,2,2
3189f61a,271,12,11,1,1,3,1,0,0,0,0,2,1
32e7ce92,64,30,9,0,0,0,0,0,0,0,0,2,0
33144cc5,41,0,0,0,1,0,0,0,0,0,0,0,0
33340bd6,1,0,0,0,0,0,0,0,0,0,0,0,0
33b554b7,687,55,29,1,5,42,4,21,8,11,0,5,23
34a0f5ff,169,5,0,1,1,9,4,1,0,0,0,1,6
34b54da7,260,2,1,0,0,0,1,0,0,0,0,0,2
34e12499,798,21,21,0,11,9,0,0,0,0,0,1,10
34e4343c,39,4,0,0,0,0,0,0,0,0,0,0,0
35d64857,967,41,12,0,7,9,29,0,0,0,0,2,12
36a3ff67,1051,78,34,5,6,58,12,17,8,4,0,2,30
36a59ba4,1710,53,42,6,20,15,3,8,3,5,0,11,26
378825c7,1049,184,41,0,4,18,143,0,0,0,0,4,24
37998008,132,29,4,0,0,0,0,0,0,0,0,0,0
37f606f0,298,47,23,1,2,33,1,23,8,12,0,2,5
384d58d9,637,9,9,1,4,6,0,0,0,0,0,1,14
38ac43d3,203,16,16,0,0,1,0,0,0,0,0,3,2
3935e52e,628,109,14,0,0,19,94,0,0,0,0,1,12
3a233281,859,98,11,1,15,155,24,62,17,26,0,5,45
3bb625ac,319,41,9,0,7,26,19,13,6,7,0,2,8
3c4b7820,110,3,0,0,1,3,3,0,0,0,0,1,2
3c6089ab,1434,98,8,4,9,93,48,8,3,1,0,7,55
3cd9e95a,1019,312,91,0,1,0,0,0,0,0,0,6,0
3eb0f2df,933,90,38,5,13,79,23,24,8,11,0,6,36
3eeb80e0,97,5,0,0,1,4,2,1,1,0,0,1,7
3effaa34,693,77,1,2,1,12,10,0,0,0,0,4,18
3f2d59fe,531,42,41,0,9,0,1,0,0,0,0,4,4
3f65898c,1215,338,10,0,4,58,328,0,0,0,0,6,26
3f7cd8f1,16,0,0,0,0,0,0,0,0,0,0,0,1
4114f306,28,5,0,1,0,2,5,0,0,0,0,0,0
41bff4fa,475,39,24,0,10,24,1,14,9,5,0,1,4
420c18a1,963,275,63,0,6,0,0,0,0,0,0,5,2
437f2b00,887,58,13,1,9,21,14,2,1,1,0,6,30
441197b8,1263,92,30,0,6,14,62,0,0,0,0,1,19
442b56fa,1336,235,11,0,4,108,220,4,1,0,0,4,52
4468ec10,155,20,2,0,4,30,5,13,5,6,0,1,2
4567a0b4,208,5,0,0,1,4,1,0,0,0,0,4,6
45a03961,1482,189,22,0,9,68,167,0,0,0,0,5,18
463503e2,208,15,5,0,0,3,10,0,0,0,0,1,4
47064058,1043,304,100,0,8,0,0,0,0,0,0,2,0
48035304,1857,44,38,0,5,0,6,0,0,0,0,1,19
49296448,1849,270,104,7,27,176,26,140,67,53,0,12,16
493924a7,857,172,2,0,5,68,170,0,0,0,0,6,34
496aeede,1268,43,42,1,2,5,1,0,0,0,0,2,16
4aea5077,1402,296,24,0,6,99,272,0,0,0,0,11,46
4b6dd263,3,0,0,0,0,0,0,0,0,0,0,0,0
4c3a6744,244,5,0,1,2,24,5,0,0,0,0,0,8
4c6facae,1199,15,11,1,4,6,4,0,0,0,0,3,10
4ccd8957,23,0,0,0,0,0,0,0,0,0,0,0,0
4d8cd038,279,9,2,2,3,2,1,0,0,0,0,1,5
4e204552,20,0,0,0,0,2,0,0,0,0,0,0,1
4e3a947f,142,8,0,0,0,3,7,0,0,0,0,1,4
4f16405e,253,8,0,0,1,4,4,0,0,0,0,1,4
4fa7cb9b,160,23,3,0,3,28,0,20,8,5,0,2,11
5042e5c2,114,23,0,0,1,2,3,0,0,0,0,0,1
50871bcc,333,32,6,2,8,29,10,13,4,7,0,3,7
50e6dc35,208,29,0,0,0,4,0,0,0,0,0,1,8
526ea7cc,1487,50,41,0,18,6,9,0,0,0,0,3,5
53070b63,27,2,0,0,0,0,0,0,0,0,0,0,0
53e07d0b,203,4,0,2,2,6,0,0,0,0,0,1,10
53eeaf6a,174,7,0,0,0,10,2,0,0,0,0,1,9
541127d5,174,2,0,0,0,3,0,0,0,0,0,1,8
543ddcaf,672,114,17,0,6,23,97,0,0,0,0,2,27
54b4dc4e,1086,121,48,3,17,85,15,57,26,23,0,10,24
54e4866f,1008,137,53,4,20,134,10,64,26,29,0,3,33
555d5edd,1036,96,41,3,3,68,7,44,15,19,0,7,24
5569bf9a,536,187,17,0,3,16,170,0,0,0,0,1,26
56413b1f,1122,44,35,0,5,4,9,0,0,0,0,2,19
565bf0da,616,59,17,0,10,13,42,0,0,0,0,3,7
5722eced,10,0,0,0,0,0,0,0,0,0,0,0,0
5723931e,15,0,0,1,0,0,0,0,0,0,0,0,0
5762be5c,668,34,33,0,3,0,1,0,0,0,0,1,3
57d88cf9,1022,22,15,3,6,20,2,0,0,0,0,5,23
582a5247,302,118,17,0,3,27,93,8,7,0,0,4,15
58450270,70,1,0,0,2,1,1,0,0,0,0,1,2
5853ac44,90,1,1,0,1,0,0,0,0,0,0,0,2
58a2e9f6,391,96,3,0,5,22,93,0,0,0,0,5,15
58ce23e5,110,13,0,0,1,13,12,0,0,0,0,1,7
5939baa2,993,72,36,1,11,10,36,0,0,0,0,10,15
59a48c59,23,0,0,0,0,0,0,0,0,0,0,0,1
59e4b92e,638,23,10,0,4,6,2,0,0,0,0,2,14
5c4bf6ba,762,312,62,0,0,0,0,0,0,0,0,4,0
5c899683,259,45,3,0,2,7,42,0,0,0,0,1,11
5d4f7d61,401,26,0,0,0,0,4,0,0,0,0,1,7
5d8e331f,1315,74,38,2,6,10,1,0,0,0,0,4,31
5db45ee5,0,0,0,0,0,0,0,0,0,0,0,0,0
5ddb8f9f,438,142,7,0,2,53,135,0,0,0,0,0,19
5dfc6ad5,774,22,20,2,3,1,2,0,0,0,0,2,3
5e22e2a4,1021,19,14,1,9,35,2,0,0,0,0,3,30
5e66fa06,1993,100,60,1,6,11,40,0,0,0,0,4,22
5ea8ef20,951,47,36,1,6,10,6,5,0,2,0,6,14
5ed9b537,542,15,15,0,3,0,0,0,0,0,0,4,0
5fd5e542,658,82,7,0,1,33,75,0,0,0,0,1,11
603cb947,911,95,20,5,6,92,22,28,6,9,0,13,24
610aa1e9,206,6,6,0,0,0,0,0,0,0,0,0,2
614eca9b,681,98,50,0,3,61,1,24,12,9,0,3,23
