id,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
00242b75,367,359,5,5,1,0,5,0,0,0,0,0,248,3,14
00963611,1073,946,123,41,1,29,5,82,0,0,0,0,889,4,13
009a4f60,865,674,189,7,3,4,59,180,2,0,2,0,635,2,30
00f518d8,58,49,9,0,0,0,2,9,0,0,0,0,43,0,2
0118c54c,739,640,97,16,0,17,41,71,10,6,4,0,539,2,17
01834aa0,753,712,41,22,0,2,2,8,0,0,0,0,637,0,10
042e8a49,516,503,10,1,4,3,51,8,1,0,1,0,411,3,13
048a1cbc,1125,949,175,34,3,4,46,124,17,2,11,0,937,1,22
049751d7,225,214,11,2,1,0,7,1,0,0,0,0,165,0,11
054849d2,541,390,148,4,1,1,29,143,1,1,0,0,322,3,15
056d2d95,817,542,268,37,0,1,133,172,59,27,26,0,505,7,19
05ba9d7c,69,62,7,1,0,1,3,6,0,0,0,0,49,0,8
05d548d8,988,959,27,23,0,17,2,4,0,0,0,0,863,2,7
05e2d5ea,42,37,3,1,0,0,1,1,1,0,0,0,31,2,3
05f99a4a,109,106,1,0,2,2,11,0,0,0,0,0,71,2,5
061e8e23,61,52,9,3,0,0,7,1,5,5,0,0,42,0,2
07c7eb0c,696,689,5,5,3,1,9,0,0,0,0,0,476,2,12
07d3bfec,91,86,5,2,1,0,6,1,2,2,0,0,68,0,4
08593525,20,20,0,0,0,0,0,0,0,0,0,0,17,0,0
091c86e2,331,327,4,1,5,3,6,2,0,0,0,0,237,0,10
099e666f,904,723,175,6,0,2,41,168,1,0,0,0,663,6,26
0a084b35,162,112,50,7,0,0,19,34,9,5,2,1,109,0,6
0a16eb36,181,153,26,1,0,0,14,25,0,0,0,0,126,2,7
0a1cb833,818,544,271,83,0,2,0,0,0,0,0,0,588,3,3
0a3f6cde,349,252,95,3,1,1,35,84,2,0,0,0,208,2,14
0a89e877,1036,888,141,12,2,4,36,128,1,1,0,0,779,7,34
0b45a8d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c61c77c,430,399,30,8,4,4,47,0,15,8,5,0,288,1,12
0c7a48f8,1158,1053,105,26,1,4,17,64,0,0,0,0,959,0,27
