id,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks
00242715,1435,79,49,1,11,8,30,0,0,0,0,4,19
00242b75,348,15,10,0,4,5,1,4,1,2,0,1,8
00844823,1500,65,65,0,8,3,0,0,0,0,0,3,11
009a4f60,128,43,0,0,0,13,43,0,0,0,0,2,12
01834aa0,1212,28,25,1,21,6,3,0,0,0,0,8,11
01c3aff5,1021,41,16,3,9,9,25,0,0,0,0,5,15
028e70b9,74,1,0,1,0,0,0,0,0,0,0,1,1
032f894e,8,1,1,0,0,0,0,0,0,0,0,0,0
042e8a49,779,5,0,3,7,75,3,2,0,0,0,3,25
048a1cbc,1880,238,42,6,6,67,167,29,13,5,1,11,26
05439de2,2397,115,55,5,14,29,56,4,0,1,0,4,19
054849d2,222,71,4,0,0,17,67,0,0,0,0,5,14
056d2d95,1032,553,97,1,7,267,334,122,58,57,2,8,45
05d548d8,2220,71,67,6,26,7,4,0,0,0,0,10,13
05f99a4a,41,7,1,0,0,2,3,0,0,0,0,0,4
070ec0b1,2505,51,50,1,7,1,1,0,0,0,0,9,5
080440a4,1501,199,58,1,20,19,141,0,0,0,0,7,25
08593525,578,6,4,2,5,2,2,0,0,0,0,3,11
088ca1bd,1166,410,34,1,18,100,357,18,14,0,0,7,41
096a77c4,56,2,1,1,1,3,0,1,0,1,0,1,0
099e666f,1209,359,17,0,13,59,342,0,0,0,0,12,38
0a1cb833,797,395,97,0,3,0,0,0,0,0,0,4,2
0a3d6d2b,4,0,0,0,0,0,0,0,0,0,0,0,0
0a3f6cde,703,145,6,1,9,69,107,31,14,5,0,6,35
0b4f388a,358,19,1,4,0,3,0,0,0,0,0,7,15
0c61c77c,566,53,9,1,6,56,10,21,11,8,1,1,17
0cc5f4a5,32,2,0,0,0,1,0,0,0,0,0,0,1
0d55d942,671,304,55,0,0,0,0,0,0,0,0,2,0
0db5d2c8,209,10,9,0,2,0,1,0,0,0,0,1,1
0e0102eb,17,0,0,0,0,1,0,0,0,0,0,0,1
0e4fef6e,164,4,4,0,1,0,0,0,0,0,0,1,1
0ef89a37,792,60,12,10,6,41,10,27,21,2,0,5,14
0fbb73c2,678,180,5,0,12,39,175,0,0,0,0,3,22
0fbecd11,775,20,13,0,6,13,2,4,1,2,0,2,17
1025db8e,708,45,44,1,14,2,1,0,0,0,0,9,9
106bca06,653,16,7,0,2,16,8,1,0,1,0,5,19
10b9fa99,81,2,2,0,0,0,0,0,0,0,0,0,0
1151fb6e,21,0,0,0,0,0,0,0,0,0,0,0,0
11fd2b75,1268,53,50,3,15,4,1,2,0,1,0,5,19
1238a3f9,349,27,0,0,0,7,1,0,0,0,0,0,12
13203c45,834,246,6,0,4,71,240,0,0,0,0,1,31
140afefb,59,14,2,2,1,16,6,6,2,4,0,0,9
14a7af33,466,13,10,0,1,3,3,0,0,0,0,4,3
15b287da,673,96,19,4,3,89,6,59,25,27,0,3,17
15fd5593,1231,47,19,3,11,18,25,1,0,1,0,4,33
16b4260e,7,0,0,0,0,0,0,0,0,0,0,0,0
16daec92,341,18,3,0,2,13,9,1,0,1,0,0,20
17376543,921,427,158,0,1,0,0,0,0,0,0,6,1
1748c9f7,37,1,0,0,0,7,1,0,0,0,0,0,5
17611373,559,80,0,3,5,30,4,0,0,0,0,3,26
17780d2b,377,10,9,1,3,0,1,0,0,0,0,0,5
17f3620a,195,26,1,0,3,4,2,0,0,0,0,0,7
1a1033a1,423,10,1,0,1,25,4,2,1,0,0,5,14
1ae836b1,225,10,3,2,5,13,4,3,3,0,0,0,11
1b278bf5,213,7,5,0,7,4,0,2,0,2,0,2,6
1bcca8b8,87,16,9,0,1,14,1,6,2,2,1,1,2
1c08a3c8,317,13,9,0,0,7,1,0,0,0,0,0,9
1c96ad85,107,20,2,0,0,7,18,0,0,0,0,1,2
1cbe4984,140,45,0,0,0,14,45,0,0,0,0,0,9
1d1691ad,95,13,0,0,0,13,13,0,0,0,0,0,4
1d8e9add,1579,55,52,1,10,2,3,0,0,0,0,2,4
1e274a0a,330,41,0,1,3,20,3,0,0,0,0,1,27
1f44ac21,213,26,0,2,0,6,3,0,0,0,0,3,10
1fda91b3,35,1,0,0,0,1,1,0,0,0,0,0,0
1fdec858,221,27,3,1,2,6,2,0,0,0,0,0,13
20030c06,556,30,30,0,3,0,0,0,0,0,0,0,6
2042d931,41,1,0,1,0,1,1,0,0,0,0,0,0
217c93a1,7,0,0,0,1,1,0,0,0,0,0,0,0
2200181e,1670,140,55,4,67,23,85,0,0,0,0,6,20
226ddf9d,25,10,3,0,0,0,0,0,0,0,0,0,0
22919e97,169,10,0,0,1,11,7,0,0,0,0,1,11
229cd98a,71,6,0,0,1,2,0,0,0,0,0,1,2
23a10591,7,0,0,0,0,0,0,0,0,0,0,0,1
25ab9c9c,775,40,33,0,8,11,7,0,0,0,0,0,11
271b8617,485,11,2,1,0,19,1,2,0,2,0,5,14
27d2618c,698,312,88,0,3,0,0,0,0,0,0,5,0
289b90cd,235,77,17,0,1,0,0,0,0,0,0,1,0
28eaa0f3,200,50,28,0,2,32,0,22,8,12,0,2,3
2903a856,757,115,49,4,15,74,11,55,28,14,0,5,19
2979c05a,345,50,4,1,1,37,46,0,0,0,0,1,24
2a29eb9b,89,9,3,0,2,3,6,0,0,0,0,1,0
2a6cd437,570,25,24,1,7,0,1,0,0,0,0,0,3
2b09d998,626,77,21,0,5,10,56,0,0,0,0,0,14
2b53f7a5,189,59,15,0,2,39,8,36,19,10,1,1,6
2bcc6d52,261,31,0,1,1,12,1,0,0,0,0,5,12
2c0558b8,6,0,0,0,0,0,0,0,0,0,0,0,0
2d61d13a,1022,17,15,0,10,1,2,0,0,0,0,1,6
2db2fd7b,1675,37,34,4,10,7,3,0,0,0,0,6,3
2e7ff968,73,27,2,0,0,0,0,0,0,0,0,0,0
2f3e911a,633,270,44,1,1,136,167,58,30,28,0,4,14
2ff76adc,95,55,7,0,1,10,45,3,1,2,0,0,8
302527b2,1003,39,32,0,15,5,7,0,0,0,0,3,9
30941e96,613,151,19,1,5,80,102,30,20,3,0,3,20
30c220c3,872,163,12,0,0,27,151,0,0,0,0,5,43
316162b6,270,2,1,0,2,8,1,0,0,0,0,1,13
33144cc5,227,9,0,0,1,9,2,0,0,0,0,0,15
33340bd6,29,2,1,0,0,1,1,0,0,0,0,0,2
3376a776,685,28,25,0,14,2,3,0,0,0,0,2,4
33a95e0a,1436,324,20,1,7,41,304,0,0,0,0,10,68
33b554b7,598,28,18,1,7,10,5,4,2,2,0,0,10
