id,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
42ec696a,Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,33,1986,5.0,9,1,0,0,0,8.5,0.33,-0.5,-0.10,29,73,39.7,107,15,48.6,41.6,30,70.0,56.7,43,0,0.0,7,1.40,17.6,Matches
8870154f,Bobby Allain,fr FRA,GK,gr Olympiacos,27,1991,1.0,1,1,0,0,0,1.4,0.10,+0.4,+0.35,2,8,25.0,26,7,19.2,30.0,7,42.9,48.3,11,0,0.0,2,2.00,15.8,Matches
1858bbf7,Giedrius Arlauskis,lt LTU,GK,ro CFR Cluj,31,1987,8.0,5,0,0,2,0,8.1,0.25,+3.1,+0.39,78,205,38.0,163,28,76.1,49.3,93,87.1,55.1,127,2,1.6,10,1.25,17.8,Matches
f7b10c66,David von Ballmoos,ch SUI,GK,ch Young Boys,24,1994,6.0,7,1,0,1,0,7.4,0.22,+0.4,+0.07,24,87,27.6,158,33,37.3,34.1,41,68.3,53.8,83,2,2.4,5,0.83,14.1,Matches
6e240751,Noam Baumann,ch SUI,GK,ch Lugano,23,1996,5.0,4,1,0,0,0,4.4,0.34,+0.4,+0.07,16,49,32.7,97,21,20.6,28.4,44,65.9,45.6,61,1,1.6,1,0.20,10.2,Matches
7b4de647,Asmir Begović,ba BIH,GK,az Qarabağ Ağdam,32,1987,5.0,10,0,1,2,1,6.7,0.35,-2.3,-0.45,29,82,35.4,83,13,57.8,42.4,47,72.3,51.6,59,3,5.1,3,0.60,12.9,Matches
4f8ce0e1,Vid Belec,si SVN,GK,cy APOEL,29,1990,7.0,11,0,0,2,0,12.3,0.31,+1.3,+0.19,35,119,29.4,110,13,55.5,43.8,66,87.9,56.0,87,1,1.1,2,0.29,10.4,Matches
3d214e5f,Marco Bizot,nl NED,GK,nl AZ Alkmaar,28,1991,8.0,11,3,0,0,0,9.5,0.23,-1.5,-0.19,32,102,31.4,215,42,36.3,32.9,71,33.8,32.9,61,0,0.0,4,0.50,14.2,Matches
79c536d7,Arnaud Bodart,be BEL,GK,be Standard Liège,21,1998,3.0,4,0,1,0,0,5.5,0.32,+1.5,+0.48,19,47,40.4,64,12,51.6,40.2,29,48.3,45.3,47,2,4.3,6,2.00,18.2,Matches
741275f5,Pépé Bonet,fr FRA,GK,fr Rennes,16,2003,0.9,1,0,1,0,0,0.3,0.11,-0.7,-0.73,6,9,66.7,10,1,20.0,31.2,11,63.6,45.3,13,1,7.7,0,0.00,12.0,Matches
f6798fc3,Yassine Bounou,ma MAR,GK,es Sevilla,28,1991,10.0,6,2,0,1,0,10.0,0.23,+4.0,+0.40,19,56,33.9,165,45,23.6,30.4,58,29.3,34.7,79,0,0.0,8,0.80,15.1,Matches
1e064bfb,Denys Boyko,ua UKR,GK,ua Dynamo Kyiv,31,1988,1.0,0,0,0,0,0,0.3,0.16,+0.3,+0.32,10,17,58.8,24,5,54.2,41.9,4,100.0,68.0,6,0,0.0,0,0.00,12.0,Matches
eb2b33aa,Heorhiy Bushchan,ua UKR,GK,ua Dynamo Kyiv,25,1994,5.0,7,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
f63a8347,Uğurcan Çakır,tr TUR,GK,tr Trabzonspor,23,1996,3.0,5,0,0,1,0,4.2,0.42,-0.8,-0.26,22,51,43.1,67,13,46.3,40.4,31,64.5,54.9,32,3,9.4,2,0.67,12.7,Matches
81b906e7,Eduardo Carvalho,pt POR,GK,pt Braga,36,1982,3.0,6,0,0,0,1,4.3,0.30,-0.7,-0.23,17,26,65.4,63,12,33.3,33.2,15,33.3,28.4,33,2,6.1,1,0.33,12.3,Matches
db401046,Koen Casteels,be BEL,GK,de Wolfsburg,27,1992,5.0,6,1,0,0,0,6.7,0.25,+0.7,+0.14,33,65,50.8,165,18,29.1,32.4,31,54.8,45.2,44,2,4.5,5,1.00,19.1,Matches
8d957256,Leandro Chichizola,ar ARG,GK,es Getafe,29,1990,5.0,4,0,0,0,0,4.2,0.38,+0.2,+0.04,43,115,37.4,126,13,68.3,48.4,32,90.6,68.6,44,1,2.3,8,1.60,15.7,Matches
31e3ab68,David Da Costa,ch SUI,GK,ch Lugano,33,1986,1.0,1,0,0,0,0,2.0,0.39,+1.0,+0.96,4,25,16.0,12,1,50.0,41.3,21,90.5,55.3,29,0,0.0,0,0.00,3.0,Matches
a04e2dd2,Johan Dahlin,se SWE,GK,se Malmö,32,1986,8.0,11,0,0,0,2,9.5,0.31,+0.5,+0.07,56,159,35.2,193,38,61.1,43.0,64,64.1,50.4,84,2,2.4,1,0.13,11.2,Matches
4030c7ae,Dénes Dibusz,hu HUN,GK,hu Ferencváros,28,1990,6.0,7,0,1,2,0,8.8,0.33,+1.8,+0.30,36,85,42.4,147,23,34.0,32.7,60,58.3,46.3,95,1,1.1,3,0.50,12.4,Matches
6bfaecc4,Renan dos Santos,br BRA,GK,bg Ludogorets,30,1989,1.0,1,0,0,0,0,1.1,0.23,+0.1,+0.13,5,8,62.5,29,9,17.2,29.7,14,21.4,33.5,14,0,0.0,1,1.00,23.0,Matches
e961d3ac,Douglas,br BRA,GK,pt Vitória,36,1983,2.0,2,1,0,0,0,2.4,0.24,+0.4,+0.22,16,37,43.2,56,12,42.9,34.5,25,52.0,42.5,25,0,0.0,1,0.50,20.3,Matches
88b748d2,Nenad Erić,kz KAZ,GK,kz Astana FK,37,1982,5.3,13,0,0,1,0,9.9,0.26,-3.1,-0.58,31,77,40.3,104,23,41.3,34.7,57,59.6,43.8,63,1,1.6,3,0.57,10.7,Matches
c3e39f12,Fraser Forster,eng ENG,GK,sct Celtic,31,1988,7.0,8,1,0,0,0,9.5,0.28,+1.5,+0.22,36,133,27.1,145,24,57.9,41.8,53,92.5,63.3,87,0,0.0,7,1.00,16.3,Matches
7ba6d84e,David de Gea,es ESP,GK,eng Manchester Utd,28,1990,2.0,2,0,0,0,0,2.4,0.34,+0.4,+0.19,4,18,22.2,31,6,29.0,32.1,22,40.9,37.4,18,0,0.0,1,0.50,24.0,Matches
b15780e3,Craig Gordon,sct SCO,GK,sct Celtic,36,1982,1.0,2,0,0,1,0,2.5,0.36,+0.5,+0.53,9,12,75.0,14,7,28.6,29.1,13,61.5,41.4,13,0,0.0,1,1.00,17.0,Matches
9dab6e3b,Lee Grant,eng ENG,GK,eng Manchester Utd,36,1983,1.0,2,0,0,0,1,0.3,0.09,-0.7,-0.65,3,7,42.9,14,6,14.3,24.4,12,41.7,35.3,16,1,6.3,0,0.00,12.0,Matches
30061f53,Dominik Greif,sk SVK,GK,sk Slovan Bratislava,22,1997,6.0,13,3,0,1,2,13.3,0.28,+2.3,+0.39,36,119,30.3,114,28,57.0,42.0,68,79.4,54.5,124,2,1.6,5,0.83,11.1,Matches
b583aef5,Mert Günok,tr TUR,GK,tr Başakşehir,30,1989,10.3,16,2,0,1,1,18.0,0.32,+3.0,+0.30,83,195,42.6,285,44,52.3,41.3,88,52.3,45.0,142,8,5.6,4,0.40,11.6,Matches
74419746,Samir Handanović,si SVN,GK,it Inter,35,1984,4.0,4,0,0,0,1,3.0,0.30,0.0,0.00,17,32,53.1,135,10,18.5,25.9,20,35.0,29.2,60,2,3.3,1,0.25,9.3,Matches
5e91ddf8,André Hansen,no NOR,GK,no Rosenborg,29,1989,5.0,10,0,0,3,1,5.9,0.23,-3.1,-0.62,51,115,44.3,153,23,49.7,39.4,53,73.6,52.3,57,0,0.0,7,1.40,16.2,Matches
ad3389d5,Lukáš Hrádecký,fi FIN,GK,de Leverkusen,29,1989,5.0,5,0,0,1,0,5.9,0.35,+0.9,+0.17,29,74,39.2,210,31,31.9,31.5,21,33.3,33.3,58,1,1.7,7,1.40,17.4,Matches
55bd7d45,Plamen Iliev,bg BUL,GK,bg Ludogorets,27,1991,7.0,13,2,0,1,0,13.2,0.27,+0.2,+0.03,46,154,29.9,178,37,54.5,43.8,70,81.4,59.0,116,4,3.4,1,0.14,6.8,Matches
a56bd2ee,Karl-Johan Johnsson,se SWE,GK,dk FC Copenhagen,29,1990,11.3,8,3,0,0,1,12.6,0.21,+5.6,+0.51,92,271,33.9,319,40,58.9,42.2,102,81.4,56.5,155,9,5.8,14,1.27,15.7,Matches
068830ca,Jonathan Joubert,lu LUX,GK,lu F91 Dudelange,39,1979,6.0,18,3,1,0,0,17.8,0.32,-0.2,-0.03,29,92,31.5,115,15,43.5,36.8,53,79.2,50.8,76,1,1.3,1,0.17,9.6,Matches
1caa93a5,Thomas Kaminski,be BEL,GK,be Gent,26,1992,8.0,9,0,0,0,1,7.7,0.32,-0.3,-0.04,60,147,40.8,188,35,50.5,39.6,66,78.8,54.2,140,3,2.1,4,0.50,12.3,Matches
94b3ccdb,Erce Kardeşler,tr TUR,GK,tr Trabzonspor,25,1994,3.0,6,0,0,2,1,4.5,0.33,-0.5,-0.18,8,37,21.6,91,18,27.5,30.3,24,50.0,44.3,41,3,7.3,3,1.00,13.2,Matches
32e7ce92,Loris Karius,de GER,GK,tr Beşiktaş,26,1993,5.0,11,0,0,2,0,8.3,0.33,-2.7,-0.54,28,75,37.3,131,26,37.4,33.1,44,59.1,46.1,66,1,1.5,11,2.20,18.5,Matches
98b94ef4,Filip Kljajić,rs SRB,GK,rs Partizan,28,1990,0.2,1,0,0,0,0,0.2,0.16,-0.8,-3.59,1,2,50.0,6,1,16.7,26.2,1,100.0,62.0,2,0,0.0,0,0.00,,Matches
f42e9f3f,Alexander Kofler,at AUT,GK,at Wolfsberger AC,32,1986,6.0,8,2,0,1,0,10.9,0.28,+2.9,+0.49,36,126,28.6,172,26,57.0,42.2,49,57.1,43.1,91,5,5.5,2,0.33,11.7,Matches
b8798a46,Stanislav Kritsyuk,ru RUS,GK,ru Krasnodar,28,1990,3.0,4,0,0,1,0,2.7,0.25,-1.3,-0.43,17,46,37.0,79,20,39.2,33.7,29,51.7,45.1,43,3,7.0,1,0.33,8.5,Matches
2628fd2b,Bernd Leno,de GER,GK,eng Arsenal,27,1992,2.3,2,0,0,2,0,2.2,0.36,+0.2,+0.09,7,13,53.8,45,10,20.0,26.5,17,23.5,30.6,29,1,3.4,1,0.50,12.3,Matches
73683fa9,Diego López,es ESP,GK,es Espanyol,37,1981,5.0,3,1,0,0,1,4.4,0.16,+2.4,+0.48,21,72,29.2,96,9,49.0,39.0,30,83.3,55.0,49,4,8.2,4,0.80,15.5,Matches
20b9f052,Pau López,es ESP,GK,it Roma,24,1994,7.3,7,1,0,0,1,8.4,0.27,+2.4,+0.33,51,100,51.0,235,38,31.1,32.2,72,37.5,34.7,100,4,4.0,19,2.59,18.8,Matches
853b7c48,Agustín Marchesín,ar ARG,GK,pt Porto,31,1988,8.0,14,2,0,1,0,11.9,0.31,-2.1,-0.26,75,144,52.1,233,31,44.6,36.5,58,69.0,48.4,98,6,6.1,11,1.38,15.1,Matches
f352799f,Nick Marsman,nl NED,GK,nl Feyenoord,28,1990,2.0,5,0,0,0,1,4.3,0.60,+0.3,+0.17,3,15,20.0,43,11,18.6,28.2,14,50.0,44.4,35,0,0.0,0,0.00,9.0,Matches
7956236f,Emiliano Martínez,ar ARG,GK,eng Arsenal,26,1992,6.0,7,0,0,1,0,5.4,0.21,-1.6,-0.26,18,61,29.5,114,30,34.2,35.1,60,36.7,36.0,91,5,5.5,3,0.50,12.6,Matches
ef3909cd,Matheus,br BRA,GK,pt Braga,27,1992,4.0,5,0,1,1,0,7.0,0.30,+2.0,+0.51,19,49,38.8,133,27,27.8,31.6,30,40.0,39.4,57,3,5.3,6,1.50,14.1,Matches
3318286e,Luís Maximiano,pt POR,GK,pt Sporting CP,20,1999,3.9,7,3,1,2,0,6.5,0.18,-0.5,-0.14,35,76,46.1,92,15,57.6,40.7,35,65.7,46.9,61,1,1.6,0,0.00,7.5,Matches
f3a97d02,Allan McGregor,sct SCO,GK,sct Rangers,37,1982,10.0,12,1,0,1,1,9.4,0.26,-1.6,-0.16,63,179,35.2,226,34,52.7,39.7,99,60.6,44.0,175,0,0.0,10,1.00,19.3,Matches
33887998,Edouard Mendy,sn SEN,GK,fr Rennes,27,1992,3.0,6,1,0,0,0,4.0,0.22,-2.0,-0.65,11,22,50.0,73,11,27.4,33.0,17,11.8,27.1,37,1,2.7,2,0.66,11.7,Matches
d436eb94,Simon Mignolet,be BEL,GK,be Club Brugge,31,1988,2.0,6,1,0,0,0,4.9,0.28,-1.1,-0.56,15,32,46.9,72,6,34.7,33.9,16,43.8,39.8,23,2,8.7,2,1.00,14.0,Matches
9fa26bc2,Vanja Milinković-Savić,rs SRB,GK,be Standard Liège,22,1997,3.0,6,0,0,1,0,5.7,0.34,-0.3,-0.08,21,68,30.9,76,16,51.3,42.7,43,67.4,54.3,58,3,5.2,2,0.67,13.2,Matches
30223b33,Antonio Mirante,it ITA,GK,it Roma,36,1983,1.7,2,0,0,0,1,1.4,0.24,+0.4,+0.25,11,21,52.4,68,10,23.5,29.5,11,45.5,44.9,19,0,0.0,1,0.60,12.2,Matches
5bfb7572,Aleksandr Mokin,kz KAZ,GK,kz Astana FK,38,1981,0.7,6,2,0,0,0,6.3,0.35,+0.3,+0.42,2,9,22.2,8,3,37.5,33.4,19,31.6,34.3,12,0,0.0,0,0.00,,Matches
28a65a2c,Jessy Moulin,fr FRA,GK,fr Saint-Étienne,33,1986,2.0,2,0,0,0,0,2.8,0.31,+0.8,+0.38,10,26,38.5,68,16,26.5,31.7,15,53.3,46.3,15,0,0.0,1,0.50,12.4,Matches
3acadb7f,Đorđe Nikolić,rs SRB,GK,ch Basel,22,1997,4.0,4,1,0,1,0,3.2,0.17,-0.8,-0.19,22,62,35.5,89,18,37.1,36.9,43,67.4,52.4,72,0,0.0,0,0.00,9.5,Matches
