id,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
65d62814,Antonio Adán,es ESP,GK,pt Sporting CP,35-302,1987,3.0,3,0,0,0,0,1.2,0.30,+0.2,+0.09,4,17,23.5,69,11,24.6,29.9,13,0.0,20.2,20,2,10.0,1,0.50,13.0,Matches
9e17ccff,Doğan Alemdar,tr TUR,GK,fr Rennes,20-133,2002,1.4,3,0,1,0,0,1.7,0.29,-1.3,-0.91,9,27,33.3,34,4,52.9,42.3,10,90.0,65.9,17,1,5.9,0,0.00,9.5,Matches
dbd1b101,Noah Atubolu,de GER,GK,de Freiburg,20-290,2002,1.0,1,0,0,0,0,1.0,0.20,0.0,+0.01,4,20,20.0,34,7,35.3,37.2,10,80.0,61.3,15,0,0.0,1,1.00,18.0,Matches
072e68ed,Altay Bayındır,tr TUR,GK,tr Fenerbahçe,24-331,1998,7.0,9,1,0,0,0,5.8,0.35,-1.2,-0.20,23,68,33.8,143,27,38.5,37.0,30,43.3,45.5,39,3,7.7,11,1.83,19.8,Matches
8a2248b4,Walter Benítez,ar ARG,GK,nl PSV Eindhoven,30-051,1993,7.0,6,0,0,1,0,7.6,0.27,+1.6,+0.22,31,101,30.7,139,19,47.5,37.5,58,60.3,45.6,73,3,4.1,1,0.14,12.5,Matches
53d93280,Justin Bijlow,nl NED,GK,nl Feyenoord,25-048,1998,6.0,9,0,0,0,0,7.9,0.29,-1.1,-0.18,25,67,37.3,184,31,24.5,30.7,44,50.0,41.0,62,7,11.3,5,0.83,12.0,Matches
5e8936be,Milan Borjan,ca CAN,GK,rs Red Star,35-139,1987,6.0,11,1,1,2,1,6.5,0.20,-3.5,-0.58,30,88,34.1,162,23,43.2,36.5,43,41.9,34.5,65,4,6.2,5,0.83,16.1,Matches
f6798fc3,Yassine Bounou,ma MAR,GK,es Sevilla,31-340,1991,1.0,0,0,0,0,0,0.8,0.20,+0.8,+0.77,6,15,40.0,36,2,30.6,31.6,5,80.0,56.8,14,0,0.0,1,1.00,13.5,Matches
1e064bfb,Denys Boyko,ua UKR,GK,ua Dynamo Kyiv,35-041,1988,2.0,3,0,1,0,0,2.7,0.27,-0.3,-0.15,12,28,42.9,60,11,31.7,33.0,20,45.0,40.2,25,1,4.0,0,0.00,9.7,Matches
10072610,Claudio Bravo,cl CHI,GK,es Betis,39-332,1983,6.0,8,1,1,1,0,4.2,0.17,+0.2,+0.05,24,74,32.4,116,26,50.0,40.1,25,64.0,46.1,63,5,7.9,3,0.60,11.8,Matches
