id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
649b01d8,Emil Audero,it ITA,GK,Sampdoria,26-052,1997,25,25,2250,25.0,39,1.56,121,82,71.9,2,6,17,4,16.0,7,5,2,0,28.6,Matches
8ec56e62,Marco Carnesecchi,it ITA,GK,Cremonese,22-253,2000,16,16,1440,16.0,27,1.69,88,62,71.6,1,6,9,2,12.5,2,2,0,0,0.0,Matches
8cabdc1e,Andrea Consigli,it ITA,GK,Sassuolo,36-043,1987,23,23,2070,23.0,34,1.48,76,42,59.2,8,5,10,7,30.4,3,3,0,0,0.0,Matches
f554e29b,Alessio Cragno,it ITA,GK,Monza,28-256,1994,1,1,90,1.0,3,3.00,5,2,40.0,0,0,1,0,0.0,0,0,0,0,,Matches
4e0c8d66,Michele Di Gregorio,it ITA,GK,Monza,25-227,1997,24,24,2160,24.0,32,1.33,103,72,68.9,9,5,10,7,29.2,0,0,0,0,,Matches
085e71a7,Bartłomiej Drągowski,pl POL,GK,Spezia,25-204,1997,24,24,2046,22.7,37,1.63,121,86,71.1,5,7,12,4,16.7,4,2,1,1,33.3,Matches
9f5a610b,Wladimiro Falcone,it ITA,GK,Lecce,27-333,1995,25,25,2250,25.0,29,1.16,111,83,77.5,6,9,10,3,12.0,4,4,0,0,0.0,Matches
f0f7f62f,Pierluigi Gollini,it ITA,GK,Fiorentina,27-358,1995,3,3,270,3.0,2,0.67,8,6,75.0,1,2,0,2,66.7,0,0,0,0,,Matches
74419746,Samir Handanović,si SVN,GK,Inter,38-240,1984,10,10,900,10.0,16,1.60,38,24,60.5,5,0,5,2,20.0,1,1,0,0,0.0,Matches
fcb38f57,Mike Maignan,fr FRA,GK,Milan,27-251,1995,9,9,810,9.0,10,1.11,29,18,72.4,5,2,2,3,33.3,3,2,1,0,33.3,Matches
f794b426,Federico Marchetti,it ITA,GK,Spezia,40-032,1983,1,0,66,0.7,2,2.73,3,1,33.3,0,0,0,0,,0,0,0,0,,Matches
3318286e,Luís Maximiano,pt POR,GK,Lazio,24-065,1999,1,1,5,0.1,,,,,,1,,,,,,,,,,Matches
9413b19f,Alex Meret,it ITA,GK,Napoli,25-354,1997,25,25,2250,25.0,16,0.64,62,45,75.8,21,2,2,12,48.0,2,1,1,0,50.0,Matches
9fa26bc2,Vanja Milinković-Savić,rs SRB,GK,Torino,26-019,1997,25,25,2250,25.0,29,1.16,95,66,72.6,9,7,9,6,24.0,4,3,0,1,0.0,Matches
c1d95617,Lorenzo Montipò,it ITA,GK,Hellas Verona,27-019,1996,24,24,2160,24.0,37,1.54,122,85,69.7,4,5,15,3,12.5,1,0,1,0,100.0,Matches
a111cf41,Juan Musso,ar ARG,GK,Atalanta,28-309,1994,19,19,1627,18.1,19,1.05,67,50,73.1,10,4,5,7,36.8,1,1,0,0,0.0,Matches
1e9bde92,Guillermo Ochoa,mx MEX,GK,Salernitana,37-241,1985,8,8,720,8.0,17,2.12,50,32,70.0,2,2,4,2,25.0,3,2,1,0,33.3,Matches
e9c0c1b2,André Onana,cm CMR,GK,Inter,26-343,1996,16,16,1440,16.0,14,0.87,52,39,76.9,11,2,3,7,43.8,2,2,0,0,0.0,Matches
79b0d6a0,Rui Patrício,pt POR,GK,Roma,35-024,1988,25,25,2250,25.0,21,0.84,71,51,71.8,14,5,6,10,40.0,1,1,0,0,0.0,Matches
f058ed1f,Gianluca Pegolo,it ITA,GK,Sassuolo,41-351,1981,2,2,180,2.0,3,1.50,6,3,66.7,0,1,1,0,0.0,1,1,0,0,0.0,Matches
b9e11c1d,Simone Perilli,it ITA,GK,Hellas Verona,28-063,1995,1,1,90,1.0,0,0.00,4,4,100.0,0,1,0,1,100.0,0,0,0,0,,Matches
4c62d0c8,Mattia Perin,it ITA,GK,Juventus,30-121,1992,8,7,678,7.5,4,0.53,31,26,90.3,3,3,1,5,71.4,2,1,1,0,50.0,Matches
00a17eba,Samuele Perisan,it ITA,GK,Empoli,25-202,1997,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,,Matches
277da414,Ivan Provedel,it ITA,GK,Lazio,28-359,1994,25,24,2243,24.9,19,0.76,85,66,78.8,13,6,5,14,58.3,1,1,0,0,0.0,Matches
67f649be,Ionuț Radu,ro ROU,GK,Cremonese,25-287,1997,9,9,810,9.0,19,2.11,64,45,75.0,0,3,6,1,11.1,3,3,0,0,0.0,Matches
343f753a,Luigi Sepe,it ITA,GK,Salernitana,31-307,1991,17,17,1530,17.0,27,1.59,87,57,73.6,4,5,8,3,17.6,7,4,3,0,42.9,Matches
0d422df7,Marco Silvestri,it ITA,GK,Udinese,32-009,1991,25,25,2250,25.0,30,1.20,85,57,68.2,7,11,7,7,28.0,3,3,0,0,0.0,Matches
ab4449d6,Łukasz Skorupski,pl POL,GK,Bologna,31-310,1991,25,25,2250,25.0,34,1.36,110,77,74.5,10,5,10,4,16.0,7,6,1,0,14.3,Matches
ac4003af,Marco Sportiello,it ITA,GK,Atalanta,30-305,1992,7,6,623,6.9,9,1.30,26,17,65.4,2,2,2,2,33.3,0,0,0,0,,Matches
01b8a2b2,Wojciech Szczęsny,pl POL,GK,Juventus,32-327,1990,18,18,1572,17.5,16,0.92,52,36,69.2,12,2,4,10,55.6,0,0,0,0,,Matches
b056e3da,Ciprian Tătărușanu,ro ROU,GK,Milan,37-030,1986,16,16,1440,16.0,22,1.37,61,40,67.2,9,3,4,4,25.0,2,2,0,0,0.0,Matches
e1b0a70d,Pietro Terracciano,it ITA,GK,Fiorentina,33-003,1990,22,22,1980,22.0,29,1.32,76,48,65.8,7,5,10,3,13.6,3,3,0,0,0.0,Matches
77d6fd4d,Guglielmo Vicario,it ITA,GK,Empoli,26-155,1996,24,24,2160,24.0,31,1.29,104,73,72.1,6,10,8,7,29.2,4,2,1,1,33.3,Matches
cc1a0c57,Jeroen Zoet,nl NED,GK,Spezia,32-064,1991,3,2,154,1.7,1,0.58,6,5,83.3,0,2,0,0,0.0,0,0,0,0,,Matches
54f6afe3,Petar Zovko,ba BIH,GK,Spezia,20-351,2002,1,0,74,0.8,2,2.43,3,1,33.3,0,0,0,0,,0,0,0,0,,Matches
