id,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
5f09991f,Patrick van Aanholt,nl NED,DF,nl PSV Eindhoven,32-239,1990,1.5,74,66,8,1,0,0,4,6,1,0,1,0,62,0,1,Matches
8c6239f2,Myenty Abena,sr SUR,DF,hu Ferencváros,28-134,1994,2.0,94,91,3,3,0,0,0,0,0,0,0,0,89,0,0,Matches
0e46fa2f,Matthis Abline,fr FRA,FW,fr Rennes,20-028,2003,1.6,23,20,3,0,0,0,2,0,0,0,0,0,18,0,1,Matches
7f9c5d2d,Abner,br BRA,DF,es Betis,22-333,2000,1.3,41,29,12,0,0,0,3,12,0,0,0,0,29,0,3,Matches
8bc373ea,Pape Abou Cissé,sn SEN,DF,gr Olympiacos,27-223,1995,3.3,213,203,10,8,0,1,0,1,0,0,0,0,168,0,1,Matches
f586779e,Tammy Abraham,eng ENG,FW,it Roma,25-205,1997,6.8,136,125,11,0,0,3,2,1,0,0,0,0,89,0,6,Matches
47aaf574,Malik Abubakari,gh GHA,FW,fi HJK,22-350,2000,4.9,74,59,15,0,0,0,0,0,0,0,0,0,58,0,2,Matches
81442ecb,Marcos Acuña,ar ARG,DF,es Sevilla,31-179,1991,5.6,281,214,64,8,0,1,26,51,5,0,5,0,198,3,3,Matches
82e12fe7,Chikwubuike Adamu,at AUT,FW,at RB Salzburg,21-323,2001,1.2,11,10,1,0,0,0,0,0,0,0,0,0,7,0,0,Matches
65d62814,Antonio Adán,es ESP,GK,pt Sporting CP,35-347,1987,6.3,246,178,67,22,0,0,0,0,0,0,0,0,175,1,0,Matches
4dcec659,Simon Adingra,ci CIV,"FW,DF",be Union SG,21-114,2002,4.6,145,134,11,1,1,0,12,8,2,1,0,0,104,0,3,Matches
dcfb17f4,Amine Adli,fr FRA,"FW,MF",de Leverkusen,22-350,2000,2.7,110,99,11,1,1,1,6,2,8,2,1,1,80,0,3,Matches
4b00cd47,David Affengruber,at AUT,DF,at Sturm Graz,22-037,2001,5.4,232,225,6,5,0,0,0,1,0,0,0,0,173,1,1,Matches
3dd738a1,Ruben Aguilar,fr FRA,"DF,MF",fr Monaco,29-364,1993,1.4,88,73,13,2,0,1,5,11,0,0,0,0,76,2,2,Matches
9c4f39b3,Tosin Aiyegun,bj BEN,FW,ch Zürich,24-303,1998,5.3,77,70,7,1,0,1,5,3,0,0,0,0,55,0,2,Matches
2b1c4abd,Albian Ajeti,ch SUI,FW,at Sturm Graz,26-058,1997,3.4,41,38,3,0,0,0,1,0,0,0,0,0,30,0,1,Matches
7328bee5,Samet Akaydın,tr TUR,DF,tr Fenerbahçe,29-043,1994,2.0,125,121,4,4,0,0,0,0,0,0,0,0,109,0,0,Matches
b625b241,Maghnes Akliouche,fr FRA,"FW,MF",fr Monaco,21-059,2002,0.5,21,20,0,0,0,0,2,0,0,0,0,0,14,1,0,Matches
31f5b89b,Paul Akouokou,ci CIV,MF,es Betis,25-126,1997,4.0,216,216,0,0,0,1,0,0,0,0,0,0,200,0,2,Matches
4601e194,Jordi Alba,es ESP,DF,es Barcelona,34-035,1989,0.7,50,47,3,0,0,0,3,3,0,0,0,0,37,0,4,Matches
5294a83f,Luis Alberto,es ESP,MF,it Lazio,30-209,1992,3.4,302,276,25,4,3,0,16,1,13,5,6,0,250,1,6,Matches
9e17ccff,Doğan Alemdar,tr TUR,GK,fr Rennes,20-178,2002,1.4,44,30,14,4,0,2,0,0,0,0,0,0,24,0,0,Matches
f8405304,Mohamed Ali Cho,fr FRA,"MF,FW",es Real Sociedad,19-096,2004,1.3,34,32,2,0,0,0,5,1,0,0,0,0,23,0,3,Matches
1a7fcf39,Ezgjan Alioski,mk MKD,DF,tr Fenerbahçe,31-072,1992,3.5,241,202,39,4,0,1,13,35,0,0,0,0,201,0,4,Matches
5c46e908,Fidan Aliti,xk KVX,DF,ch Zürich,29-204,1993,3.5,147,122,24,8,0,0,1,16,0,0,0,0,104,1,2,Matches
bdf8165d,Richard Almeida,az AZE,MF,az Qarabağ Ağdam,34-036,1989,3.4,263,252,7,3,1,4,3,4,0,0,0,0,226,4,3,Matches
f4290206,Marcos Alonso,es ESP,DF,es Barcelona,32-118,1990,0.8,56,55,1,1,0,0,0,0,0,0,0,0,51,0,0,Matches
0afff3b7,Omri Altman,il ISR,"FW,MF",cy AÉK Lárnaka,29-033,1994,4.2,94,86,7,3,0,1,3,4,0,0,0,0,67,1,3,Matches
8b3ab7ad,Edson Álvarez,mx MEX,MF,nl Ajax,25-183,1997,2.0,163,159,4,4,0,1,0,0,0,0,0,0,146,0,1,Matches
555d5edd,Nadiem Amiri,de GER,"MF,FW",de Leverkusen,26-180,1996,2.9,178,170,8,2,0,2,4,3,2,1,0,0,152,0,7,Matches
7fdb872a,Isak Amundsen,no NOR,DF,no Bodø/Glimt,23-193,1999,0.4,39,38,1,1,0,0,0,0,0,0,0,0,35,0,0,Matches
9f1893b9,Felipe Anderson,br BRA,FW,it Lazio,30-010,1993,4.9,201,197,3,0,0,2,10,1,1,0,1,0,152,1,10,Matches
b5f66351,Joel Andersson,se SWE,DF,dk Midtjylland,26-165,1996,4.2,205,146,58,7,0,3,11,45,6,2,3,0,134,1,6,Matches
8382b207,Leandro Andrade,cv CPV,"FW,MF",az Qarabağ Ağdam,23-213,1999,0.8,21,21,0,0,0,0,1,0,0,0,0,0,16,0,0,Matches
4f9f721c,Valdemar Andreasen,dk DEN,FW,dk Midtjylland,18-090,2005,1.3,32,29,3,0,0,0,4,2,1,0,0,0,18,0,0,Matches
40dc75f0,Henry Andreou,cy CYP,MF,cy AÉK Lárnaka,22-023,2001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
e0b113a7,Robert Andrich,de GER,MF,de Leverkusen,28-215,1994,5.3,295,289,5,4,0,0,2,1,0,0,0,0,253,1,9,Matches
4e3f5992,Oleksandr Andriyevskyi,ua UKR,MF,ua Dynamo Kyiv,28-304,1994,1.0,60,58,1,0,0,0,3,0,1,1,0,0,47,1,0,Matches
2a70dcc9,Thanasis Androutsos,gr GRE,DF,gr Olympiacos,25-354,1997,1.0,59,47,12,1,0,0,3,11,0,0,0,0,52,0,0,Matches
4a7078f9,Ángel,es ESP,DF,cy AÉK Lárnaka,30-081,1993,4.9,232,183,47,8,0,0,7,39,0,0,0,0,192,2,4,Matches
50cddd19,Karim Ansarifard,ir IRN,FW,cy AC Omonia,33-022,1990,2.2,46,41,4,0,0,0,0,0,0,0,0,0,33,1,0,Matches
108fe016,Marcos Antônio,br BRA,MF,it Lazio,22-316,2000,1.6,121,121,0,0,0,0,0,0,0,0,0,0,114,0,0,Matches
99127249,Antony,br BRA,FW,eng Manchester Utd,23-060,2000,7.0,272,259,10,5,1,2,19,4,1,0,1,0,213,3,7,Matches
feb5d3ab,Dennis Appiah,fr FRA,"DF,FW",fr Nantes,30-320,1992,3.2,159,119,40,3,0,0,8,37,0,0,0,0,116,0,5,Matches
c63f6e46,Youssef El-Arabi,ma MAR,"FW,MF",gr Olympiacos,36-081,1987,1.8,67,65,2,0,0,0,0,0,0,0,0,0,46,0,2,Matches
7e6b3664,Paulus Arajuuri,fi FIN,DF,fi HJK,34-314,1988,0.5,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
f28876e5,Aritz Arambarri,es ESP,DF,es Real Sociedad,25-084,1998,0.7,38,32,6,0,0,0,0,6,0,0,0,0,32,0,1,Matches
f47a530a,Willian Arão,br BRA,MF,tr Fenerbahçe,30-143,1992,3.5,147,143,4,3,1,2,0,0,0,0,0,0,126,0,0,Matches
2bef2bca,Ronald Araújo,uy URU,DF,es Barcelona,24-049,1999,1.9,86,77,9,2,0,4,1,7,0,0,0,0,69,0,0,Matches
184ad240,Arthur,br BRA,"DF,MF",pt Sporting CP,24-296,1998,2.0,98,90,8,0,0,0,8,7,1,1,0,0,77,0,0,Matches
31b7d437,Emam Ashour,eg EGY,"FW,MF",dk Midtjylland,25-064,1998,0.8,24,21,3,1,1,0,0,1,1,0,0,0,15,0,0,Matches
b026bbf6,Lorenz Assignon,tg TOG,DF,fr Rennes,22-307,2000,3.3,158,129,29,1,0,0,7,28,0,0,0,0,119,0,3,Matches
8f5bfaac,Iyayi Atiemwen,ng NGA,FW,md Sheriff Tiraspol,27-091,1996,3.6,95,86,9,3,0,0,3,0,2,1,1,0,77,0,0,Matches
