id,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
8f5cdf66,Oliver Abildgaard,dk DEN,"MF,DF",Hellas Verona,26-274,1996,0.9,2,2,1,0,1,1,4,25.0,3,2,0,2,1,3,3,0,Matches
f586779e,Tammy Abraham,eng ENG,FW,Roma,25-160,1997,18.3,13,7,3,6,4,4,12,33.3,8,10,4,6,3,16,9,0,Matches
771a2cfe,Christian Acella,it ITA,MF,Cremonese,20-247,2002,0.2,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,0,0,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Inter,35-029,1988,16.8,21,12,16,2,3,12,17,70.6,5,12,6,6,22,43,49,0,Matches
26777636,Yacine Adli,fr FRA,"MF,FW",Milan,22-225,2000,1.4,6,3,2,4,0,2,2,100.0,0,2,0,2,1,7,1,0,Matches
f9c927de,Michel Aebischer,ch SUI,"FW,MF",Bologna,26-064,1997,9.6,6,1,2,2,2,1,6,16.7,5,11,2,9,3,9,6,0,Matches
0154d290,Felix Afena-Gyan,gh GHA,"FW,MF",Cremonese,20-051,2003,6.7,6,3,4,1,1,2,7,28.6,5,4,1,3,1,7,3,0,Matches
46fa7204,Kevin Agudelo,co COL,"MF,FW",Spezia,24-117,1998,19.0,53,26,15,21,17,20,46,43.5,26,32,5,27,9,62,4,0,Matches
246d153b,Ola Aina,ng NGA,DF,Torino,26-154,1996,8.4,15,11,5,7,3,8,13,61.5,5,11,2,9,9,24,25,0,Matches
d810c13b,Emanuel Aiwum,at AUT,DF,Cremonese,22-076,2000,13.4,46,28,27,17,2,26,36,72.2,10,18,11,7,20,66,39,1,Matches
fdf4b948,Jean-Daniel Akpa-Akpro,ci CIV,MF,Empoli,30-151,1992,8.5,27,19,13,9,5,10,15,66.7,5,25,4,21,10,37,15,0,Matches
5294a83f,Luis Alberto,es ESP,MF,Lazio,30-164,1992,14.7,27,13,13,11,3,12,38,31.6,26,22,5,17,5,32,1,0,Matches
