id,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Lazio,31,1988,35.1,59,29,42,12,5,14,20,70.0,6,40,27,13,42,101,109,1,Matches
3ed84b2c,Bobby Adekanye,nl NED,FW,Lazio,20,1999,2.1,3,2,0,3,0,0,5,0.0,5,0,0,0,2,5,1,0,Matches
ce5b170a,Claud Adjapong,it ITA,DF,Hellas Verona,21,1998,2.6,5,3,4,1,0,2,3,66.7,1,4,3,1,3,8,7,0,Matches
8bc8829a,Lucien Agoume,fr FRA,MF,Inter,17,2002,0.8,3,2,0,2,1,0,0,,0,3,1,2,0,3,0,0,Matches
46fa7204,Kevin Agudelo,co COL,"MF,FW",Fiorentina,20,1998,0.7,2,1,0,1,1,0,1,0.0,1,1,0,1,1,3,0,0,Matches
46fa7204,Kevin Agudelo,co COL,"MF,FW",Genoa,20,1998,7.4,23,14,9,12,2,10,20,50.0,10,12,1,11,6,29,2,0,Matches
fe0b8f0e,Emmanuel Agyemang-Badu,gh GHA,MF,Hellas Verona,28,1990,2.6,1,1,0,1,0,1,2,50.0,1,2,2,0,1,2,6,0,Matches
246d153b,Ola Aina,ng NGA,DF,Torino,22,1996,23.1,45,24,23,18,4,17,37,45.9,20,24,6,18,41,86,61,0,Matches
5294a83f,Luis Alberto,es ESP,MF,Lazio,26,1992,34.6,50,30,21,19,10,27,82,32.9,55,32,1,31,21,71,9,1,Matches
95adf1e1,Enrico Alfonso,it ITA,GK,Brescia,31,1988,3.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
cc700722,Allan,br BRA,MF,Napoli,28,1991,14.2,50,27,20,21,9,18,54,33.3,36,19,3,16,16,66,11,1,Matches
585a73a8,Bruno Alves,pt POR,DF,Parma,37,1981,29.7,17,11,12,5,0,8,13,61.5,5,30,21,9,25,42,150,2,Matches
5a2cb25d,Sofyan Amrabat,ma MAR,MF,Hellas Verona,22,1996,32.4,58,36,26,21,11,26,55,47.3,29,29,10,19,31,89,15,1,Matches
ca241ad3,Djavan Anderson,nl NED,"FW,DF",Lazio,24,1995,1.9,0,0,0,0,0,0,0,,0,1,0,1,3,3,3,0,Matches
fe471a89,Lorenzo Andrenacci,it ITA,GK,Brescia,24,1995,5.9,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0,Matches
df525574,Peter Ankersen,dk DEN,DF,Genoa,28,1990,11.8,16,4,7,7,2,4,13,30.8,9,19,5,14,9,25,25,1,Matches
bbafc0c4,Cristian Ansaldi,ar ARG,"DF,MF",Torino,32,1986,19.6,37,25,24,7,6,19,34,55.9,15,23,3,20,14,51,20,4,Matches
91976866,Mirko Antonucci,it ITA,"FW,MF",Roma,20,1999,0.9,4,3,1,0,3,3,3,100.0,0,2,0,2,2,6,1,0,Matches
2b15a82a,Guilherme Arana,br BRA,DF,Atalanta,22,1997,0.9,4,4,1,3,0,3,5,60.0,2,0,0,0,2,6,0,0,Matches
2f7407fa,Nicolò Armini,it ITA,DF,Lazio,18,2001,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
089550f5,Kwadwo Asamoah,gh GHA,"DF,FW",Inter,30,1988,7.1,10,8,4,5,1,6,14,42.9,8,8,1,7,9,19,13,0,Matches
a69cc629,Kristoffer Askildsen,no NOR,MF,Sampdoria,18,2001,0.8,1,1,1,0,0,0,0,,0,1,0,1,1,2,0,0,Matches
649b01d8,Emil Audero,it ITA,GK,Sampdoria,22,1997,36.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,21,1,Matches
3cd3b384,Tommaso Augello,it ITA,DF,Sampdoria,24,1994,12.6,14,9,6,3,5,5,7,71.4,2,8,0,8,15,29,21,1,Matches
718b8afd,Florian Ayé,fr FRA,"FW,MF",Brescia,22,1997,15.3,17,9,9,5,3,6,13,46.2,7,17,2,15,4,21,18,1,Matches
422ec08a,Khouma Babacar,sn SEN,FW,Lecce,26,1993,15.8,12,8,2,6,4,1,7,14.3,6,12,3,9,3,15,34,0,Matches
e8c930bb,Milan Badelj,hr CRO,MF,Fiorentina,30,1989,17.6,29,17,10,16,3,15,50,30.0,35,21,3,18,45,74,34,1,Matches
8cb494c9,Marco Ballarini,it ITA,MF,Udinese,18,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
8ff07990,Mario Balotelli,it ITA,FW,Brescia,28,1990,15.6,2,2,0,2,0,0,2,0.0,2,1,1,0,8,10,22,0,Matches
0821331c,Mattia Bani,it ITA,DF,Bologna,25,1993,24.5,47,28,27,19,1,25,36,69.4,11,29,15,14,52,99,92,2,Matches
01efac19,Antonín Barák,cz CZE,"MF,FW",Udinese,24,1994,2.2,5,4,3,0,2,1,5,20.0,4,6,1,5,0,5,4,0,Matches
01efac19,Antonín Barák,cz CZE,MF,Lecce,24,1994,15.2,19,10,9,10,0,6,24,25.0,18,18,1,17,9,28,20,2,Matches
6928979a,Nicolò Barella,it ITA,MF,Inter,22,1997,22.4,36,21,14,15,7,8,37,21.6,29,20,5,15,14,50,14,0,Matches
a64cbd35,Antonino Barillà,it ITA,MF,Parma,31,1988,18.8,43,31,22,19,2,16,45,35.6,29,26,8,18,17,60,32,0,Matches
6a189491,Antonio Barreca,it ITA,"DF,FW",Genoa,24,1995,12.2,10,7,5,3,2,4,5,80.0,1,12,7,5,1,11,22,0,Matches
