id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
42ec696a,Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,31,1986,6,6,540,6.0,9,1.50,31,22,74.2,2,2,2,2,33.3,1,1,0,0,0.0,Matches
314c2af0,Stephan Andersen,dk DEN,GK,dk FC Copenhagen,35,1981,2,2,180,2.0,2,1.00,9,7,77.8,0,1,1,0,0.0,0,0,0,0,,Matches
d3149135,Giannis Anestis,gr GRE,GK,gr AEK Athens,26,1991,5,5,450,5.0,5,1.00,19,14,73.7,1,4,0,2,40.0,0,0,0,0,,Matches
9f0ea33f,Sergio Asenjo,es ESP,GK,es Villarreal,28,1989,2,2,180,2.0,4,2.00,14,10,71.4,0,0,2,0,0.0,0,0,0,0,,Matches
6e905b8d,Volkan Babacan,tr TUR,GK,tr Başakşehir,28,1988,2,2,180,2.0,2,1.00,5,3,60.0,0,1,1,1,50.0,0,0,0,0,,Matches
f7b10c66,David von Ballmoos,ch SUI,GK,ch Young Boys,22,1994,5,5,450,5.0,7,1.40,19,12,63.2,0,3,2,0,0.0,0,0,0,0,,Matches
aad4f74f,Mariano Barbosa,ar ARG,GK,es Villarreal,33,1984,6,6,540,6.0,6,1.00,24,18,75.0,3,2,1,2,33.3,0,0,0,0,,Matches
c2e41cfb,Vasilios Barkas,gr GRE,GK,gr AEK Athens,23,1994,2,2,180,2.0,1,0.50,4,3,75.0,0,2,0,1,50.0,0,0,0,0,,Matches
47064058,Oliver Baumann,de GER,GK,de Hoffenheim,27,1990,5,5,450,5.0,9,1.80,21,12,57.1,1,1,3,0,0.0,0,0,0,0,,Matches
8a2248b4,Walter Benítez,ar ARG,GK,fr Nice,24,1993,4,4,360,4.0,6,1.50,16,11,68.8,1,0,3,0,0.0,1,1,0,0,0.0,Matches
ee833569,Etrit Berisha,al ALB,GK,it Atalanta,28,1989,8,8,720,8.0,8,1.00,32,24,75.0,4,3,1,2,25.0,0,0,0,0,,Matches
5e8936be,Milan Borjan,ca CAN,GK,rs Red Star,29,1987,8,8,720,8.0,3,0.37,31,28,90.3,2,4,2,5,62.5,0,0,0,0,,Matches
e66a1ad7,Louis Bostyn,be BEL,GK,be Zulte Waregem,23,1993,4,4,360,4.0,6,1.50,15,9,66.7,2,1,1,1,25.0,1,1,0,0,0.0,Matches
1e064bfb,Denys Boyko,ua UKR,GK,ua Dynamo Kyiv,29,1988,4,4,360,4.0,5,1.25,20,15,75.0,0,3,1,1,25.0,0,0,0,0,,Matches
6503ae16,Jorge Broun,ar ARG,GK,bg Ludogorets,31,1986,4,4,360,4.0,3,0.75,13,10,76.9,1,2,1,1,25.0,0,0,0,0,,Matches
9d12e142,Roman Bürki,ch SUI,GK,de Dortmund,26,1990,4,4,360,4.0,5,1.25,15,10,73.3,1,2,1,1,25.0,1,1,0,0,0.0,Matches
eb2b33aa,Heorhiy Bushchan,ua UKR,GK,ua Dynamo Kyiv,23,1994,3,3,270,3.0,4,1.33,16,12,75.0,2,0,1,1,33.3,,,,,,Matches
950ff24d,Yoan Cardinale,fr FRA,GK,fr Nice,23,1994,4,4,360,4.0,5,1.25,21,16,76.2,2,0,2,1,25.0,0,0,0,0,,Matches
71672fa0,Petr Čech,cz CZE,GK,eng Arsenal,35,1982,3,3,270,3.0,3,1.00,12,9,75.0,2,1,0,1,33.3,0,0,0,0,,Matches
31e3ab68,David Da Costa,ch SUI,GK,ch Lugano,31,1986,5,5,450,5.0,11,2.20,23,11,56.5,2,0,3,0,0.0,2,1,1,0,50.0,Matches
a4bd9edd,Antonio Donnarumma,it ITA,GK,it Milan,27,1990,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
08f5afaa,Gianluigi Donnarumma,it ITA,GK,it Milan,18,1999,8,8,720,8.0,9,1.13,29,20,75.9,4,2,2,3,37.5,2,2,0,0,0.0,Matches
6bfaecc4,Renan dos Santos,br BRA,GK,bg Ludogorets,28,1989,4,4,360,4.0,6,1.50,24,18,79.2,1,1,2,1,25.0,1,1,0,0,0.0,Matches
4841ba80,Stanislav Dostál,cz CZE,GK,cz Fastav Zlín,26,1991,3,3,270,3.0,6,2.00,14,8,64.3,0,1,2,1,33.3,1,1,0,0,0.0,Matches
