id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
b3de00a7,Stanislav Agkatsev,ru RUS,GK,ru Krasnodar,18,2002,1,1,90,1.0,1,1.00,5,4,80.0,0,0,1,0,0.0,0,0,0,0,,Matches
42ec696a,Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,34,1986,6,6,540,6.0,8,1.33,25,17,72.0,0,3,3,2,33.3,1,1,0,0,0.0,Matches
8fa8f8d2,Rúnar Alex Rúnarsson,is ISL,GK,eng Arsenal,25,1995,4,4,360,4.0,3,0.75,7,4,57.1,4,0,0,2,50.0,0,0,0,0,,Matches
011d8c56,Miguel Ángel Moyá,es ESP,GK,es Real Sociedad,36,1984,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
9f0ea33f,Sergio Asenjo,es ESP,GK,es Villarreal,31,1989,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
55b93ae0,Giorgos Athanasiadis,gr GRE,GK,gr AEK Athens,27,1993,1,1,90,1.0,3,3.00,4,1,50.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches
56901a62,Scott Bain,sct SCO,GK,sct Celtic,28,1991,3,3,270,3.0,10,3.33,21,10,52.4,0,1,2,0,0.0,1,0,1,0,100.0,Matches
60a6fe9c,Cristian Bălgrădean,ro ROU,GK,ro CFR Cluj,32,1988,6,6,539,6.0,8,1.34,23,16,69.6,1,2,3,2,33.3,1,1,0,0,0.0,Matches
f7b10c66,David von Ballmoos,ch SUI,GK,ch Young Boys,25,1994,8,8,720,8.0,10,1.25,37,27,73.0,5,1,2,3,37.5,0,0,0,0,,Matches
c2e41cfb,Vasilios Barkas,gr GRE,GK,sct Celtic,26,1994,2,2,180,2.0,7,3.50,9,2,22.2,0,0,2,0,0.0,0,0,0,0,,Matches
47064058,Oliver Baumann,de GER,GK,de Hoffenheim,30,1990,7,7,630,7.0,6,0.86,14,7,57.1,4,2,1,4,57.1,1,0,1,0,100.0,Matches
93b95f72,Filip Bednarek,pl POL,GK,pl Lech Poznań,27,1992,6,6,540,6.0,14,2.33,30,16,56.7,1,0,5,0,0.0,1,1,0,0,0.0,Matches
6ca0b04a,Alireza Beiranvand,ir IRN,GK,be Antwerp,27,1992,2,2,166,1.8,4,2.17,13,9,76.9,0,0,2,0,0.0,1,1,0,0,0.0,Matches
8a2248b4,Walter Benítez,ar ARG,GK,fr Nice,27,1993,5,5,450,5.0,15,3.00,29,14,48.3,1,0,4,1,20.0,0,0,0,0,,Matches
53d93280,Justin Bijlow,nl NED,GK,nl Feyenoord,22,1998,3,3,270,3.0,5,1.67,12,8,83.3,1,1,1,1,33.3,3,3,0,0,0.0,Matches
3d214e5f,Marco Bizot,nl NED,GK,nl AZ Alkmaar,29,1991,6,6,540,6.0,5,0.83,23,18,78.3,2,2,2,2,33.3,0,0,0,0,,Matches
79c536d7,Arnaud Bodart,be BEL,GK,be Standard Liège,22,1998,6,6,540,6.0,14,2.33,32,18,71.9,1,1,4,0,0.0,5,5,0,0,0.0,Matches
b4a98bb4,Pietro Boer,it ITA,GK,it Roma,18,2002,1,1,90,1.0,3,3.00,3,0,0.0,0,0,1,0,0.0,0,0,0,0,,Matches
