id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
5f09991f,Patrick van Aanholt,nl NED,DF,Crystal Palace,28,1990,29,29,2507,27.9,3,2,5,2,1,1,0,0,2.1,1.3,3.7,5.1,60,143,89,0.11,0.07,0.18,0.07,0.14,0.08,0.13,0.21,0.05,0.18,Matches
774cf58b,Max Aarons,eng ENG,DF,Norwich City,19,2000,36,36,3240,36.0,0,1,1,0,0,0,7,0,0.6,0.6,3.9,4.5,92,78,151,0.00,0.03,0.03,0.00,0.03,0.02,0.11,0.12,0.02,0.12,Matches
f586779e,Tammy Abraham,eng ENG,FW,Chelsea,21,1997,34,25,2215,24.6,15,3,18,15,0,0,2,0,16.4,16.4,2.7,19.0,31,34,134,0.61,0.12,0.73,0.61,0.73,0.67,0.11,0.77,0.67,0.77,Matches
f2bf1b0f,Che Adams,sct SCO,FW,Southampton,23,1996,30,12,1111,12.3,4,2,6,4,0,0,0,0,5.3,5.3,1.7,7.0,20,16,87,0.32,0.16,0.49,0.32,0.49,0.43,0.14,0.57,0.43,0.57,Matches
f76e6b4e,Adrián,es ESP,GK,Liverpool,32,1987,11,9,875,9.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
4d034881,Sergio Agüero,ar ARG,FW,Manchester City,31,1988,24,18,1452,16.1,16,3,19,14,2,3,1,0,14.5,12.1,2.3,14.4,35,34,105,0.99,0.19,1.18,0.87,1.05,0.90,0.14,1.04,0.75,0.89,Matches
2b1c4abd,Albian Ajeti,ch SUI,FW,West Ham,22,1997,9,0,139,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0,0,10,0.00,0.00,0.00,0.00,0.00,0.11,0.05,0.16,0.11,0.16,Matches
eaeca114,Nathan Aké,nl NED,DF,Bournemouth,24,1995,29,29,2503,27.8,2,2,4,2,0,0,2,0,3.0,3.0,2.2,5.1,12,81,7,0.07,0.07,0.14,0.07,0.14,0.11,0.08,0.18,0.11,0.18,Matches
b827d5b3,Marc Albrighton,eng ENG,"MF,DF",Leicester City,29,1989,20,9,867,9.6,0,3,3,0,0,0,2,0,0.4,0.4,2.2,2.6,20,45,94,0.00,0.31,0.31,0.00,0.31,0.04,0.22,0.27,0.04,0.27,Matches
f7d50789,Toby Alderweireld,be BEL,DF,Tottenham,30,1989,33,33,2957,32.9,2,2,4,2,0,0,7,0,0.7,0.7,1.3,2.1,11,96,10,0.06,0.06,0.12,0.06,0.12,0.02,0.04,0.06,0.02,0.06,Matches
