id,MP,Min,90s,Starts,Compl,Subs,unSub,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
005ca692,1,45,0,0,0,1,1,1,2,-1,0.7,0.8,-0.1,0,0,0,0
00672021,2,180,2,2,2,0,0,3,6,-3,2.3,4.6,-2.3,0,0,0,0
0076ab7f,5,430,4,5,4,0,2,9,2,7,6.0,5.6,0.4,0,0,0,0
00bc97e8,3,132,1,1,1,2,3,3,4,-1,2.6,1.7,0.9,0,0,0,0
00f36fae,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,0
01834aa0,4,287,3,4,2,0,1,2,2,0,2.7,3.2,-0.5,0,0,0,0
023efc8b,5,314,3,4,2,1,0,2,6,-4,2.5,3.3,-0.8,0,0,0,0
02ce2030,9,810,9,9,9,0,0,11,9,2,13.5,10.3,3.2,0,0,0,0
02df3a4b,6,509,5,6,5,0,2,6,4,2,5.7,6.4,-0.8,0,0,0,0
0331786b,1,90,1,1,1,0,1,0,1,-1,0.2,0.2,0.1,0,0,0,0
0366fc78,5,385,4,5,2,0,0,8,7,1,5.4,4.4,0.9,0,0,0,0
0375723e,1,90,1,1,1,0,2,2,0,2,3.3,0.7,2.6,0,0,0,0
03df04ff,6,570,6,6,6,0,0,9,6,3,8.0,6.0,2.0,570,6,6,6
0474bdc2,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
04965583,3,231,2,3,2,0,1,9,2,7,5.3,2.6,2.7,0,0,0,0
04ac779b,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,0
04da2b40,3,230,2,3,1,0,0,1,8,-7,3.1,3.1,0.0,0,0,0,0
0538066d,4,360,4,4,4,0,1,5,4,1,2.8,3.2,-0.4,360,4,4,4
0562b7f1,8,551,6,6,3,2,0,5,9,-4,5.6,10.1,-4.5,0,0,0,0
059a0231,2,162,1,2,0,0,2,0,1,-1,1.8,1.9,-0.1,0,0,0,0
05a6c38b,1,90,1,1,1,0,5,0,1,-1,1.1,2.0,-1.0,0,0,0,0
05e19d6a,3,201,2,2,2,1,1,2,4,-2,2.7,4.7,-2.0,0,0,0,0
0630eb63,4,228,2,2,2,2,2,2,7,-5,2.3,5.4,-3.2,0,0,0,0
0638becf,4,119,1,1,0,3,1,1,3,-2,2.0,2.0,0.0,0,0,0,0
06972405,1,5,0,0,0,1,4,0,0,0,0.0,0.0,0.0,0,0,0,0
06b2765c,4,178,2,1,0,3,1,1,2,-1,2.8,3.2,-0.4,0,0,0,0
06e5b0e4,8,719,8,8,7,0,0,8,11,-3,7.4,12.8,-5.4,0,0,0,0
06fee814,2,95,1,1,1,1,1,0,0,0,1.2,0.7,0.5,0,0,0,0
070ec0b1,3,262,2,3,2,0,1,6,5,1,4.3,4.4,-0.1,0,0,0,0
07ab6542,1,7,0,0,0,1,0,0,1,-1,0.4,0.6,-0.2,0,0,0,0
07abb358,1,35,0,0,0,1,1,0,1,-1,1.1,0.6,0.4,0,0,0,0
07f8bcc8,5,161,1,1,1,4,1,2,3,-1,2.8,4.8,-2.0,0,0,0,0
080440a4,7,660,7,7,7,0,0,11,9,2,11.9,8.3,3.6,0,0,0,0
08593525,10,884,9,10,9,0,0,25,12,13,21.7,10.9,10.9,0,0,0,0
086d7db3,4,360,4,4,4,0,1,2,5,-3,2.8,4.7,-1.9,0,0,0,0
088e6424,6,540,6,6,6,0,0,6,8,-2,6.8,7.5,-0.8,540,6,6,6
089550f5,3,270,3,3,3,0,0,5,0,5,5.2,3.0,2.2,0,0,0,0
08990838,6,335,3,4,3,2,0,2,2,0,2.6,2.5,0.1,0,0,0,0
08a2c314,1,90,1,1,1,0,3,1,1,0,1.0,1.0,-0.1,90,1,1,1
08d37c53,4,81,0,0,0,4,2,1,1,0,1.9,2.1,-0.2,0,0,0,0
08f5afaa,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,0,0
08fe932d,4,275,3,4,2,0,2,3,2,1,2.3,3.2,-0.9,0,0,0,0
0990f2fb,6,466,5,5,5,1,0,5,9,-4,5.5,7.2,-1.8,0,0,0,0
09a9e921,7,380,4,4,3,3,2,5,5,0,4.3,4.7,-0.4,0,0,0,0
0a0cc13c,6,322,3,4,0,2,2,5,1,4,6.0,3.8,2.2,0,0,0,0
0a16eb36,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
0a215326,4,360,4,4,4,0,0,7,8,-1,6.0,4.7,1.3,0,0,0,0
0a447501,5,342,3,4,2,1,1,7,1,6,6.8,2.9,3.9,0,0,0,0
0a6dbbf7,2,180,2,2,2,0,0,2,5,-3,2.6,3.4,-0.8,0,0,0,0
0a86fd8b,1,90,1,1,1,0,7,1,2,-1,3.0,0.8,2.2,90,1,1,1
0ac94a23,4,195,2,2,1,2,2,5,1,4,3.8,0.9,2.9,0,0,0,0
0ad69fd0,4,75,0,1,0,3,0,1,2,-1,1.0,0.9,0.1,0,0,0,0
0b5a292a,4,290,3,3,3,1,0,4,5,-1,4.5,5.7,-1.2,0,0,0,0
0b90bb97,6,300,3,3,2,3,1,3,3,0,5.0,4.1,0.8,0,0,0,0
0be28faf,5,329,3,3,3,2,0,2,5,-3,4.3,5.0,-0.7,0,0,0,0
0be3255b,10,900,10,10,10,0,0,25,12,13,22.0,11.0,11.1,900,10,10,10
0be95d34,4,150,1,2,0,2,6,3,3,0,3.0,1.3,1.7,0,0,0,0
0c09c984,7,465,5,5,4,2,1,6,6,0,4.8,8.5,-3.7,0,0,0,0
0d0b9900,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0
0d10333c,4,261,2,2,2,2,0,4,2,2,3.0,3.2,-0.2,0,0,0,0
0dad7403,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
0e100630,1,72,0,1,0,0,0,1,2,-1,0.7,1.6,-0.8,0,0,0,0
0e21fc3c,4,269,3,3,1,1,0,3,1,2,4.6,3.9,0.6,0,0,0,0
0e4fef6e,3,186,2,2,2,1,2,6,2,4,3.8,3.2,0.6,0,0,0,0
0e7ccfc4,3,245,2,3,2,0,1,6,3,3,4.0,3.3,0.7,0,0,0,0
0e9179e7,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
0eb03d5b,1,90,1,1,1,0,5,1,1,0,2.3,1.2,1.1,0,0,0,0
0eeafda5,1,30,0,0,0,1,2,0,2,-2,0.2,0.9,-0.7,0,0,0,0
0ef05b3e,1,90,1,1,1,0,5,0,0,0,0.4,0.3,0.1,90,1,1,1
0efacb06,6,435,4,6,1,0,0,4,7,-3,5.5,5.7,-0.2,0,0,0,0
0f276764,2,180,2,2,2,0,3,2,6,-4,2.1,3.4,-1.3,180,2,2,2
0f5e0b8a,1,17,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0
0fbecd11,5,442,4,5,4,0,2,13,7,6,7.6,5.2,2.5,0,0,0,0
1001ae82,1,16,0,0,0,1,2,0,0,0,0.3,0.0,0.3,0,0,0,0
10549b49,4,240,2,3,0,1,0,4,6,-2,4.4,2.1,2.2,0,0,0,0
10b9fa99,3,130,1,1,1,2,3,4,2,2,2.4,0.7,1.7,0,0,0,0
110a95ca,8,720,8,8,8,0,0,10,12,-2,7.8,13.0,-5.2,720,8,8,8
114b510e,3,270,3,3,3,0,3,6,4,2,6.8,4.0,2.8,0,0,0,0
115b7ab9,1,10,0,0,0,1,1,0,0,0,0.0,0.2,-0.2,0,0,0,0
11c0fa9d,2,155,1,2,1,0,0,2,3,-1,2.3,2.4,-0.1,0,0,0,0
120c594d,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
121101a4,4,237,2,2,2,2,5,6,2,4,6.6,2.3,4.4,0,0,0,0
1232e1dc,2,180,2,2,2,0,3,4,4,0,3.9,3.2,0.7,0,0,0,0
125275ae,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,0
1295552e,7,567,6,6,6,1,1,6,11,-5,6.0,9.4,-3.3,0,0,0,0
129af0db,4,229,2,3,1,1,1,4,1,3,6.7,0.8,5.9,0,0,0,0
12c50af5,2,30,0,0,0,2,3,0,0,0,0.1,0.0,0.0,0,0,0,0
130a7a3f,4,322,3,4,2,0,0,3,6,-3,6.2,5.3,0.9,0,0,0,0
1321d6f0,7,585,6,7,6,0,0,6,11,-5,5.3,10.4,-5.0,0,0,0,0
133faa84,2,180,2,2,2,0,0,1,2,-1,1.1,3.2,-2.1,0,0,0,0
1381e699,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,0
13a78e01,6,540,6,6,6,0,0,7,7,0,7.5,6.9,0.6,0,0,0,0
