,id,MP,Min,90s,Starts,Compl,Subs,unSub,PPM,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
0,0027c6cc,8,720,8,8,8,0,0,1,6,10,-4,8.9,8.7,0.2,90,1,1,1
1,005ca692,4,284,3,3,3,1,0,1,3,5,-2,4.2,5.9,-1.8,540,6,6,6
2,00672021,4,314,3,4,1,0,0,1,3,4,-1,4.3,5.2,-0.9,360,4,4,4
3,00ddb7f7,4,300,3,4,1,0,0,0,3,8,-5,4.2,7.7,-3.5,90,1,1,1
4,00eba9c9,3,210,2,3,0,0,0,1,1,7,-6,2.2,5.4,-3.3,90,1,1,1
5,00f0482f,1,15,0,0,0,1,3,1,0,0,0,0.0,0.0,0.0,90,1,1,1
6,0107757e,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,270,3,3,3
7,011d8c56,1,90,1,1,1,0,4,3,1,0,1,4.5,0.2,4.3,539,6,6,6
8,0127419a,6,358,4,5,0,1,4,2,10,3,7,7.5,3.9,3.6,720,8,8,8
9,0193a8bf,8,548,6,7,0,1,2,1,8,8,0,6.4,7.7,-1.3,180,2,2,2
10,01ccefab,6,429,4,5,2,1,0,2,5,4,1,8.9,5.3,3.6,630,7,7,7
11,02a496ff,5,395,4,5,3,0,0,1,6,12,-6,0.0,0.0,0.0,540,6,6,6
12,02ce2030,6,476,5,6,4,0,0,0,4,7,-3,8.2,8.6,-0.4,166,2,2,1
13,02d2c436,8,637,7,7,7,1,0,1,5,10,-5,7.6,8.5,-0.8,450,5,5,5
14,02e63f80,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,270,3,3,3
15,02fbc447,1,90,1,1,1,0,5,3,3,1,2,3.8,0.5,3.3,540,6,6,6
16,032f894e,4,287,3,3,2,1,1,1,11,5,6,4.8,5.2,-0.4,540,6,6,6
17,0362c29e,5,366,4,4,4,1,0,1,5,9,-4,8.4,6.4,2.0,90,1,1,1
18,03df04ff,4,360,4,4,4,0,3,2,14,5,9,9.0,4.7,4.3,180,2,2,2
19,03f946ed,6,296,3,3,0,3,0,1,5,2,3,7.6,3.1,4.6,720,8,8,8
20,042d286e,6,278,3,3,0,3,0,0,2,4,-2,4.7,3.9,0.8,540,6,6,6
21,0436e57f,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,360,4,4,4
22,049a888d,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,450,5,5,5
23,04df29a5,3,104,1,1,0,2,2,2,1,1,0,0.6,1.3,-0.6,90,1,1,1
24,0511d050,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,90,1,1,1
25,05160902,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,720,8,8,8
26,0557ff4f,1,66,0,1,0,0,2,0,2,3,-1,1.0,2.0,-1.1,104,2,1,1
27,0562b7f1,4,277,3,3,1,1,1,1,4,12,-8,3.6,6.7,-3.1,720,8,8,8
28,0578b238,5,450,5,5,5,0,1,1,6,13,-7,4.4,10.1,-5.7,90,1,1,1
29,05bffdb1,4,360,4,4,4,0,2,1,9,7,2,6.0,9.5,-3.5,540,6,6,6
30,05ccb628,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,180,2,2,2
31,05e19d6a,8,509,5,6,4,2,2,1,7,8,-1,6.3,7.3,-1.0,360,4,4,4
32,0658de43,3,82,0,0,0,3,2,0,0,2,-2,0.9,1.7,-0.7,480,5,5,5
33,0670ee51,2,91,1,1,1,1,0,0,0,2,-2,1.0,2.0,-1.1,90,1,1,1
34,068f4dec,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,531,6,6,5
35,06a10001,6,523,5,6,5,0,0,2,11,12,-1,8.2,10.4,-2.1,90,1,1,1
36,06eae126,4,296,3,4,0,0,0,1,4,4,0,0.0,0.0,0.0,90,1,1,1
37,070ec0b1,1,80,0,1,0,0,3,3,4,1,3,1.0,0.4,0.6,270,3,3,3
38,07a821e4,2,76,0,1,0,1,0,0,1,1,0,1.9,0.4,1.5,360,4,4,4
39,08593525,6,337,3,3,1,3,1,2,13,3,10,10.7,3.9,6.8,450,5,5,5
40,0880e10b,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,450,5,5,5
41,08f5afaa,8,720,8,8,8,0,0,1,12,12,0,10.0,9.6,0.4,90,1,1,1
42,091d7464,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,540,6,6,6
43,0975f493,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,1054,12,12,11
44,0990f2fb,6,540,6,6,6,0,0,1,8,7,1,5.9,8.4,-2.6,180,2,2,2
45,09a9e921,9,490,5,7,0,2,4,2,11,5,6,7.9,3.5,4.4,360,4,4,4
46,0a3d6d2b,2,180,2,2,2,0,0,0,3,5,-2,6.3,2.7,3.6,900,10,10,10
47,0a6dbbf7,2,180,2,2,2,0,0,0,1,2,-1,1.8,1.4,0.4,450,5,5,5
48,0a8d6b91,2,109,1,1,1,1,4,0,0,1,-1,1.1,1.1,-0.1,900,10,10,10
49,0ac893aa,6,539,6,6,5,0,0,1,4,10,-6,4.9,9.1,-4.2,1020,11,11,11
50,0acf0e1c,1,6,0,0,0,1,5,0,0,1,-1,0.0,0.4,-0.4,390,4,4,4
51,0aeeed3f,9,725,8,9,3,0,0,1,12,11,1,11.0,11.8,-0.8,270,3,3,3
52,0b0f256d,1,62,0,1,0,0,0,0,1,3,-2,1.5,1.9,-0.3,1017,12,12,11
53,0b221abd,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,720,8,8,8
54,0b5a292a,6,397,4,4,2,2,2,1,4,3,1,6.1,5.7,0.4,270,3,3,3
55,0be28faf,5,343,3,5,0,0,1,1,5,11,-6,3.2,6.2,-2.9,540,6,6,6
56,0be3255b,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,90,1,1,1
57,0bf123b6,1,90,1,1,1,0,3,0,0,2,-2,0.2,1.2,-1.0,810,9,9,9
58,0bf3c11c,4,105,1,1,0,3,2,1,3,4,-1,1.4,1.8,-0.4,90,1,1,1
59,0c3057a9,6,442,4,5,1,1,0,1,6,10,-4,6.3,8.2,-1.9,450,5,5,5
60,0c38886e,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,180,2,2,2
61,0c5c94d0,5,127,1,1,0,4,1,0,3,2,1,1.1,1.9,-0.8,153,2,1,1
62,0c81fbf1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,720,8,8,8
63,0cb29e91,8,428,4,4,2,4,0,1,3,3,0,4.4,7.3,-2.8,540,6,6,6
64,0cd0e21b,5,237,2,3,1,2,0,0,6,8,-2,4.6,6.7,-2.2,360,4,4,4
65,0d10333c,7,399,4,4,3,3,1,1,13,6,7,9.9,5.1,4.8,270,3,3,3
66,0d267745,6,468,5,6,5,0,1,1,15,6,9,9.5,5.5,3.9,270,3,3,3
67,0d48a5bb,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,90,1,1,1
68,0d4fd3a0,4,317,3,4,1,0,2,1,6,7,-1,2.9,7.1,-4.2,90,1,1,1
69,0d72fbca,9,170,1,0,0,9,1,1,4,2,2,3.9,2.6,1.4,90,1,1,1
70,0d901d79,1,14,0,0,0,1,1,3,1,1,0,0.3,0.1,0.3,630,7,7,7
71,0db169ae,8,539,6,5,4,3,2,2,13,7,6,7.6,6.5,1.2,270,3,3,3
72,0e5753c7,2,180,2,2,2,0,0,3,5,2,3,3.2,1.3,1.8,450,5,5,5
73,0e96a5e1,1,33,0,0,0,1,1,3,2,1,1,1.7,1.0,0.7,1200,13,13,13
74,0eb8ee41,10,602,6,7,2,3,2,1,8,10,-2,6.0,9.4,-3.3,360,4,4,4
75,0eeafda5,1,90,1,1,1,0,5,0,1,3,-2,0.4,2.5,-2.1,180,2,2,2
76,0f888175,6,372,4,4,3,2,0,1,10,7,3,6.7,9.4,-2.7,450,5,5,5
77,0fbb73c2,5,292,3,3,2,2,1,0,6,9,-3,5.3,7.6,-2.3,540,6,6,6
78,1013b476,2,180,2,2,2,0,1,0,1,5,-4,2.2,4.0,-1.7,1,1,0,0
79,10161491,1,90,1,1,1,0,4,3,3,2,1,1.3,1.5,-0.1,90,1,1,1
80,108fe016,4,141,1,1,1,3,0,1,3,2,1,2.5,2.4,0.0,540,6,6,6
81,10a37dd4,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,540,6,6,6
82,112c495e,4,295,3,3,2,1,0,1,5,3,2,3.7,4.2,-0.6,360,4,4,4
83,1148323a,0,0,0,0,0,0,8,0,0,0,0,0.0,0.0,0.0,990,11,11,11
84,11a1a615,3,225,2,2,2,1,3,2,3,4,-1,1.6,4.4,-2.8,180,2,2,2
85,11b4f41a,4,155,1,2,0,2,1,1,3,7,-4,2.8,4.6,-1.8,450,5,5,5
86,11b9265b,4,46,0,0,0,4,2,2,0,0,0,0.3,0.3,0.1,90,1,1,1
87,11c0fa9d,3,260,2,3,2,0,1,1,2,3,-1,2.0,3.9,-1.9,180,2,2,2
88,11c7fa75,2,180,2,2,2,0,8,0,0,5,-5,1.1,6.5,-5.4,180,2,2,2
89,11f5df14,4,360,4,4,4,0,1,2,4,8,-4,4.2,6.8,-2.6,360,4,4,4
90,11fe125e,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,450,5,5,5
91,121101a4,6,179,2,2,0,4,5,2,3,1,2,3.3,3.2,0.2,26,1,0,0
92,123dd5e2,9,337,3,2,1,7,0,1,9,5,4,9.1,5.1,3.9,180,2,2,2
