id,MP,Min,90s,Starts,Compl,Subs,unSub,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
0076ab7f,3,241,2,2,1,1,1,1,1,0,2.9,3.8,-0.9,0,0,0,0
01204d46,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,0
01226327,4,246,2,3,2,1,2,5,7,-2,3.0,4.7,-1.7,0,0,0,0
0127419a,5,290,3,3,0,2,0,6,1,5,5.5,3.2,2.3,0,0,0,0
01ccefab,1,22,0,0,0,1,2,0,0,0,0.3,0.0,0.3,0,0,0,0
01da7812,5,385,4,4,4,1,0,4,9,-5,3.5,7.7,-4.1,0,0,0,0
01f41161,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,0
02caf6e0,6,315,3,4,2,2,0,3,1,2,6.0,3.4,2.6,0,0,0,0
0331786b,3,34,0,0,0,3,3,0,0,0,0.7,0.9,-0.1,0,0,0,0
0362c29e,4,282,3,3,3,1,1,2,7,-5,3.6,6.8,-3.2,0,0,0,0
038bbb55,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,0,0
03b6afa9,6,469,5,5,5,1,0,6,7,-1,10.1,6.8,3.4,0,0,0,0
03f946ed,7,342,3,4,2,3,1,13,5,8,10.0,5.1,5.0,0,0,0,0
046a255f,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,0,0
048a1cbc,1,90,1,1,1,0,1,2,4,-2,1.5,2.1,-0.6,0,0,0,0
04e17fd5,4,219,2,2,0,2,0,1,1,0,2.8,2.7,0.1,0,0,0,0
056269d7,2,140,1,2,0,0,4,1,3,-2,3.4,2.0,1.5,0,0,0,0
05bffdb1,6,540,6,6,6,0,0,4,9,-5,4.7,12.1,-7.4,540,6,6,6
05d548d8,2,180,2,2,2,0,0,4,6,-2,5.1,3.8,1.4,0,0,0,0
0683f364,5,357,4,4,1,1,0,2,8,-6,3.8,7.7,-3.9,0,0,0,0
068f4dec,4,90,1,0,0,4,2,1,0,1,1.7,0.3,1.5,0,0,0,0
