id,MP,Min,90s,Starts,Compl,Subs,unSub,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
27d902c8,1,90,1,1,1,0,12,0,0,0,0.6,0.3,0.4,90,1,1,1
27f0fcda,6,503,5,6,3,0,0,3,1,2,7.0,4.5,2.5,0,0,0,0
27ff9bdb,1,44,0,0,0,1,1,0,1,-1,0.3,0.8,-0.5,0,0,0,0
281659b5,4,352,3,4,3,0,0,6,8,-2,4.9,8.5,-3.6,0,0,0,0
283699b4,5,352,3,4,3,1,1,3,6,-3,4.0,5.3,-1.3,0,0,0,0
28aeafaa,6,456,5,5,4,1,0,1,19,-18,2.5,15.7,-13.2,0,0,0,0
28baf8f6,3,106,1,1,0,2,3,1,3,-2,1.0,2.0,-0.9,0,0,0,0
28c2d647,6,506,5,6,3,0,0,1,19,-18,3.1,16.6,-13.5,0,0,0,0
28d596a0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,0,0
29102874,5,480,5,5,5,0,4,11,9,2,6.9,8.1,-1.2,0,0,0,0
293211e1,10,801,8,9,7,1,0,13,12,1,13.9,12.4,1.5,0,0,0,0
2973d8ff,4,331,3,4,3,0,0,4,5,-1,4.3,6.3,-1.9,0,0,0,0
29aee77c,1,82,0,1,0,0,0,2,0,2,1.3,0.6,0.7,0,0,0,0
29ef0f49,5,409,4,5,3,0,0,6,13,-7,5.5,9.2,-3.7,0,0,0,0
29f34c48,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,0,0
29f7cfd9,3,238,2,3,1,0,0,5,4,1,3.3,2.8,0.5,0,0,0,0
2a1beb34,8,479,5,5,4,3,0,12,7,5,8.9,7.0,2.0,0,0,0,0
2a34574e,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0
2a6cd437,3,133,1,1,1,2,3,4,2,2,2.5,0.9,1.6,0,0,0,0
2a82aa85,3,108,1,2,0,1,2,0,3,-3,0.7,3.0,-2.3,0,0,0,0
2b16cb1a,4,339,3,4,2,0,0,9,5,4,5.9,6.2,-0.3,0,0,0,0
2b2d13d1,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0
