id,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
9e17ccff,Doğan Alemdar,tr TUR,GK,Rennes,20-133,2002,2.5,4,0,0,0,0,3.9,0.36,-0.1,-0.06,14,34,41.2,52,4,46.2,35.5,19,52.6,42.0,40,2,5.0,3,1.20,13.1,Matches
28dabd43,Paul Bernardoni,fr FRA,GK,Angers,25-327,1997,18.0,43,5,1,6,2,36.1,0.33,-4.9,-0.27,57,166,34.3,331,86,31.7,31.6,127,48.0,39.6,242,17,7.0,12,0.67,11.5,Matches
3d214e5f,Marco Bizot,nl NED,GK,Brest,32-001,1991,25.0,42,5,0,8,2,42.5,0.28,+2.5,+0.10,125,316,39.6,519,104,39.7,35.8,197,55.8,43.1,385,14,3.6,16,0.64,11.3,Matches
967f34d3,Rubén Blanco,es ESP,GK,Marseille,27-229,1995,4.0,5,0,0,1,2,2.9,0.18,-0.1,-0.02,11,41,26.8,117,21,23.9,28.6,36,36.1,33.3,56,0,0.0,4,1.00,20.3,Matches
6a9e4913,Joaquín Blázquez,ar ARG,GK,Brest,22-042,2001,1.0,0,0,0,0,0,0.2,0.06,+0.2,+0.17,8,13,61.5,18,3,61.1,45.7,11,18.2,26.3,11,2,18.2,0,0.00,3.5,Matches
db87a2c4,Marcin Bułka,pl POL,GK,Nice,23-158,1999,2.0,2,0,0,0,0,3.1,0.52,+1.1,+0.56,8,20,40.0,49,11,20.4,28.1,18,55.6,44.2,26,2,7.7,3,1.50,13.8,Matches
8608f269,Matis Carvalho,pt POR,GK,Montpellier,23-317,1999,1.5,3,0,0,0,0,1.9,0.24,-1.1,-0.70,14,43,32.6,38,4,78.9,49.4,14,92.9,61.4,38,2,5.3,0,0.00,8.3,Matches
f5dfc256,Leonardo César Jardim,br BRA,GK,Lille,27-356,1995,6.0,13,2,,,,,,,,,,,,,,,,,,,,,,,,Matches
b3d76d84,Lucas Chevalier,fr FRA,GK,Lille,21-125,2001,21.0,23,1,2,1,3,19.2,0.25,+2.2,+0.11,41,170,24.1,577,80,24.6,29.0,67,41.8,36.0,211,18,8.5,12,0.60,12.0,Matches
2434f24a,Benoît Costil,fr FRA,GK,Auxerre,35-251,1987,19.0,41,3,0,3,0,34.0,0.33,-7.0,-0.37,132,292,45.2,454,72,41.9,36.8,137,74.5,51.7,285,3,1.1,11,0.58,13.1,Matches
477e50ce,Rémy Descamps,fr FRA,GK,Nantes,26-259,1996,1.0,1,0,0,0,0,1.5,0.25,+0.5,+0.48,5,9,55.6,20,9,25.0,33.2,6,66.7,46.5,11,1,9.1,0,0.00,7.0,Matches
f41a69e6,Mory Diaw,sn SEN,GK,Clermont Foot,29-262,1993,26.0,34,7,0,3,0,39.0,0.28,+5.0,+0.19,161,414,38.9,802,127,40.9,37.4,191,45.0,39.4,331,24,7.3,18,0.69,11.9,Matches
eedea60b,Yehvann Diouf,fr FRA,GK,Reims,23-115,1999,19.0,12,0,0,1,0,18.9,0.25,+6.9,+0.36,79,190,41.6,497,114,30.0,32.7,123,33.3,35.2,283,28,9.9,19,1.00,13.1,Matches
