id,Gls,Sh,SoT,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,G-xG,np:G-xG
f586779e,3,21,9,0.14,0.33,9.0,0.0,0,0,4.9,4.9,-1.9,-1.9
2b09d998,1,2,1,0.5,1.0,15.9,0.0,0,0,0.2,0.2,0.8,0.8
ee926a02,1,2,1,0.5,1.0,3.5,0.0,0,0,0.8,0.8,0.2,0.2
f76e6b4e,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
4d034881,2,8,5,0.13,0.2,12.7,0.0,1,1,3.5,2.7,-1.5,-1.7
89ac64a6,0,3,0,0.0,0.0,22.3,0.0,0,0,0.1,0.1,-0.1,-0.1
05439de2,0,5,1,0.0,0.0,27.5,2.0,0,0,0.2,0.2,-0.2,-0.2
834d0be5,0,9,2,0.0,0.0,13.0,0.0,0,0,1.2,1.2,-1.2,-1.2
4601e194,0,1,0,0.0,0.0,30.5,0.0,0,0,0.0,0.0,0.0,0.0
a7a9d95a,0,4,0,0.0,0.0,13.4,1.0,0,0,1.2,1.2,-1.2,-1.2
77e84962,0,7,1,0.0,0.0,15.7,0.0,0,0,1.5,1.5,-1.5,-1.5
f7d50789,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
6c811eb7,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
cd1acf9d,0,6,1,0.0,0.0,22.6,1.0,0,0,0.3,0.3,-0.3,-0.3
7a2e46a8,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
cc700722,0,2,0,0.0,0.0,25.1,0.0,0,0,0.1,0.1,-0.1,-0.1
cea4ee8f,1,7,4,0.14,0.25,12.7,0.0,0,0,1.3,1.3,-0.3,-0.3
67b3d74b,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
f4290206,0,12,5,0.0,0.0,15.8,3.0,0,0,0.7,0.7,-0.7,-0.7
8ce30c57,0,2,0,0.0,0.0,23.4,0.0,0,0,0.1,0.1,-0.1,-0.1
8b3ab7ad,1,6,2,0.17,0.5,12.4,0.0,0,0,0.4,0.4,0.6,0.6
555d5edd,0,7,2,0.0,0.0,23.8,1.0,0,0,0.4,0.4,-0.4,-0.4
10b9fa99,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
