id,Gls,Sh,SoT,FK,PK,PKatt,xG,npxG,G-xG,np:G-xG,TotDist
005ca692,0,2,0,0,0,0,0.2,0.2,-0.2,-0.2,44.0
00672021,0,1,0,0,0,0,0.0,0.0,0.0,0.0,29.4
0076ab7f,0,3,2,0,0,0,0.1,0.1,-0.1,-0.1,62.7
01204d46,0,1,0,0,0,0,0.1,0.1,-0.1,-0.1,10.0
012c975a,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
016ff750,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0176f037,0,6,0,0,0,0,0.2,0.2,-0.2,-0.2,151.8
01b8a2b2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
01c3aff5,1,7,3,0,0,0,0.7,0.7,0.3,0.3,98.0
01da7812,1,2,2,0,0,0,0.2,0.2,0.8,0.8,24.4
01eb744d,0,5,1,0,0,0,0.3,0.3,-0.3,-0.3,88.0
028e70b9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
02c15616,1,11,3,0,0,0,0.7,0.7,0.3,0.3,217.8
02caf6e0,0,1,1,0,0,0,0.5,0.5,-0.5,-0.5,12.6
0331786b,0,1,1,0,0,0,0.1,0.1,-0.1,-0.1,6.7
03622183,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
038aa94a,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
042e8a49,3,17,5,0,0,0,2.5,2.5,0.5,0.5,304.3
048a1cbc,1,6,2,1,0,0,1.1,1.1,-0.1,-0.1,105.6
04e17fd5,6,15,9,0,1,1,2.9,2.1,3.1,2.9,240.0
05439de2,0,10,3,2,0,0,0.7,0.7,-0.7,-0.7,209.0
056269d7,0,2,0,0,0,0,0.1,0.1,-0.1,-0.1,15.8
05a84d52,2,14,8,0,0,0,2.9,2.9,-0.9,-0.9,214.2
05d548d8,0,4,1,0,0,0,0.2,0.2,-0.2,-0.2,47.6
0630eb63,0,1,1,0,0,0,0.0,0.0,0.0,0.0,30.4
06f33dc8,0,1,0,0,0,0,0.3,0.3,-0.3,-0.3,8.5
08511d65,2,4,2,0,1,1,1.0,0.3,1.0,0.7,50.0
0880e10b,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
08aa9cd1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
091c86e2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0959c2a2,0,3,0,0,0,0,0.2,0.2,-0.2,-0.2,69.0
096a77c4,0,1,0,0,0,0,0.1,0.1,-0.1,-0.1,14.8
0a3d6d2b,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0a6dbbf7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0a721e85,0,4,1,0,0,0,0.1,0.1,-0.1,-0.1,87.6
0a89e877,0,2,0,0,0,0,0.1,0.1,-0.1,-0.1,28.6
0ab1f153,0,4,0,0,0,0,0.2,0.2,-0.2,-0.2,64.4
0b4f388a,1,8,3,0,0,0,1.7,1.7,-0.7,-0.7,112.0
0ba976e4,1,9,6,0,0,0,1.6,1.6,-0.6,-0.6,119.7
