id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
774cf58b,Max Aarons,eng ENG,DF,Norwich City,21,2000,34,2881,85,84.2,32.0,32,89,29,2,22,2,0.53,18,69,-51,-1.59,+0.08,25.5,60.0,-34.6,-1.08,+0.35,Matches
f586779e,Tammy Abraham,eng ENG,FW,Chelsea,23,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
f2bf1b0f,Che Adams,sct SCO,FW,Southampton,25,1996,30,2039,68,59.6,22.7,23,82,13,7,22,4,1.03,25,40,-15,-0.66,-0.08,28.5,36.1,-7.7,-0.34,+0.16,Matches
c150b220,Omotayo Adaramola,ie IRL,DF,Crystal Palace,17,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
f76e6b4e,Adrián,es ESP,GK,Liverpool,34,1987,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
9b398aea,Rayan Aït Nouri,fr FRA,"DF,MF",Wolves,20,2001,23,1828,79,53.5,20.3,20,89,17,3,13,12,1.13,25,26,-1,-0.05,+0.18,18.6,33.6,-15.0,-0.74,-0.49,Matches
a8c0acb7,Kristoffer Ajer,no NOR,DF,Brentford,23,1998,24,1995,83,58.3,22.2,23,85,17,1,45,3,1.29,28,31,-3,-0.14,+0.18,27.7,29.8,-2.1,-0.09,-0.05,Matches
eaeca114,Nathan Aké,nl NED,DF,Manchester City,26,1995,14,923,66,27.0,10.3,10,82,8,4,25,22,2.64,19,3,+16,+1.56,-0.49,20.3,5.3,+15.0,+1.46,-0.31,Matches
b827d5b3,Marc Albrighton,eng ENG,"FW,DF",Leicester City,31,1989,17,1132,67,33.1,12.6,11,90,11,6,24,17,1.35,17,24,-7,-0.56,-0.95,13.3,24.6,-11.3,-0.90,-0.89,Matches
77e84962,Thiago Alcántara,es ESP,MF,Liverpool,30,1991,25,1534,61,44.9,17.0,17,80,5,8,22,1,2.64,43,7,+36,+2.11,+0.59,42.7,10.9,+31.9,+1.87,+0.77,Matches
ce048fb8,Ryan Alebiousu,eng ENG,DF,Arsenal,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
182a8b9d,Ajibola Alese,eng ENG,DF,West Ham,20,2001,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,Liverpool,22,1998,32,2853,89,83.4,31.7,32,89,30,0,,2,2.38,80,22,+58,+1.83,+0.24,74.1,30.0,+44.1,+1.39,-0.32,Matches
7a2e46a8,Alisson,br BRA,GK,Liverpool,28,1992,36,3240,90,94.7,36.0,36,90,36,0,,0,2.44,87,24,+63,+1.75,-0.75,84.1,32.1,+52.0,+1.44,-0.02,Matches
cc700722,Allan,br BRA,MF,Everton,30,1991,28,2183,78,63.8,24.3,25,85,17,3,23,5,1.14,26,38,-12,-0.49,+0.31,27.5,32.8,-5.4,-0.22,+0.42,Matches
cea4ee8f,Dele Alli,eng ENG,MF,Tottenham,25,1996,10,657,66,19.2,7.3,8,80,5,2,11,9,1.40,6,13,-7,-0.96,-2.13,8.6,11.2,-2.6,-0.35,-1.15,Matches
cea4ee8f,Dele Alli,eng ENG,"MF,FW",Everton,25,1996,11,338,31,9.9,3.8,1,66,0,10,27,7,0.91,7,10,-3,-0.80,-0.21,3.7,8.5,-4.7,-1.26,-0.98,Matches
862a1c15,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,27,1994,30,1716,57,50.2,19.1,19,78,5,11,21,6,1.20,16,32,-16,-0.84,-0.73,16.6,30.6,-14.0,-0.73,-0.47,Matches
f4290206,Marcos Alonso,es ESP,DF,Chelsea,30,1990,28,2167,77,63.4,24.1,25,83,16,3,28,6,1.64,42,22,+20,+0.83,-0.82,37.0,21.2,+15.9,+0.66,-0.36,Matches
ad1f61f3,Steven Alzate,co COL,MF,Brighton,22,1998,9,404,45,11.8,4.5,5,69,1,4,15,18,1.11,3,7,-4,-0.89,-0.95,3.5,7.0,-3.5,-0.78,-0.98,Matches
1a4ef233,Daniel Amartey,gh GHA,DF,Leicester City,26,1994,28,2123,76,62.1,23.6,23,88,22,5,20,6,1.50,35,40,-5,-0.21,-0.77,26.0,36.3,-10.3,-0.44,-0.35,Matches
e34fc66d,Joachim Andersen,dk DEN,DF,Crystal Palace,25,1996,34,2916,86,85.3,32.4,32,90,31,2,22,0,1.32,44,37,+7,+0.22,+0.75,40.4,35.8,+4.6,+0.14,-0.04,Matches
de31038e,Elliot Anderson,sct SCO,MF,Newcastle Utd,18,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
dc008610,Florin Andone,ro ROU,FW,Brighton,28,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
536e58cc,Vincent Angelini,sct SCO,GK,Watford,17,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
ac05f970,Michail Antonio,jm JAM,FW,West Ham,31,1990,36,2971,83,86.9,33.0,34,85,23,2,33,1,1.56,55,43,+12,+0.36,+0.96,45.8,43.7,+2.1,+0.06,+0.91,Matches
05e8ca6d,Cameron Archer,eng ENG,"FW,MF",Aston Villa,20,2001,3,27,9,0.8,0.3,0,,0,3,9,9,1.00,1,0,+1,+3.33,+3.41,0.2,0.8,-0.6,-2.11,-2.00,Matches
2f965a72,Alphonse Areola,fr FRA,GK,West Ham,28,1993,1,90,90,2.6,1.0,1,90,1,0,,37,0.00,0,1,-1,-1.00,-1.27,0.3,1.9,-1.6,-1.59,-1.58,Matches
68c720b5,Adam Armstrong,eng ENG,FW,Southampton,24,1997,23,1413,61,41.3,15.7,17,80,10,6,10,14,0.87,12,31,-19,-1.21,-0.99,16.6,28.9,-12.3,-0.78,-0.65,Matches
97333cf5,Stuart Armstrong,sct SCO,MF,Southampton,29,1992,25,1473,59,43.1,16.4,15,84,8,10,21,2,1.32,17,30,-13,-0.79,-0.29,19.1,29.4,-10.2,-0.62,-0.39,Matches
28d596a0,Kepa Arrizabalaga,es ESP,GK,Chelsea,26,1994,4,360,90,10.5,4.0,4,90,4,0,,34,1.75,6,2,+4,+1.00,-0.15,4.4,2.7,+1.7,+0.42,-0.42,Matches
b391383a,Harrison Ashby,sct SCO,DF,West Ham,19,2001,1,7,7,0.2,0.1,0,,0,1,7,7,0.00,0,1,-1,-12.86,-13.12,0.1,0.1,0.0,-0.43,-0.38,Matches
d5dd5f1f,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,32,1989,14,1037,74,30.3,11.5,12,83,7,2,18,0,1.64,17,16,+1,+0.09,-0.37,16.6,16.4,+0.2,+0.02,-0.53,Matches
5e253986,Brandon Austin,eng ENG,GK,Tottenham,22,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
7a0ae4f0,Zach Awe,eng ENG,DF,Arsenal,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
da052c14,Jordan Ayew,gh GHA,FW,Crystal Palace,29,1991,31,2019,65,59.0,22.4,23,81,10,8,20,6,1.13,31,31,0,0.00,-0.26,27.1,25.4,+1.7,+0.07,-0.18,Matches
420d7c7d,Luke Ayling,eng ENG,DF,Leeds United,29,1991,26,2272,87,66.4,25.2,26,87,23,0,,0,0.85,30,66,-36,-1.43,-1.35,30.8,50.9,-20.0,-0.79,-0.52,Matches
660e71be,Miguel Azeez,eng ENG,MF,Arsenal,18,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
53cad200,César Azpilicueta,es ESP,DF,Chelsea,31,1989,27,2070,77,60.5,23.0,24,84,16,3,20,7,1.78,36,23,+13,+0.57,-1.43,33.6,23.7,+9.9,+0.43,-0.92,Matches
f240e4f2,Kwadwo Baah,eng ENG,FW,Watford,18,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1c0eea98,Daniel Bachmann,at AUT,GK,Watford,27,1994,12,1080,90,31.6,12.0,12,90,12,0,,25,0.25,10,28,-18,-1.50,-0.54,11.4,22.6,-11.2,-0.93,-0.42,Matches
3a233281,Leon Bailey,jm JAM,"FW,MF",Aston Villa,23,1997,18,761,42,22.3,8.5,7,69,3,11,25,2,0.89,12,13,-1,-0.12,-0.08,10.4,6.3,+4.0,+0.48,+0.78,Matches
a1232f4e,Eric Bailly,ci CIV,DF,Manchester Utd,27,1994,4,217,54,6.3,2.4,3,67,1,1,17,17,1.75,5,4,+1,+0.41,+0.44,5.5,4.8,+0.7,+0.30,+0.24,Matches
31822f8c,Folarin Balogun,eng ENG,FW,Arsenal,20,2001,2,70,35,2.0,0.8,1,58,0,1,12,0,0.00,0,1,-1,-1.29,-1.66,0.4,0.9,-0.5,-0.63,-1.04,Matches
93feac6e,Patrick Bamford,eng ENG,FW,Leeds United,27,1993,9,559,62,16.3,6.2,7,72,4,2,28,1,1.11,7,14,-7,-1.13,-0.18,7.8,11.4,-3.7,-0.59,+0.04,Matches
d01f8942,Scott Banks,sct SCO,MF,Crystal Palace,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
41d3704d,Jamal Baptiste,eng ENG,DF,West Ham,17,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
2886c9b5,Shandon Baptiste,gd GRN,MF,Brentford,23,1998,22,910,41,26.6,10.1,9,69,3,13,22,10,1.05,15,15,0,0.00,+0.29,10.7,11.0,-0.3,-0.03,+0.06,Matches
1ae30132,Phil Bardsley,sct SCO,DF,Burnley,36,1985,0,,,,,0,,0,0,,32,,,,,,,,,,,,Matches
3a24769f,Ross Barkley,eng ENG,"MF,FW",Chelsea,27,1993,6,179,30,5.2,2.0,1,72,0,5,21,21,2.33,10,2,+8,+4.02,+3.05,6.6,0.7,+5.9,+2.93,+2.25,Matches
2691c772,Ashley Barnes,eng ENG,FW,Burnley,31,1989,23,808,35,23.6,9.0,8,76,2,15,13,7,0.78,6,19,-13,-1.45,-1.24,9.9,14.7,-4.8,-0.53,-0.10,Matches
3ea50f67,Harvey Barnes,eng ENG,"FW,MF",Leicester City,23,1997,32,2101,66,61.4,23.3,24,79,13,8,25,3,1.34,38,30,+8,+0.34,+0.68,31.2,33.8,-2.6,-0.11,+0.49,Matches
cd4256d3,Lewis Bate,eng ENG,MF,Leeds United,18,2002,3,146,49,4.3,1.6,1,58,0,2,44,13,1.00,3,4,-1,-0.62,+0.37,1.9,2.6,-0.8,-0.47,+0.15,Matches
30db8574,Mads Bech Sørensen,dk DEN,DF,Brentford,22,1999,11,835,76,24.4,9.3,9,83,7,2,45,14,1.45,9,14,-5,-0.54,-0.43,11.8,13.8,-2.1,-0.23,-0.20,Matches
a011a1e9,Owen Beck,wls WAL,DF,Liverpool,18,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
4115ce4e,Jan Bednarek,pl POL,DF,Southampton,25,1996,31,2629,85,76.9,29.2,30,86,26,1,45,6,1.16,33,52,-19,-0.65,-0.08,34.8,45.0,-10.2,-0.35,+0.22,Matches
50dc94ce,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,75,9,2.2,0.8,0,,0,8,9,14,1.75,2,2,0,0.00,0.00,1.5,1.6,-0.1,-0.14,-0.22,Matches
50dc94ce,Donny van de Beek,nl NED,MF,Everton,24,1997,7,483,69,14.1,5.4,5,80,3,2,43,2,0.43,4,12,-8,-1.49,-1.03,5.1,8.8,-3.7,-0.69,-0.37,Matches
7b4de647,Asmir Begović,ba BIH,GK,Everton,34,1987,3,270,90,7.9,3.0,3,90,3,0,,35,1.00,2,8,-6,-2.00,-1.51,2.5,5.9,-3.4,-1.12,-0.82,Matches
f874dd44,Héctor Bellerín,es ESP,"DF,MF",Arsenal,26,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
5a04fd92,Saïd Benrahma,dz ALG,"FW,MF",West Ham,25,1995,32,2168,68,63.4,24.1,26,78,4,6,22,1,1.53,44,27,+17,+0.71,+1.28,33.6,28.7,+4.9,+0.20,+0.71,Matches
