id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
5f09991f,Patrick van Aanholt,nl NED,DF,Crystal Palace,29,1990,22,1777,81,52.0,19.7,20,88,19,2,11,11,1.05,19,36,-17,-0.86,-0.42,17.1,30.9,-13.8,-0.70,-0.13,Matches
f586779e,Tammy Abraham,eng ENG,FW,Chelsea,22,1997,22,1040,47,30.4,11.6,12,74,7,10,15,8,1.77,23,12,+11,+0.95,+0.54,20.0,8.2,+11.8,+1.02,+0.25,Matches
f2bf1b0f,Che Adams,sct SCO,FW,Southampton,24,1996,36,2667,74,78.0,29.6,30,84,16,6,25,0,1.11,39,51,-12,-0.40,+0.67,32.1,37.4,-5.3,-0.18,+0.60,Matches
c81d773d,Tosin Adarabioyo,eng ENG,DF,Fulham,22,1997,33,2953,89,86.3,32.8,33,89,32,0,,1,0.85,24,41,-17,-0.52,+1.22,35.8,46.2,-10.4,-0.32,+0.01,Matches
f76e6b4e,Adrián,es ESP,GK,Liverpool,33,1987,3,270,90,7.9,3.0,3,90,3,0,,27,1.33,6,9,-3,-1.00,-1.83,7.1,4.6,+2.4,+0.81,+0.17,Matches
4d034881,Sergio Agüero,ar ARG,FW,Manchester City,32,1988,12,559,47,16.3,6.2,7,69,2,5,16,7,2.42,11,4,+7,+1.13,-0.26,10.9,4.5,+6.4,+1.03,+0.04,Matches
246d153b,Ola Aina,ng NGA,DF,Fulham,23,1996,31,2664,86,77.9,29.6,31,86,24,0,,4,0.84,22,36,-14,-0.47,+0.96,30.4,42.0,-11.6,-0.39,-0.33,Matches
9b398aea,Rayan Aït Nouri,fr FRA,DF,Wolves,19,2001,21,1404,67,41.1,15.6,16,83,10,5,15,8,1.00,16,23,-7,-0.45,-0.05,15.1,18.5,-3.5,-0.22,+0.20,Matches
d6192210,Semi Ajayi,ng NGA,DF,West Brom,26,1993,33,2780,84,81.3,30.9,31,88,30,2,26,4,0.64,31,71,-40,-1.29,-1.15,26.1,58.7,-32.6,-1.06,-1.13,Matches
eaeca114,Nathan Aké,nl NED,DF,Manchester City,25,1995,10,797,80,23.3,8.9,9,86,8,1,20,7,1.70,16,13,+3,+0.34,-1.31,15.6,9.4,+6.2,+0.70,-0.39,Matches
b827d5b3,Marc Albrighton,eng ENG,"DF,FW",Leicester City,30,1989,31,1746,56,51.1,19.4,17,80,9,14,27,7,1.90,36,22,+14,+0.72,+0.51,30.5,24.1,+6.4,+0.33,+0.15,Matches
77e84962,Thiago Alcántara,es ESP,MF,Liverpool,29,1991,24,1854,77,54.2,20.6,20,85,13,4,40,1,1.71,34,18,+16,+0.78,+0.20,38.5,22.2,+16.4,+0.79,+0.32,Matches
f7d50789,Toby Alderweireld,be BEL,DF,Tottenham,31,1989,25,2240,90,65.5,24.9,25,90,24,0,,10,1.80,44,25,+19,+0.76,+0.46,33.9,29.4,+4.5,+0.18,+0.23,Matches
c9093a1a,Kyle Alex John,eng ENG,DF,Everton,19,2001,0,,,,,0,,,0,,6,,,,,,,,,,,,Matches
8fa8f8d2,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,25,1995,1,16,16,0.5,0.2,0,,0,1,16,21,0.00,0,0,0,0.00,-0.42,0.2,0.4,-0.3,-1.36,-1.60,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,Liverpool,21,1998,36,3031,84,88.6,33.7,34,88,30,2,19,0,1.81,60,40,+20,+0.59,-0.79,61.2,37.5,+23.8,+0.71,+0.53,Matches
1a7fcf39,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,28,1992,36,2461,68,72.0,27.3,29,79,19,7,22,2,1.64,47,35,+12,+0.44,+0.81,45.0,41.3,+3.7,+0.13,+0.69,Matches
7a2e46a8,Alisson,br BRA,GK,Liverpool,27,1992,33,2970,90,86.8,33.0,33,90,33,0,,0,1.88,58,32,+26,+0.79,+0.79,58.3,36.7,+21.6,+0.66,+0.07,Matches
cc700722,Allan,br BRA,MF,Everton,29,1991,24,2051,85,60.0,22.8,23,88,21,1,33,2,1.54,27,30,-3,-0.13,-0.26,29.5,30.1,-0.6,-0.03,+0.23,Matches
cea4ee8f,Dele Alli,eng ENG,MF,Tottenham,24,1996,15,620,41,18.1,6.9,7,70,1,8,16,8,1.33,11,9,+2,+0.29,-0.38,11.0,8.8,+2.1,+0.31,+0.25,Matches
862a1c15,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,26,1994,34,2429,71,71.0,27.0,28,82,12,6,20,2,1.18,30,48,-18,-0.67,-0.85,29.1,40.8,-11.7,-0.43,-0.14,Matches
f4290206,Marcos Alonso,es ESP,DF,Chelsea,29,1990,13,960,74,28.1,10.7,11,84,9,2,20,9,2.08,15,13,+2,+0.19,-0.54,15.5,9.8,+5.7,+0.53,-0.43,Matches
ad1f61f3,Steven Alzate,co COL,MF,Brighton,21,1998,15,896,60,26.2,10.0,10,76,4,5,28,20,0.93,10,17,-7,-0.70,-0.74,11.3,11.2,+0.1,+0.01,-0.55,Matches
1a4ef233,Daniel Amartey,gh GHA,DF,Leicester City,25,1994,12,722,60,21.1,8.0,8,80,6,4,21,14,1.54,13,14,-1,-0.12,-0.76,9.9,9.1,+0.7,+0.09,-0.21,Matches
10b9fa99,Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,19,2000,25,2089,84,61.1,23.2,23,86,19,2,53,4,0.52,12,41,-29,-1.25,-0.30,20.1,39.1,-19.0,-0.82,-0.10,Matches
e34fc66d,Joachim Andersen,dk DEN,DF,Fulham,24,1996,31,2730,88,79.8,30.3,30,89,29,1,59,0,0.87,22,35,-13,-0.43,+1.27,33.4,39.9,-6.5,-0.21,+0.52,Matches
de31038e,Elliot Anderson,sct SCO,MF,Newcastle Utd,17,2002,1,4,4,0.1,0.0,0,,0,1,4,8,0.00,0,0,0,0.00,+0.42,0.0,0.2,-0.2,-3.66,-3.27,Matches
9f1893b9,Felipe Anderson,br BRA,"FW,MF",West Ham,27,1993,2,3,2,0.1,0.0,0,,0,2,2,2,0.00,0,0,0,0.00,-0.40,0.0,0.2,-0.1,-4.35,-4.53,Matches
dc008610,Florin Andone,ro ROU,FW,Brighton,27,1993,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
b105919e,Faustino Anjorin,eng ENG,MF,Chelsea,18,2001,0,,,,,0,,,0,,3,,,,,,,,,,,,Matches
ac05f970,Michail Antonio,jm JAM,FW,West Ham,30,1990,26,1974,76,57.7,21.9,24,80,12,2,23,0,1.85,37,25,+12,+0.55,+0.36,38.5,23.2,+15.3,+0.70,+1.23,Matches
2f965a72,Alphonse Areola,fr FRA,GK,Fulham,27,1993,36,3240,90,94.7,36.0,36,90,36,0,,2,0.78,27,48,-21,-0.58,+1.92,39.4,49.4,-10.0,-0.28,+0.75,Matches
97333cf5,Stuart Armstrong,sct SCO,MF,Southampton,28,1992,33,2764,84,80.8,30.7,32,86,21,1,13,1,1.24,39,56,-17,-0.55,0.00,32.8,44.2,-11.4,-0.37,-0.31,Matches
28d596a0,Kepa Arrizabalaga,es ESP,GK,Chelsea,25,1994,7,585,84,17.1,6.5,6,90,6,1,45,28,1.14,9,8,+1,+0.15,-0.51,11.0,7.5,+3.5,+0.53,-0.38,Matches
0eb884e1,Ryan Astley,wls WAL,DF,Everton,18,2001,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
d5dd5f1f,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,31,1989,29,2332,80,68.2,25.9,26,87,19,3,23,3,1.52,34,26,+8,+0.31,-0.35,33.2,29.3,+3.9,+0.15,-0.25,Matches
5c2b4f07,Serge Aurier,ci CIV,DF,Tottenham,27,1992,19,1605,84,46.9,17.8,19,84,15,0,,6,1.53,35,22,+13,+0.73,+0.23,22.4,23.8,-1.4,-0.08,-0.34,Matches
8d228291,Charlie Austin,eng ENG,"FW,MF",West Brom,31,1989,5,138,28,4.0,1.5,0,,0,5,28,3,0.40,2,5,-3,-1.96,-0.91,0.7,5.1,-4.4,-2.86,-2.10,Matches
da052c14,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,28,1991,33,2096,64,61.3,23.3,23,84,12,10,17,3,1.09,21,42,-21,-0.90,-0.63,16.5,36.8,-20.3,-0.87,-0.61,Matches
420d7c7d,Luke Ayling,eng ENG,DF,Leeds United,28,1991,38,3399,89,99.4,37.8,38,89,37,0,,0,1.55,62,54,+8,+0.21,+0.21,54.9,57.4,-2.4,-0.06,-0.92,Matches
660e71be,Miguel Azeez,eng ENG,MF,Arsenal,17,2002,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
53cad200,César Azpilicueta,es ESP,DF,Chelsea,30,1989,26,2188,84,64.0,24.3,24,89,20,2,26,12,1.92,39,20,+19,+0.78,+0.56,40.5,18.2,+22.3,+0.92,+0.19,Matches
a1232f4e,Eric Bailly,ci CIV,DF,Manchester Utd,26,1994,12,916,76,26.8,10.2,10,90,9,2,11,14,1.92,16,17,-1,-0.10,-1.18,15.1,13.8,+1.3,+0.13,-0.49,Matches
3626f7d9,Fabián Balbuena,py PAR,DF,West Ham,28,1991,14,1198,86,35.0,13.3,13,89,12,1,38,20,1.71,21,19,+2,+0.15,-0.38,15.9,19.0,-3.1,-0.23,-0.63,Matches
394854c4,George Baldock,gr GRE,DF,Sheffield Utd,27,1993,32,2787,87,81.5,31.0,32,87,30,0,,3,0.63,14,51,-37,-1.19,-0.34,25.1,53.5,-28.4,-0.92,-0.75,Matches
a58bb1e1,Gareth Bale,wls WAL,FW,Tottenham,31,1989,20,920,46,26.9,10.2,10,71,0,10,21,10,1.45,21,12,+9,+0.88,+0.38,15.9,9.4,+6.5,+0.63,+0.73,Matches
93feac6e,Patrick Bamford,eng ENG,FW,Leeds United,26,1993,38,3050,80,89.2,33.9,37,81,24,1,45,0,1.55,51,50,+1,+0.03,-1.67,50.4,50.7,-0.3,-0.01,+0.47,Matches
41d3704d,Jamal Baptiste,eng ENG,DF,West Ham,16,2003,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
1ae30132,Phil Bardsley,sct SCO,DF,Burnley,35,1985,4,274,69,8.0,3.0,3,90,3,1,4,23,0.75,3,8,-5,-1.64,-1.16,2.3,3.8,-1.5,-0.49,-0.09,Matches
3a24769f,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,1531,64,44.8,17.0,18,77,6,6,26,4,1.08,26,24,+2,+0.12,-0.22,22.5,24.0,-1.5,-0.09,-0.22,Matches
3a24769f,Ross Barkley,eng ENG,"FW,MF",Chelsea,26,1993,2,42,21,1.2,0.5,0,,0,2,21,1,1.50,1,0,+1,+2.14,+1.58,0.3,0.9,-0.6,-1.33,-2.20,Matches
