id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
5f09991f,Patrick van Aanholt,nl NED,DF,Crystal Palace,28,1990,29,2507,86,73.3,27.9,29,86,25,0,,0,1.24,21,38,-17,-0.61,-0.41,28.3,42.3,-14.0,-0.50,+0.21,Matches
774cf58b,Max Aarons,eng ENG,DF,Norwich City,19,2000,36,3240,90,94.7,36.0,36,90,36,0,,0,0.50,23,71,-48,-1.33,-0.83,34.6,62.1,-27.5,-0.76,+0.23,Matches
f586779e,Tammy Abraham,eng ENG,FW,Chelsea,21,1997,34,2215,65,64.8,24.6,25,81,9,9,20,0,1.82,45,34,+11,+0.45,+0.15,46.3,27.5,+18.8,+0.76,-0.12,Matches
f2bf1b0f,Che Adams,sct SCO,FW,Southampton,23,1996,30,1111,37,32.5,12.3,12,73,0,18,13,6,1.47,17,17,0,0.00,+0.35,20.0,17.7,+2.3,+0.19,+0.15,Matches
f76e6b4e,Adrián,es ESP,GK,Liverpool,32,1987,11,875,80,25.6,9.7,9,90,9,2,33,27,3.00,24,10,+14,+1.44,+0.10,18.9,10.5,+8.4,+0.86,+0.06,Matches
8f817fc7,Daniel Adshead,eng ENG,MF,Norwich City,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
4d034881,Sergio Agüero,ar ARG,FW,Manchester City,31,1988,24,1452,61,42.5,16.1,18,75,8,6,16,2,2.08,44,18,+26,+1.61,-0.26,39.5,16.2,+23.2,+1.44,-0.05,Matches
2b1c4abd,Albian Ajeti,ch SUI,FW,West Ham,22,1997,9,139,15,4.1,1.5,0,,0,9,15,19,0.22,2,3,-1,-0.65,-0.32,2.7,1.4,+1.2,+0.80,+1.25,Matches
eaeca114,Nathan Aké,nl NED,DF,Bournemouth,24,1995,29,2503,86,73.2,27.8,29,86,27,0,,1,0.93,30,46,-16,-0.58,+0.31,32.7,44.9,-12.2,-0.44,+0.08,Matches
b827d5b3,Marc Albrighton,eng ENG,"MF,DF",Leicester City,29,1989,20,867,43,25.4,9.6,9,69,2,11,22,16,1.45,16,11,+5,+0.52,-0.22,15.3,12.0,+3.2,+0.34,-0.14,Matches
f7d50789,Toby Alderweireld,be BEL,DF,Tottenham,30,1989,33,2957,90,86.5,32.9,33,90,32,0,,5,1.64,53,39,+14,+0.43,+0.43,40.7,45.3,-4.7,-0.14,+0.18,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,Liverpool,20,1998,38,3175,84,92.8,35.3,35,88,31,3,26,0,2.61,80,32,+48,+1.36,-0.11,65.7,36.7,+29.0,+0.82,+0.04,Matches
7a2e46a8,Alisson,br BRA,GK,Liverpool,26,1992,29,2543,88,74.4,28.3,29,88,27,0,,0,2.48,61,23,+38,+1.34,-0.09,50.0,27.3,+22.7,+0.80,-0.06,Matches
e95726c1,Thomas Allan,eng ENG,MF,Newcastle Utd,19,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
cea4ee8f,Dele Alli,eng ENG,"MF,FW",Tottenham,23,1996,25,1847,74,54.0,20.5,21,84,12,4,19,3,1.40,32,25,+7,+0.34,-0.06,29.5,31.2,-1.7,-0.08,+0.18,Matches
862a1c15,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,25,1994,36,3021,84,88.3,33.6,35,85,21,1,58,1,1.22,35,48,-13,-0.39,+1.19,31.7,57.5,-25.8,-0.77,+0.19,Matches
f4290206,Marcos Alonso,es ESP,DF,Chelsea,28,1990,18,1430,79,41.8,15.9,15,87,12,3,41,9,2.22,39,18,+21,+1.32,+1.59,31.8,15.7,+16.1,+1.01,+0.36,Matches
ad1f61f3,Steven Alzate,co COL,"MF,DF",Brighton,20,1998,19,1188,63,34.7,13.2,12,90,10,7,16,3,1.11,19,18,+1,+0.08,+0.72,18.6,18.6,+0.1,0.00,+0.39,Matches
