id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
01b8a2b2,8,28,20,5,0,2,2,2,2,0,0
0880e10b,2,14,12,0,0,1,0,1,1,0,0
14e05913,4,6,2,0,0,1,0,1,1,0,0
1840e36d,14,39,26,6,3,3,4,0,0,0,0
1d2d5cc8,13,25,13,1,0,5,0,2,2,0,0
1e064bfb,2,4,2,0,1,0,0,0,0,0,0
27d902c8,17,32,16,1,1,4,0,2,2,0,0
28d596a0,1,2,1,0,1,0,0,0,0,0,0
2e7ff968,12,30,19,2,1,3,0,2,2,0,0
2fabebc0,13,28,15,0,1,5,0,3,3,0,0
33887998,3,34,31,9,2,1,9,0,0,0,0
339fe0e8,1,7,6,1,0,0,0,0,0,0,0
34c3b935,4,6,2,0,0,1,0,1,1,0,0
3bb7b8b4,5,22,17,10,1,1,7,0,0,0,0
3f65d5ce,1,3,3,1,0,0,0,0,0,0,0
4030c7ae,17,36,20,0,1,5,0,3,3,0,0
41f0b196,8,31,24,2,2,1,3,0,0,0,0
420c18a1,13,35,22,2,2,4,2,0,0,0,0
42130443,0,2,2,1,0,0,1,0,0,0,0
62d7ef38,1,10,9,1,1,0,1,1,1,0,0
63e905bc,4,6,2,0,0,2,0,1,1,0,0
6f51e382,9,25,16,2,1,2,1,3,3,0,0
74419746,9,23,15,1,3,2,2,2,2,0,0
74733221,4,8,4,0,0,2,0,0,0,0,0
7a2e46a8,5,24,19,4,1,2,5,0,0,0,0
7b456af7,3,6,3,2,0,0,0,1,1,0,0
7ba6d84e,8,21,14,3,0,2,1,0,0,0,0
853b7c48,9,38,29,5,1,3,5,2,1,0,1
8778c910,8,43,35,7,0,1,3,0,0,0,0
8b3d765f,3,13,10,0,1,1,0,1,1,0,0
903b6e8b,10,34,24,1,0,5,1,3,3,0,0
93fffbcf,0,1,1,1,0,0,1,0,0,0,0
9d12e142,1,10,9,3,1,0,3,1,1,0,0
a3b0ed18,10,35,25,0,3,3,1,0,0,0,0
a3b952f8,9,30,21,0,2,2,0,0,0,0,0
a9dc785c,1,4,3,3,0,0,2,1,1,0,0
ac4003af,11,32,21,1,2,2,1,2,2,0,0
afb0c500,2,5,3,1,1,0,0,0,0,0,0
b583aef5,18,36,18,1,0,5,0,2,2,0,0
bcb2ccd8,16,37,21,4,0,4,1,4,3,1,0
cecbce23,7,21,14,0,1,3,0,2,2,0,0
d436eb94,9,25,16,1,2,2,1,1,1,0,0
d97b252e,8,30,22,1,1,2,1,3,2,0,1
e358587b,12,28,17,1,4,2,0,2,2,0,0
e40d028b,0,7,7,1,0,0,1,0,0,0,0
e5a76dfe,2,3,1,0,0,1,0,0,0,0,0
e9c0c1b2,7,28,22,2,1,3,0,1,1,0,0
eb2b33aa,9,21,13,1,0,3,1,1,1,0,0
ecada4fc,15,69,53,6,1,5,2,3,3,0,0
ee8508c0,11,24,14,2,3,3,2,2,2,0,0
f0f7f62f,1,6,5,2,0,1,2,0,0,0,0
f6798fc3,6,22,16,2,2,1,2,2,2,0,0
f76e6b4e,0,4,4,1,0,0,1,0,0,0,0
