id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
f76e6b4e,8,16,8,1.0,0.0,2.0,0,1,1,0,0
7a2e46a8,4,17,13,3.0,1.0,1.0,1,0,0,0,0
2f965a72,1,3,2,1.0,0.0,0.0,0,0,0,0,0
28d596a0,9,20,12,3.0,2.0,1.0,1,1,0,1,0
5e8936be,20,53,33,1.0,0.0,5.0,0,2,2,0,0
10072610,2,3,1,1.0,0.0,0.0,0,0,0,0,0
e40d028b,0,1,1,1.0,0.0,0.0,1,0,0,0,0
9d12e142,11,37,25,4.0,1.0,3.0,2,1,0,1,0
a179d516,7,13,6,0.0,0.0,2.0,0,1,1,0,0
f5dfc256,0,1,1,0.0,0.0,0.0,0,0,0,0,0
04ac8285,11,32,21,2.0,2.0,2.0,1,3,2,0,1
5c07e176,4,11,7,1.0,1.0,0.0,0,0,0,0,0
c56ee8f7,16,36,20,0.0,1.0,4.0,1,0,0,0,0
1840e36d,11,31,20,2.0,2.0,3.0,2,1,1,0,0
c9cb972b,4,7,3,1.0,0.0,1.0,1,0,0,0,0
3bb7b8b4,7,23,16,5.0,2.0,1.0,2,1,1,0,0
63d17038,5,22,17,3.0,0.0,1.0,2,0,0,0,0
f0f7f62f,13,33,20,3.0,1.0,3.0,2,2,1,0,1
bcb2ccd8,12,44,32,6.0,2.0,2.0,3,1,1,0,0
74419746,9,30,21,2.0,1.0,3.0,1,1,1,0,0
ad3389d5,9,28,19,2.0,0.0,4.0,1,0,0,0,0
2fabebc0,7,24,18,1.0,0.0,3.0,1,1,1,0,0
4e034598,2,6,3,0.0,0.0,1.0,0,2,1,1,0
179d2851,10,35,26,0.0,2.0,4.0,1,0,0,0,0
58f077c0,13,35,22,1.0,2.0,3.0,1,2,2,0,0
8f62b6ee,13,25,12,0.0,1.0,3.0,0,2,2,0,0
f00de885,14,38,24,4.0,2.0,4.0,2,3,3,0,0
8a6ab963,2,14,12,1.0,1.0,0.0,0,1,1,0,0
fcb38f57,14,31,18,0.0,1.0,5.0,0,1,1,0,0
a3b0ed18,9,36,29,1.0,0.0,4.0,0,0,0,0,0
9413b19f,4,19,15,3.0,3.0,0.0,3,2,2,0,0
d436eb94,12,26,14,0.0,3.0,3.0,1,0,0,0,0
a2abe631,14,47,33,0.0,2.0,4.0,1,2,2,0,0
dc29b608,0,2,2,0.0,0.0,0.0,0,0,0,0,0
ecada4fc,6,26,19,6.0,1.0,2.0,5,1,0,1,0
a9dc785c,1,8,7,1.0,0.0,0.0,0,0,0,0,0
8778c910,8,34,27,11.0,0.0,0.0,6,1,1,0,0
ee8508c0,9,30,22,5.0,1.0,3.0,4,0,0,0,0
e9c0c1b2,6,30,24,3.0,1.0,2.0,3,3,2,0,1
82b1198a,4,6,2,0.0,1.0,1.0,0,1,1,0,0
34c3b935,13,33,19,1.0,3.0,2.0,0,2,1,1,0
5f0241b2,0,3,3,2.0,0.0,0.0,2,0,0,0,0
903b6e8b,14,35,21,1.0,1.0,4.0,1,2,1,0,1
ac4003af,5,13,8,1.0,0.0,1.0,0,0,0,0,0
27d902c8,9,18,9,1.0,0.0,3.0,0,0,0,0,0
01b8a2b2,6,22,16,5.0,1.0,1.0,2,1,1,0,0
6f51e382,13,40,26,4.0,3.0,1.0,2,2,1,1,0
f9e0c603,4,5,1,0.0,0.0,1.0,0,2,2,0,0
03df04ff,11,28,18,2.0,1.0,3.0,1,1,1,0,0
86dd77d1,0,1,1,0.0,0.0,0.0,0,0,0,0,0
