id,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
f586779e,Tammy Abraham,eng ENG,FW,eng Chelsea,21,1997,6.3,3,21,9,42.9,3.34,1.43,0.14,0.33,9.0,0,0,0,4.9,4.9,0.23,-1.9,-1.9,Matches
2b09d998,Tyler Adams,us USA,"MF,DF",de RB Leipzig,20,1999,0.9,1,2,1,50.0,2.20,1.10,0.50,1.00,15.9,0,0,0,0.2,0.2,0.08,+0.8,+0.8,Matches
ee926a02,Arijan Ademi,mk MKD,"MF,DF",hr Dinamo Zagreb,28,1991,5.7,1,2,1,50.0,0.35,0.17,0.50,1.00,3.5,0,0,0,0.8,0.8,0.41,+0.2,+0.2,Matches
f76e6b4e,Adrián,es ESP,GK,eng Liverpool,32,1987,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
4d034881,Sergio Agüero,ar ARG,FW,eng Manchester City,31,1988,2.2,2,8,5,62.5,3.67,2.30,0.13,0.20,12.7,0,1,1,3.5,2.7,0.34,-1.5,-1.7,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,de Dortmund,24,1995,5.8,0,3,0,0.0,0.52,0.00,0.00,,22.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
05439de2,David Alaba,at AUT,DF,de Bayern Munich,27,1992,7.5,0,5,1,20.0,0.67,0.13,0.00,0.00,27.5,2,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
834d0be5,Lucas Alario,ar ARG,FW,de Leverkusen,26,1992,2.4,0,9,2,22.2,3.79,0.84,0.00,0.00,13.0,0,0,0,1.2,1.2,0.14,-1.2,-1.2,Matches
4601e194,Jordi Alba,es ESP,DF,es Barcelona,30,1989,3.9,0,1,0,0.0,0.25,0.00,0.00,,30.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,de Dortmund,25,1993,1.3,0,4,0,0.0,3.19,0.00,0.00,,13.4,1,0,0,1.2,1.2,0.31,-1.2,-1.2,Matches
77e84962,Thiago Alcántara,es ESP,MF,de Bayern Munich,28,1991,9.1,0,7,1,14.3,0.77,0.11,0.00,0.00,15.7,0,0,0,1.5,1.5,0.21,-1.5,-1.5,Matches
f7d50789,Toby Alderweireld,be BEL,DF,eng Tottenham,30,1989,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
6c811eb7,Carles Aleñá,es ESP,MF,es Barcelona,21,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,eng Liverpool,20,1998,6.5,0,6,1,16.7,0.93,0.15,0.00,0.00,22.6,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
7a2e46a8,Alisson,br BRA,GK,eng Liverpool,26,1992,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
cc700722,Allan,br BRA,MF,it Napoli,28,1991,4.9,0,2,0,0.0,0.40,0.00,0.00,,25.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
cea4ee8f,Dele Alli,eng ENG,"MF,FW",eng Tottenham,23,1996,5.7,1,7,4,57.1,1.22,0.70,0.14,0.25,12.7,0,0,0,1.3,1.3,0.19,-0.3,-0.3,Matches
67b3d74b,André Almeida,pt POR,DF,pt Benfica,28,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
f4290206,Marcos Alonso,es ESP,DF,eng Chelsea,28,1990,4.4,0,12,5,41.7,2.72,1.13,0.00,0.00,15.8,3,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
