id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
a7e4760c,Ismael Aaneba,fr FRA,DF,Strasbourg,18,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2f798b41,Aymen Abdennour,tn TUN,DF,Marseille,27,1989,8,499,62,14.6,5.5,6,82,4,2,3,18,2.38,10,4,+6,+1.08,+0.25,12.0,4.2,+7.8,+1.41,+0.53,Matches
a4c3f7af,Mehdi Abeid,dz ALG,MF,Dijon,24,1992,19,1176,62,34.4,13.1,14,77,9,5,20,1,1.58,17,25,-8,-0.61,-0.21,13.3,20.4,-7.1,-0.54,+0.06,Matches
24cedcb1,Karim Achahbar,ma MAR,FW,Guingamp,21,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
16714a62,Khaled Adénon,bj BEN,DF,Amiens,32,1985,34,2921,86,85.4,32.5,32,90,32,2,21,2,1.26,32,37,-5,-0.15,-0.15,26.4,49.2,-22.8,-0.70,-0.83,Matches
506662d6,Raphaël Adiceam,fr FRA,GK,Amiens,27,1990,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
26777636,Yacine Adli,fr FRA,FW,Paris S-G,17,2000,1,8,8,0.2,0.1,0,,0,1,8,0,1.00,0,0,0,0.00,-2.08,0.0,0.0,0.0,-0.40,-1.76,Matches
3dd738a1,Ruben Aguilar,fr FRA,DF,Montpellier,24,1993,31,2459,79,71.9,27.3,27,88,25,4,22,3,1.45,30,20,+10,+0.37,+1.02,32.2,25.4,+6.8,+0.25,+0.55,Matches
5ea9ebd4,Matteo Ahlinvi,bj BEN,MF,Guingamp,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,23,1994,35,3006,86,87.9,33.4,35,86,30,0,,0,1.09,41,58,-17,-0.51,+0.80,41.1,52.3,-11.3,-0.34,+0.01,Matches
c46fa34c,Youssef Aït Bennasser,ma MAR,MF,Caen,21,1996,27,2047,76,59.9,22.7,25,80,16,2,30,0,1.22,17,28,-11,-0.48,+0.43,23.7,26.9,-3.2,-0.14,-0.01,Matches
9b398aea,Rayan Aït Nouri,fr FRA,"DF,MF",Angers,16,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
9b8970ce,David Alcibiade,fr FRA,DF,Nantes,25,1991,3,208,69,6.1,2.3,2,90,2,1,28,6,2.33,3,2,+1,+0.43,+0.60,3.2,1.8,+1.5,+0.63,+0.57,Matches
8870154f,Bobby Allain,fr FRA,GK,Dijon,25,1991,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
b18a3023,Júnior Alonso,py PAR,DF,Lille,24,1993,34,2781,82,81.3,30.9,30,88,28,4,39,3,0.91,31,53,-22,-0.71,-0.15,26.1,48.4,-22.3,-0.72,-0.84,Matches
c9e99e49,Dani Alves,br BRA,DF,Paris S-G,34,1983,25,2063,83,60.3,22.9,23,87,21,2,27,7,2.60,65,17,+48,+2.09,+0.04,52.2,20.2,+32.1,+1.40,+0.09,Matches
9260926b,Ibrahim Amadou,fr FRA,"MF,DF",Lille,24,1993,30,2405,80,70.3,26.7,30,80,22,0,,0,1.00,29,45,-16,-0.60,+0.29,21.8,40.8,-19.0,-0.71,-0.49,Matches
ab914649,Morgan Amalfitano,fr FRA,"MF,FW",Rennes,32,1985,14,746,53,21.8,8.3,10,68,2,4,18,3,0.71,8,16,-8,-0.97,-1.44,8.3,17.2,-8.8,-1.07,-1.38,Matches
