id,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
be6faae0,Álvaro Aceves,es ESP,GK,Valladolid,19,2003,0.1,0,0,0,0,0,0.1,0.04,+0.1,+0.90,1,2,50.0,7,3,28.6,25.7,1,0.0,24.0,1,0,0.0,2,13.85,33.0,Matches
a2c1a8d3,Julen Agirrezabala,es ESP,GK,Athletic Club,21,2000,7.5,6,0,0,0,0,5.5,0.30,-0.5,-0.06,37,101,36.6,179,33,29.6,30.5,62,77.4,55.4,96,11,11.5,10,1.33,15.4,Matches
9f0ea33f,Sergio Asenjo,es ESP,GK,Valladolid,33,1989,10.0,21,1,1,0,0,16.8,0.31,-4.2,-0.42,58,162,35.8,260,46,38.8,35.8,92,66.3,51.2,166,5,3.0,17,1.70,16.1,Matches
e4346678,Édgar Badía,es ESP,GK,Elche,30,1992,36.0,63,7,0,4,2,69.5,0.31,+8.5,+0.24,191,422,45.3,772,166,33.8,34.2,296,54.4,41.7,574,21,3.7,20,0.56,12.7,Matches
f6798fc3,Yassine Bounou,ma MAR,GK,Sevilla,31,1991,23.9,41,2,1,3,2,37.3,0.34,-1.7,-0.07,115,303,38.0,785,92,27.9,30.9,162,51.9,42.1,308,20,6.5,39,1.63,17.4,Matches
10072610,Claudio Bravo,cl CHI,GK,Betis,39,1983,12.0,9,1,0,1,0,11.0,0.24,+2.0,+0.17,75,225,33.3,288,42,51.7,39.6,101,75.2,52.5,213,4,1.9,6,0.50,12.1,Matches
688b96e3,Juan Carlos,es ESP,GK,Girona,34,1988,10.0,18,2,2,1,0,16.7,0.35,-1.3,-0.13,23,64,35.9,278,51,17.6,28.7,62,24.2,30.3,120,6,5.0,21,2.10,16.9,Matches
1840e36d,Thibaut Courtois,be BEL,GK,Real Madrid,30,1992,31.0,29,4,0,1,0,29.7,0.22,+0.7,+0.02,83,214,38.8,982,194,18.4,27.7,152,21.7,29.5,366,32,8.7,40,1.29,15.4,Matches
fc70e345,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,28,1993,36.9,49,4,0,9,4,44.2,0.30,-0.8,-0.02,152,537,28.3,816,199,45.0,38.6,299,56.9,46.7,500,24,4.8,52,1.41,16.1,Matches
ac295d9e,Marko Dmitrović,rs SRB,GK,Sevilla,30,1992,14.1,13,0,0,2,1,12.2,0.23,+0.2,+0.02,103,326,31.6,372,44,58.1,44.0,131,84.0,62.4,216,12,5.6,10,0.71,12.2,Matches
a01c3d54,Aitor Fernández,es ESP,GK,Osasuna,31,1991,21.0,19,0,0,0,1,17.7,0.24,-0.3,-0.01,191,438,43.6,615,87,50.9,41.1,174,71.8,54.2,319,14,4.4,37,1.76,16.3,Matches
f127d782,Álvaro Fernández,es ESP,GK,Espanyol,24,1998,11.0,18,0,0,4,1,15.2,0.31,-1.8,-0.17,104,221,47.1,253,37,55.7,42.5,103,77.7,54.8,153,5,3.3,15,1.36,16.3,Matches
dabb2827,Fernando,es ESP,GK,Almería,32,1990,36.5,61,4,1,4,1,60.5,0.29,+0.5,+0.01,199,557,35.7,967,211,39.1,36.9,341,52.5,42.9,614,39,6.4,26,0.71,12.4,Matches
87b498b0,Joan García,es ESP,GK,Espanyol,21,2001,1.0,3,1,0,0,0,1.8,0.21,-1.2,-1.16,2,6,33.3,27,4,14.8,21.7,3,66.7,47.3,16,2,12.5,1,1.00,13.0,Matches
63d17038,Paulo Gazzaniga,ar ARG,GK,Girona,30,1992,28.0,37,4,0,4,0,45.3,0.33,+8.3,+0.30,146,400,36.5,822,141,31.1,32.4,242,59.5,47.9,477,37,7.8,38,1.36,15.1,Matches
fea23125,David Gil,es ESP,GK,Cádiz,28,1994,4.0,5,1,0,1,0,6.3,0.23,+1.3,+0.32,34,94,36.2,93,15,64.5,46.4,36,94.4,65.1,56,2,3.6,4,1.00,13.6,Matches
f0f4671c,Antonio Gomis,es ESP,GK,Atlético Madrid,19,2003,0.1,1,0,0,0,0,0.6,0.64,-0.4,-5.35,0,3,0.0,2,0,100.0,58.5,1,100.0,94.0,3,0,0.0,0,0.00,1.0,Matches
3f034750,Ivo Grbić,hr CRO,GK,Atlético Madrid,26,1996,10.2,12,3,0,4,0,13.8,0.23,+1.8,+0.17,46,148,31.1,230,50,37.4,34.1,99,62.6,47.4,214,23,10.7,7,0.68,9.2,Matches
30061f53,Dominik Greif,sk SVK,GK,Mallorca,25,1997,1.0,3,0,0,0,0,2.2,0.28,-0.8,-0.76,19,34,55.9,23,2,87.0,54.9,15,93.3,64.5,19,2,10.5,0,0.00,4.0,Matches
