id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
01b8a2b2,20,81,61,22,5,1,11,3,1,1,1
03760df0,25,84,59,7,3,7,3,4,4,0,0
048877f5,60,167,107,1,11,19,5,4,2,2,0
07f55871,0,0,0,0,0,0,1,0,0,0,0
085e71a7,26,104,77,5,3,8,4,4,3,1,0
08f5afaa,31,126,95,18,11,7,11,4,3,1,0
0acda699,5,12,7,0,1,2,1,0,0,0,0
10dc46f0,35,136,99,15,14,7,14,4,2,2,0
277da414,36,104,69,4,4,8,0,4,3,0,1
30223b33,6,38,31,6,4,1,6,1,0,1,0
339fe0e8,39,132,95,16,7,12,10,6,5,1,0
343f753a,59,197,142,10,11,16,10,8,8,0,0
41bd99ea,13,38,25,2,2,5,2,1,1,0,0
4c62d0c8,8,27,19,6,1,2,5,1,1,0,0
4e7db402,40,128,90,8,15,11,8,6,5,1,0
514f0896,2,9,7,1,1,0,1,1,1,0,0
649b01d8,51,147,96,14,7,15,11,8,7,1,0
67f649be,46,149,102,6,14,13,6,6,5,1,0
71dac2c2,2,8,7,0,0,1,0,0,0,0,0
74419746,33,127,97,20,9,9,17,5,3,0,2
77e401c7,3,4,1,0,1,0,0,0,0,0,0
7b5f516f,0,0,0,0,0,0,0,0,0,0,0
806f7a26,0,2,2,1,1,0,2,0,0,0,0
82b1198a,20,62,42,9,4,3,5,1,1,0,0
85b011bb,7,27,20,6,2,1,4,1,1,0,0
85ea4399,1,3,2,0,0,1,0,0,0,0,0
8cabdc1e,56,155,98,9,15,12,12,8,4,3,1
9413b19f,9,48,39,9,1,3,5,2,2,0,0
9fa26bc2,4,16,12,1,0,1,0,0,0,0,0
a111cf41,40,144,105,9,8,12,7,8,8,0,0
ab4449d6,56,173,118,11,11,16,10,4,4,0,0
ac4003af,64,201,138,5,9,21,8,5,5,0,0
c4f573f4,7,12,5,0,0,1,0,0,0,0,0
c8a88acd,4,13,9,1,0,1,0,0,0,0,0
cecbce23,27,76,49,3,6,10,6,1,1,0,0
e1b0a70d,13,46,34,1,3,6,2,0,0,0,0
e358587b,5,14,9,1,0,1,1,1,1,0,0
e7ee38c3,42,126,85,12,8,7,4,6,4,0,2
ee833569,25,63,41,9,3,6,5,2,1,0,1
f02dde20,8,32,24,1,3,2,2,0,0,0,0
f058ed1f,4,12,8,0,1,1,0,0,0,0,0
f0f7f62f,21,70,49,11,6,3,4,3,3,0,0
f554e29b,54,205,151,10,11,17,7,10,8,2,0
f6a06749,2,3,1,0,0,1,0,0,0,0,0
f794b426,10,18,9,2,0,2,1,0,0,0,0
