id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
01b8a2b2,9,33,24,13,3,1,11,0,0,0,0
03760df0,43,132,87,11,4,12,6,6,2,4,0
048877f5,59,187,129,10,10,18,7,7,4,3,0
085e71a7,8,17,9,0,0,1,0,0,0,0,0
08f5afaa,42,132,91,18,10,10,12,3,2,0,1
0d422df7,7,25,18,0,0,2,0,0,0,0,0
10dc46f0,45,158,110,12,15,10,10,8,5,3,0
18736214,5,17,12,1,0,3,1,1,1,0,0
30223b33,46,144,101,10,5,18,7,3,2,0,1
326d09ef,71,233,162,7,4,25,7,8,6,2,0
32b9b5fa,52,143,92,11,4,17,8,5,2,2,1
339fe0e8,49,159,111,21,9,8,11,10,9,1,0
343f753a,0,1,1,0,1,0,1,0,0,0,0
349601c3,1,3,2,0,0,1,0,0,0,0,0
41bd99ea,11,27,16,1,0,5,1,1,0,1,0
4c62d0c8,42,167,127,11,8,18,12,4,4,0,0
4f8ce0e1,32,89,59,2,0,13,1,4,4,0,0
61228681,1,5,4,0,1,0,0,0,0,0,0
6989550f,31,70,39,1,2,8,1,4,2,0,2
74419746,30,117,91,20,12,6,17,2,2,0,0
7a2e46a8,28,135,105,22,8,7,17,5,3,2,0
7b5f516f,1,2,1,0,0,0,0,0,0,0,0
8cabdc1e,58,172,114,11,10,16,10,3,2,1,0
8cf63012,0,0,0,0,0,0,0,0,0,0,0
9413b19f,16,60,44,2,7,4,4,5,3,2,0
9fa26bc2,1,2,1,1,0,0,0,0,0,0,0
a4ec7d09,3,3,0,0,0,1,0,1,1,0,0
ab4449d6,0,3,3,1,0,0,1,0,0,0,0
ac4003af,38,131,92,16,9,12,14,3,2,1,0
b39dfab0,38,118,80,8,3,12,5,9,8,0,1
cecbce23,43,140,98,6,7,12,3,7,6,1,0
dd06d56c,11,39,28,4,1,3,1,1,1,0,0
e358587b,29,97,68,28,6,3,18,2,2,0,0
e40d028b,14,56,43,17,2,2,11,4,3,1,0
e66ebabb,66,200,133,9,8,21,5,8,6,1,1
ee833569,34,99,64,13,10,8,8,2,1,1,0
f058ed1f,1,6,6,0,0,1,0,0,0,0,0
f0f7f62f,4,17,13,3,2,2,3,0,0,0,0
f554e29b,47,130,82,7,5,17,7,10,6,2,2
f6a06749,1,2,1,0,0,0,0,0,0,0,0
