id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
649b01d8,48,130,82,8,5,16,5,2,1,1,0
ad263695,0,1,1,0,0,0,1,0,0,0,0
0acda699,2,9,7,1,1,0,0,0,0,0,0
4f8ce0e1,49,135,87,3,2,16,1,5,3,1,1
ec1f737d,3,7,4,0,1,0,0,0,0,0,0
ee833569,8,41,32,3,4,3,4,3,2,1,0
8cabdc1e,63,171,108,13,11,13,3,9,8,1,0
f554e29b,63,168,104,6,10,19,2,8,6,2,0
085e71a7,8,26,17,3,0,4,2,2,1,1,0
9f5a610b,14,54,41,2,1,6,2,1,1,0,0
a2565f79,5,8,3,0,0,1,0,0,0,0,0
53e494ec,0,3,3,1,0,0,1,0,0,0,0
74419746,30,124,95,25,9,3,15,4,4,0,0
c9c32262,9,39,30,2,1,3,0,0,0,0,0
14a96e1c,27,84,57,1,4,11,1,6,5,0,1
fcb38f57,21,101,81,22,7,3,17,2,2,0,0
880fcdbb,0,1,1,0,0,0,1,0,0,0,0
9413b19f,6,29,23,5,1,1,2,0,0,0,0
9fa26bc2,33,80,46,9,7,11,4,8,7,1,0
c1d95617,50,137,88,13,10,11,4,3,2,1,0
a111cf41,42,119,80,16,8,9,8,4,3,0,1
82b1198a,25,106,82,19,6,6,13,1,1,0,0
cf1c23d8,8,21,13,1,0,2,1,0,0,0,0
457cb02f,6,15,9,1,0,2,0,1,1,0,0
79b0d6a0,43,146,104,18,9,11,15,6,5,1,0
f058ed1f,3,5,2,0,0,1,0,0,0,0,0
4c62d0c8,7,16,10,2,1,2,1,0,0,0,0
f6a06749,1,2,1,0,0,0,0,1,1,0,0
277da414,52,165,116,9,5,17,7,11,9,0,2
67f649be,2,3,1,0,0,1,0,0,0,0,0
0dfce079,5,17,11,0,2,1,1,2,1,1,0
d7a35008,1,1,0,0,0,0,0,1,1,0,0
e358587b,29,60,31,6,4,5,2,5,4,0,1
1e26e376,33,105,74,3,4,9,3,6,6,0,0
7b5f516f,1,2,1,0,0,0,0,0,0,0,0
b1f0b916,0,1,1,0,0,0,0,0,0,0,0
f02dde20,1,4,3,0,0,1,0,0,0,0,0
343f753a,24,78,54,4,8,4,1,3,3,0,0
0d422df7,50,141,92,10,14,11,7,7,5,0,2
10dc46f0,59,180,122,4,16,17,10,5,4,1,0
ab4449d6,53,174,122,11,9,16,12,9,8,1,0
ac4003af,5,18,13,0,3,2,2,2,2,0,0
339fe0e8,29,86,58,12,6,5,7,1,1,0,0
01b8a2b2,29,105,73,18,9,6,12,6,3,3,0
b056e3da,10,24,14,4,1,1,1,3,2,1,0
e1b0a70d,43,100,58,16,5,10,9,3,2,1,0
77d6fd4d,70,216,150,10,11,17,7,10,5,2,3
cc1a0c57,19,43,23,1,1,5,0,2,1,1,0
54f6afe3,0,0,0,0,0,0,0,0,0,0,0
