id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
00a17eba,2,3,1,0,0,1,0,0,0,0,0
01b8a2b2,16,52,36,12,2,4,10,0,0,0,0
085e71a7,37,121,86,5,7,12,4,4,2,1,1
0d422df7,30,85,57,7,11,7,7,3,3,0,0
1e9bde92,17,50,32,2,2,4,2,3,2,1,0
277da414,19,85,66,13,6,5,14,1,1,0,0
3318286e,0,0,0,1,0,0,0,0,0,0,0
343f753a,27,87,57,4,5,8,3,7,4,3,0
4c62d0c8,4,31,26,3,3,1,5,2,1,1,0
4e0c8d66,32,103,72,9,5,10,7,0,0,0,0
54f6afe3,2,3,1,0,0,0,0,0,0,0,0
649b01d8,39,121,82,2,6,17,4,7,5,2,0
67f649be,19,64,45,0,3,6,1,3,3,0,0
74419746,16,38,24,5,0,5,2,1,1,0,0
77d6fd4d,31,104,73,6,10,8,7,4,2,1,1
79b0d6a0,21,71,51,14,5,6,10,1,1,0,0
8cabdc1e,34,76,42,8,5,10,7,3,3,0,0
8ec56e62,27,88,62,1,6,9,2,2,2,0,0
9413b19f,16,62,45,21,2,2,12,2,1,1,0
9f5a610b,29,111,83,6,9,10,3,4,4,0,0
9fa26bc2,29,95,66,9,7,9,6,4,3,0,1
a111cf41,19,67,50,10,4,5,7,1,1,0,0
ab4449d6,34,110,77,10,5,10,4,7,6,1,0
ac4003af,9,26,17,2,2,2,2,0,0,0,0
b056e3da,22,61,40,9,3,4,4,2,2,0,0
b9e11c1d,0,4,4,0,1,0,1,0,0,0,0
c1d95617,37,122,85,4,5,15,3,1,0,1,0
cc1a0c57,1,6,5,0,2,0,0,0,0,0,0
e1b0a70d,29,76,48,7,5,10,3,3,3,0,0
e9c0c1b2,14,52,39,11,2,3,7,2,2,0,0
f058ed1f,3,6,3,0,1,1,0,1,1,0,0
f0f7f62f,2,8,6,1,2,0,2,0,0,0,0
f554e29b,3,5,2,0,0,1,0,0,0,0,0
f794b426,2,3,1,0,0,0,0,0,0,0,0
fcb38f57,10,29,18,5,2,2,3,3,2,1,0
