id,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
c5942695,Rolando Aarons,eng ENG,"MF,FW",Hellas Verona,21,1995,5.7,13,8,4,4,5,1,7,14.3,6,3,1,2,2,15,0,0,Matches
1c529186,Ignazio Abate,it ITA,DF,Milan,30,1986,11.7,20,17,10,9,1,6,11,54.5,5,22,2,20,8,28,29,0,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Sassuolo,29,1988,38.0,51,32,26,22,3,22,36,61.1,14,42,21,21,88,139,255,1,Matches
d7403bd5,Afriyie Acquah,gh GHA,MF,Torino,25,1992,10.6,8,6,2,6,0,1,7,14.3,6,8,1,7,16,24,10,2,Matches
ce5b170a,Claud Adjapong,it ITA,"DF,FW",Sassuolo,19,1998,13.6,35,26,24,5,6,11,13,84.6,2,16,3,13,23,58,37,0,Matches
06050480,Ali Adnan Kadhim,iq IRQ,"DF,FW",Udinese,23,1993,18.6,54,35,35,14,5,29,50,58.0,21,31,6,25,41,95,90,0,Matches
f9714604,Arlind Ajeti,al ALB,DF,Crotone,23,1993,14.1,42,23,25,14,3,18,30,60.0,12,27,15,12,34,76,82,0,Matches
5294a83f,Luis Alberto,es ESP,"FW,MF",Lazio,24,1992,29.7,39,28,8,23,8,10,44,22.7,34,30,2,28,16,55,7,0,Matches
4bd414c1,Raúl Albiol,es ESP,DF,Napoli,31,1985,30.5,29,19,15,14,0,13,19,68.4,6,18,13,5,32,61,129,1,Matches
7a2e46a8,Alisson,br BRA,GK,Roma,24,1992,37.0,1,0,1,0,0,0,1,0.0,1,0,0,0,2,3,22,4,Matches
cc700722,Allan,br BRA,MF,Napoli,26,1991,31.7,107,68,24,65,18,36,104,34.6,68,52,3,49,28,135,16,0,Matches
92a5ac34,Ricky Álvarez,ar ARG,MF,Sampdoria,29,1988,3.0,4,2,1,3,0,1,4,25.0,3,5,0,5,2,6,3,0,Matches
e34fc66d,Joachim Andersen,dk DEN,DF,Sampdoria,21,1996,6.1,8,3,6,2,0,4,4,100.0,0,6,4,2,9,17,41,1,Matches
9f1893b9,Felipe Anderson,br BRA,"FW,MF",Lazio,24,1993,12.9,34,21,7,11,16,6,35,17.1,29,17,0,17,11,45,8,1,Matches
326d09ef,Nícolas Andrade,br BRA,GK,Hellas Verona,29,1988,36.0,2,1,2,0,0,1,4,25.0,3,2,0,2,2,4,16,7,Matches
13d820de,Marco Andreolli,it ITA,DF,Cagliari,31,1986,20.3,25,17,20,4,1,12,20,60.0,8,24,17,7,30,55,139,0,Matches
0c971997,Gabriele Angella,it ITA,DF,Udinese,28,1989,9.9,15,13,11,3,1,8,11,72.7,3,11,9,2,21,36,66,0,Matches
bbafc0c4,Cristian Ansaldi,ar ARG,DF,Torino,30,1986,20.8,49,33,25,20,4,14,37,37.8,23,23,5,18,20,69,61,0,Matches
97c9bce3,Luca Antei,it ITA,DF,Benevento,25,1992,6.6,19,14,12,7,0,6,11,54.5,5,10,8,2,26,45,35,0,Matches
43a2e16c,Mirco Antenucci,it ITA,FW,SPAL,32,1984,28.6,16,13,6,8,2,0,21,0.0,21,14,0,14,11,27,15,0,Matches
40f0ed6c,Luca Antonelli,it ITA,"DF,FW",Milan,30,1987,1.6,1,1,0,0,1,0,2,0.0,2,1,0,1,1,2,8,0,Matches
91976866,Mirko Antonucci,it ITA,FW,Roma,18,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
9c8f641a,Samuel Armenteros,se SWE,FW,Benevento,27,1990,4.8,4,2,1,3,0,0,3,0.0,3,1,1,0,1,5,3,0,Matches
089550f5,Kwadwo Asamoah,gh GHA,DF,Juventus,28,1988,17.4,28,21,12,14,2,15,23,65.2,8,11,0,11,18,46,30,0,Matches
1522dab2,Davide Astori,it ITA,DF,Fiorentina,30,1987,25.0,47,31,33,13,1,18,29,62.1,11,29,17,12,51,98,131,2,Matches
23f9e9d3,Felipe Avenatti,uy URU,FW,Bologna,24,1993,5.2,6,4,1,5,0,1,2,50.0,1,7,1,6,1,7,6,0,Matches
422ec08a,Khouma Babacar,sn SEN,FW,Fiorentina,24,1993,5.0,4,4,3,0,1,2,4,50.0,2,0,0,0,2,6,5,0,Matches
422ec08a,Khouma Babacar,sn SEN,FW,Sassuolo,24,1993,8.3,10,6,2,4,4,2,6,33.3,4,8,0,8,3,13,1,0,Matches
e8c930bb,Milan Badelj,hr CRO,MF,Fiorentina,28,1989,26.1,71,41,26,38,7,28,71,39.4,43,48,2,46,71,142,52,3,Matches
49d399d5,Riad Bajić,ba BIH,"FW,MF",Udinese,23,1994,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
9be4ee80,Andrija Balić,hr CRO,MF,Udinese,19,1997,12.0,18,9,5,12,1,8,27,29.6,19,6,3,3,16,34,13,0,Matches
0821331c,Mattia Bani,it ITA,DF,Chievo,23,1993,14.6,28,20,22,6,0,11,26,42.3,15,19,10,9,27,55,111,0,Matches
