,id,MP,Min,90s,Starts,Compl,Subs,unSub,PPM,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
0,005c0807,26,2246,25,25,21,1,0,0,26,41,-15,28.4,36.9,-8.5,900,11,9,10
1,007faf7a,2,72,0,1,0,1,2,0,0,0,0,1.0,0.4,0.6,270,3,3,3
2,0118c54c,8,691,7,8,6,0,1,1,16,8,8,12.0,7.5,4.5,90,1,1,1
3,032f894e,19,1483,16,16,14,3,1,1,19,15,4,24.4,19.2,5.2,2340,26,26,26
4,03bd0bf4,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,2204,25,25,24
5,04a5861a,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,196,3,3,2
6,0557ff4f,16,1122,12,12,11,4,7,1,17,15,2,15.5,20.7,-5.2,2340,26,26,26
7,05816e19,18,1202,13,14,6,4,4,0,15,20,-5,13.6,16.6,-3.0,90,1,1,1
8,0630eb63,21,880,9,8,2,13,4,2,16,7,9,11.6,10.6,1.0,71,1,0,0
9,0670ee51,1,9,0,0,0,1,0,1,0,1,-1,0.0,0.2,-0.2,180,2,2,2
10,06d51feb,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,2520,28,28,28
11,06df8256,16,1411,15,16,14,0,12,1,23,23,0,26.7,25.0,1.7,135,2,1,1
12,07f73a4f,1,9,0,0,0,1,2,0,1,0,1,0.4,0.1,0.2,316,4,3,3
13,08082af0,11,929,10,10,9,1,13,1,16,15,1,13.6,13.2,0.4,180,2,2,2
14,095e4199,1,6,0,0,0,1,1,1,0,0,0,0.3,0.5,-0.2,1620,19,19,18
15,0984c5d5,1,53,0,1,0,0,2,3,1,0,1,1.3,0.2,1.1,2520,28,28,28
16,0a63446f,17,1378,15,15,14,2,6,0,11,23,-12,15.1,19.3,-4.3,306,4,4,3
17,0a89e877,13,890,9,10,8,3,3,1,11,19,-8,14.0,16.2,-2.1,2430,27,27,27
18,0a8d6b91,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2398,27,27,26
19,0aa874f4,22,1781,19,21,16,1,3,1,15,13,2,21.5,20.8,0.7,2520,28,28,28
20,0b0cbe5b,26,2042,22,23,16,3,0,1,26,34,-8,25.5,33.3,-7.8,90,1,1,1
21,0b4d8274,14,865,9,9,4,5,3,1,15,20,-5,13.3,12.8,0.4,122,2,1,1
22,0bb6e193,2,95,1,2,0,0,4,0,0,4,-4,1.3,2.5,-1.1,2340,26,26,26
23,0be95d34,21,1242,13,14,6,7,6,1,24,9,15,20.7,12.8,7.8,2520,28,28,28
24,0c291a1a,1,60,0,1,0,0,9,0,0,1,-1,0.9,0.3,0.6,2371,27,27,26
25,0cbc8baa,14,1178,13,13,13,1,6,1,18,18,0,17.2,17.9,-0.7,2160,24,24,24
26,0d2158d5,8,201,2,1,0,7,3,1,4,3,1,2.6,3.0,-0.4,450,5,5,5
27,0d3585b5,17,603,6,6,2,11,6,0,8,9,-1,7.3,10.7,-3.4,1890,21,21,21
28,0e6bc38c,9,451,5,5,1,4,7,2,11,1,10,11.4,2.5,8.9,2385,27,27,26
29,0eb03d5b,9,573,6,5,4,4,9,1,11,9,2,7.8,7.7,0.2,149,2,1,1
