id,MP,Min,90s,Starts,Compl,Subs,unSub,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
0018166b,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0
00638016,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0
00891164,26,2327,25,26,25,0,0,21,57,-36,29.1,41.7,-12.6,0,0,0,0
00a8d210,26,1875,20,20,11,6,0,33,13,20,35.6,21.5,14.1,0,0,0,0
0167017b,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,0,0
01870104,18,477,5,5,1,13,6,11,5,6,11.7,6.2,5.5,0,0,0,0
01becd60,13,230,2,1,0,12,6,5,5,0,6.1,1.6,4.4,0,0,0,0
01fd01e8,14,775,8,8,7,6,8,7,12,-5,10.4,10.2,0.3,0,0,0,0
02bcaf8e,18,503,5,3,1,15,7,7,3,4,7.6,7.2,0.4,0,0,0,0
02e63f80,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,0,0
032f894e,14,424,4,3,0,11,1,14,5,9,11.4,5.7,5.7,0,0,0,0
03e91055,2,23,0,0,0,2,2,0,0,0,0.1,0.6,-0.5,0,0,0,0
0400dd2f,7,259,2,2,0,5,3,6,2,4,5.8,2.9,2.9,0,0,0,0
04ac78d2,7,609,6,6,6,1,8,8,9,-1,8.3,11.2,-2.9,0,0,0,0
04bb2b06,25,903,10,8,3,17,1,13,11,2,11.5,14.3,-2.8,0,0,0,0
0512a60a,17,1381,15,15,13,2,9,15,23,-8,14.0,21.6,-7.7,0,0,0,0
061266cd,5,158,1,1,1,4,21,0,3,-3,1.9,3.1,-1.2,0,0,0,0
065dc209,23,1795,19,22,7,1,0,34,27,7,24.0,30.2,-6.2,0,0,0,0
06c48679,21,1750,19,21,15,0,0,33,19,14,36.0,20.4,15.6,0,0,0,0
06df8256,11,839,9,9,8,2,2,20,15,5,14.5,15.2,-0.7,0,0,0,0
07ace8c3,3,60,0,0,0,3,0,1,1,0,0.8,1.4,-0.6,0,0,0,0
0810b6df,7,630,7,7,7,0,12,10,14,-4,11.4,11.2,0.2,630,7,7,7
08511d65,23,1804,20,21,16,2,0,49,20,29,40.0,24.3,15.7,0,0,0,0
08f5afaa,26,2340,26,26,26,0,0,66,25,41,56.2,30.9,25.3,2340,26,26,26
095e4199,18,898,10,11,0,7,8,11,5,6,15.3,12.6,2.7,0,0,0,0
0a63446f,20,1041,11,11,8,9,6,6,18,-12,10.4,14.9,-4.5,0,0,0,0
0af4dcf0,3,59,0,0,0,3,2,1,1,0,1.5,1.6,-0.1,0,0,0,0
0b2c9aec,21,717,8,5,2,16,2,12,12,0,14.0,10.3,3.7,0,0,0,0
0b4d8274,15,852,9,11,1,4,1,11,20,-9,15.8,12.4,3.5,0,0,0,0
0b4f388a,26,1636,18,18,10,8,0,36,29,7,29.5,25.6,3.9,0,0,0,0
0be95d34,15,794,8,9,0,6,0,10,14,-4,13.3,14.3,-1.0,0,0,0,0
0bfca6a1,16,1265,14,15,8,1,0,15,20,-5,17.7,18.9,-1.2,0,0,0,0
0cbc8baa,22,1568,17,16,14,6,4,18,27,-9,21.3,25.6,-4.3,0,0,0,0
0d7b6576,22,1722,19,20,7,2,0,28,31,-3,20.7,27.5,-6.8,0,0,0,0
0d836298,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,0,0
0df854bb,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,0,0
0e12089d,26,2340,26,26,26,0,0,41,46,-5,35.7,39.6,-3.9,2340,26,26,26
