id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
8bc373ea,Pape Abou Cissé,sn SEN,DF,gr Olympiacos,24,1995,6,5,451,5.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,10,0,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
f586779e,Tammy Abraham,eng ENG,FW,eng Chelsea,22,1997,5,3,230,2.6,1,1,2,1,0,0,0,0,1.4,1.4,0.1,1.5,0,2,14,0.39,0.39,0.78,0.39,0.78,0.54,0.03,0.57,0.54,0.57,Matches
b96b595c,Francesco Acerbi,it ITA,DF,it Lazio,32,1988,8,8,720,8.0,0,1,1,0,0,0,2,0,0.6,0.6,1.1,1.8,12,25,27,0.00,0.12,0.12,0.00,0.12,0.08,0.14,0.22,0.08,0.22,Matches
81442ecb,Marcos Acuña,ar ARG,DF,es Sevilla,28,1991,4,3,327,3.6,0,1,1,0,0,0,3,0,0.0,0.0,1.4,1.4,14,26,19,0.00,0.28,0.28,0.00,0.28,0.00,0.39,0.39,0.00,0.39,Matches
2b09d998,Tyler Adams,us USA,"FW,MF",de RB Leipzig,21,1999,6,2,289,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,1,9,5,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,Matches
501055d8,Karim Adeyemi,de GER,FW,at RB Salzburg,18,2002,3,0,52,0.6,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,2,0,4,1.73,0.00,1.73,1.73,1.73,0.58,0.00,0.58,0.58,0.58,Matches
f76e6b4e,Adrián,es ESP,GK,eng Liverpool,33,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
288e1e13,Nayef Aguerd,ma MAR,DF,fr Rennes,24,1996,4,2,275,3.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,5,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
4d034881,Sergio Agüero,ar ARG,FW,eng Manchester City,32,1988,7,1,152,1.7,2,0,2,1,1,1,0,0,1.6,0.9,0.0,0.9,1,1,5,1.18,0.00,1.18,0.59,0.59,0.98,0.00,0.98,0.51,0.51,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,de Dortmund,25,1995,7,7,630,7.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,25,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.04,Matches
414e1f69,Marley Aké,fr FRA,"FW,MF",fr Marseille,19,2001,4,0,39,0.4,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,0,3,0.00,0.00,0.00,0.00,0.00,1.22,0.00,1.22,1.22,1.22,Matches
eaeca114,Nathan Aké,nl NED,DF,eng Manchester City,25,1995,2,2,180,2.0,0,1,1,0,0,0,0,0,0.1,0.1,0.0,0.1,0,9,7,0.00,0.50,0.50,0.00,0.50,0.03,0.00,0.03,0.03,0.03,Matches
fdf4b948,Jean-Daniel Akpa-Akpro,ci CIV,MF,it Lazio,27,1992,8,2,289,3.2,1,0,1,1,0,0,2,0,0.6,0.6,0.0,0.7,7,5,5,0.31,0.00,0.31,0.31,0.31,0.20,0.01,0.21,0.20,0.21,Matches
05439de2,David Alaba,at AUT,"DF,MF",de Bayern Munich,28,1992,9,9,810,9.0,0,1,1,0,0,0,2,0,0.7,0.7,0.6,1.4,12,67,14,0.00,0.11,0.11,0.00,0.11,0.08,0.07,0.15,0.08,0.15,Matches
4601e194,Jordi Alba,es ESP,DF,es Barcelona,31,1989,7,6,485,5.4,0,2,2,0,0,0,1,0,0.1,0.1,2.2,2.3,10,39,74,0.00,0.37,0.37,0.00,0.37,0.01,0.42,0.42,0.01,0.42,Matches
5294a83f,Luis Alberto,es ESP,MF,it Lazio,27,1992,6,6,475,5.3,0,1,1,0,0,0,2,0,0.7,0.7,2.2,2.9,18,60,15,0.00,0.19,0.19,0.00,0.19,0.12,0.42,0.54,0.12,0.54,Matches
77e84962,Thiago Alcántara,es ESP,MF,eng Liverpool,29,1991,4,2,222,2.5,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.6,6,29,6,0.00,0.00,0.00,0.00,0.00,0.03,0.23,0.26,0.03,0.26,Matches
d68cb24c,Danijel Aleksić,rs SRB,MF,tr Başakşehir,29,1991,3,1,108,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,3,3,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
6c811eb7,Carles Aleñá,es ESP,"MF,DF",es Barcelona,22,1998,3,1,124,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,17,2,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.15,0.07,0.15,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,eng Liverpool,21,1998,8,8,711,7.9,0,2,2,0,0,0,2,0,0.0,0.0,3.0,3.0,13,61,36,0.00,0.25,0.25,0.00,0.25,0.00,0.39,0.39,0.00,0.39,Matches
edd38473,Hasan Ali Kaldırım,tr TUR,DF,tr Başakşehir,30,1989,3,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
7a2e46a8,Alisson,br BRA,GK,eng Liverpool,27,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
f4290206,Marcos Alonso,es ESP,DF,eng Chelsea,29,1990,2,2,179,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,7,21,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.03,0.07,Matches
