id,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
326d09ef,Nícolas Andrade,br BRA,GK,Udinese,32,1988,2.0,5,0,0,0,0,3.7,0.62,-1.3,-0.64,7,13,53.8,31,6,25.8,29.4,9,55.6,43.1,23,0,0.0,0,0.00,11.0,Matches
649b01d8,Emil Audero,it ITA,GK,Sampdoria,23,1997,37.0,54,7,1,6,1,51.9,0.25,-1.1,-0.03,213,543,39.2,986,180,38.2,35.0,259,64.1,45.3,563,12,2.1,34,0.92,14.8,Matches
ec1f737d,Alessandro Berardi,it ITA,GK,Hellas Verona,29,1991,0.3,0,0,0,0,0,0.0,0.02,0.0,+0.06,5,9,55.6,7,0,71.4,43.0,4,100.0,66.5,6,0,0.0,0,0.00,9.0,Matches
e40d028b,Gianluigi Buffon,it ITA,GK,Juventus,42,1978,8.0,5,2,1,0,0,5.5,0.13,+0.5,+0.07,25,62,40.3,245,45,20.4,27.4,61,19.7,25.0,122,1,0.8,9,1.13,15.2,Matches
72be9309,Simone Colombi,it ITA,GK,Parma,29,1991,2.0,7,1,0,2,0,4.4,0.35,-2.6,-1.28,17,30,56.7,41,6,53.7,37.5,11,72.7,49.4,27,0,0.0,0,0.00,7.5,Matches
8cabdc1e,Andrea Consigli,it ITA,GK,Sassuolo,33,1987,37.0,56,4,0,4,1,53.6,0.27,-1.4,-0.04,118,319,37.0,1114,172,24.0,27.7,240,21.7,24.1,513,26,5.1,34,0.92,15.1,Matches
e66ebabb,Alex Cordaz,it ITA,GK,Crotone,37,1983,36.0,91,5,2,9,2,72.1,0.33,-16.9,-0.47,195,502,38.8,1134,164,33.5,31.8,306,39.9,33.2,555,18,3.2,36,1.00,15.1,Matches
18736214,Angelo da Costa Júnior,br BRA,GK,Bologna,36,1983,6.0,9,1,1,0,0,8.6,0.33,-0.4,-0.06,27,53,50.9,240,24,17.9,27.6,43,23.3,26.3,86,5,5.8,10,1.67,15.0,Matches
f554e29b,Alessio Cragno,it ITA,GK,Cagliari,26,1994,34.0,53,5,1,7,0,54.2,0.27,+1.2,+0.03,175,429,40.8,688,139,39.1,33.5,274,58.4,42.0,530,19,3.6,22,0.65,14.2,Matches
4dea2f2c,Gian Crespi,it ITA,GK,Crotone,19,2001,1.0,0,0,0,0,0,0.4,0.44,+0.4,+0.44,7,11,63.6,29,4,27.6,26.3,11,27.3,28.0,14,0,0.0,1,1.00,18.7,Matches
08f5afaa,Gianluigi Donnarumma,it ITA,GK,Milan,21,1999,37.0,38,2,2,6,1,35.7,0.27,-1.3,-0.04,152,365,41.6,1021,148,27.3,29.0,207,41.5,33.7,556,29,5.2,43,1.16,14.8,Matches
085e71a7,Bartłomiej Drągowski,pl POL,GK,Fiorentina,22,1997,35.0,55,8,1,10,1,56.2,0.33,+2.2,+0.06,180,496,36.3,789,160,44.9,37.9,260,54.6,43.6,486,24,4.9,27,0.77,13.3,Matches
c195ae4a,Marco Festa,it ITA,GK,Crotone,28,1992,1.0,1,0,0,0,0,0.9,0.11,-0.1,-0.10,8,13,61.5,26,9,30.8,31.1,10,50.0,36.7,20,0,0.0,1,1.00,11.5,Matches
82328faf,Daniel Fuzato,br BRA,GK,Roma,23,1997,5.0,7,0,0,1,0,5.6,0.22,-1.4,-0.27,17,51,33.3,122,31,32.8,34.1,30,36.7,37.2,50,4,8.0,2,0.40,11.5,Matches
7033ca08,Manuel Gasparini,it ITA,GK,Udinese,18,2002,0.0,0,0,0,0,0,0.0,,0.0,0.00,1,1,100.0,1,0,100.0,44.0,1,0.0,15.0,0,0,,0,0.00,,Matches
f0f7f62f,Pierluigi Gollini,it ITA,GK,Atalanta,25,1995,24.0,26,4,0,3,1,24.9,0.29,-0.1,0.00,92,232,39.7,550,87,28.7,32.6,116,63.8,49.7,234,6,2.6,39,1.63,17.4,Matches
74419746,Samir Handanović,si SVN,GK,Inter,36,1984,36.0,33,4,1,3,1,31.6,0.24,-0.4,-0.01,91,200,45.5,911,159,17.0,26.7,167,26.9,30.8,441,13,2.9,22,0.61,14.9,Matches
4a6914ff,Karlo Letica,hr CRO,GK,Sampdoria,23,1997,1.0,0,0,0,0,0,0.2,0.22,+0.2,+0.22,1,5,20.0,29,7,13.8,25.6,5,20.0,33.6,17,0,0.0,1,1.00,11.0,Matches
20b9f052,Pau López,es ESP,GK,Roma,25,1994,20.2,29,3,1,4,3,25.4,0.27,-0.6,-0.03,59,166,35.5,562,107,22.6,29.2,101,38.6,35.6,174,7,4.0,30,1.49,19.2,Matches
e4b39692,Niccolò Manfredini,it ITA,GK,Benevento,32,1988,1.0,1,0,0,1,0,0.9,0.18,-0.1,-0.08,1,5,20.0,24,9,8.3,25.6,7,42.9,36.9,19,2,10.5,3,3.00,13.0,Matches
f794b426,Federico Marchetti,it ITA,GK,Genoa,37,1983,3.7,11,0,0,1,0,8.6,0.48,-2.4,-0.64,11,30,36.7,103,17,16.5,24.4,34,38.2,30.4,48,1,2.1,6,1.62,14.5,Matches
9413b19f,Alex Meret,it ITA,GK,Napoli,23,1997,22.0,29,2,1,3,1,26.2,0.31,-1.8,-0.08,35,77,45.5,510,96,12.2,24.9,93,16.1,23.3,241,8,3.3,13,0.59,13.1,Matches
9fa26bc2,Vanja Milinković-Savić,rs SRB,GK,Torino,23,1997,5.0,6,1,0,0,0,5.4,0.22,-0.6,-0.12,20,72,27.8,143,17,38.5,36.1,32,53.1,44.7,64,1,1.6,10,2.00,19.1,Matches
30223b33,Antonio Mirante,it ITA,GK,Roma,37,1983,12.8,19,2,1,0,0,15.8,0.24,-3.2,-0.27,46,106,43.4,309,63,26.9,30.9,83,27.7,28.6,162,1,0.6,23,1.95,18.3,Matches
c1d95617,Lorenzo Montipò,it ITA,GK,Benevento,24,1996,37.0,74,4,0,8,6,62.3,0.34,-5.7,-0.15,204,578,35.3,966,178,43.5,36.8,271,58.3,43.4,620,19,3.1,21,0.57,11.6,Matches
a111cf41,Juan Musso,ar ARG,GK,Udinese,26,1994,35.0,51,13,2,2,0,51.0,0.26,0.0,0.00,165,380,43.4,760,171,36.2,32.9,254,41.3,34.7,484,26,5.4,18,0.51,13.3,Matches
82b1198a,David Ospina,co COL,GK,Napoli,31,1988,16.0,12,3,0,0,0,13.9,0.26,+1.9,+0.12,57,119,47.9,488,51,22.7,28.6,57,14.0,22.9,192,15,7.8,11,0.69,12.6,Matches
cf1c23d8,Daniele Padelli,it ITA,GK,Inter,34,1985,0.5,1,1,0,0,0,1.3,0.13,+0.3,+0.50,0,0,,9,1,0.0,17.9,4,0.0,14.5,5,0,0.0,1,2.00,20.0,Matches
94a3606c,Alberto Paleari,it ITA,GK,Genoa,27,1992,2.3,3,0,0,0,0,2.9,0.25,-0.1,-0.04,7,30,23.3,59,11,39.0,34.6,19,36.8,35.7,33,1,3.0,2,0.87,11.1,Matches
457cb02f,Ivor Pandur,hr CRO,GK,Hellas Verona,20,2000,3.7,6,0,0,1,0,4.8,0.37,-1.2,-0.33,16,56,28.6,79,9,45.6,34.1,22,90.9,61.2,37,3,8.1,5,1.36,16.8,Matches
f058ed1f,Gianluca Pegolo,it ITA,GK,Sassuolo,39,1981,1.0,0,0,0,0,0,0.1,0.13,+0.1,+0.13,0,1,0.0,14,2,7.1,19.1,8,0.0,14.0,15,1,6.7,1,1.00,15.3,Matches
4c62d0c8,Mattia Perin,it ITA,GK,Genoa,27,1992,32.0,44,7,0,5,2,47.5,0.27,+5.5,+0.17,187,554,33.8,882,140,47.4,37.1,275,49.5,38.4,540,19,3.5,18,0.56,12.6,Matches
f6a06749,Carlo Pinsoglio,it ITA,GK,Juventus,30,1990,0.3,1,0,0,0,0,1.0,0.51,0.0,+0.07,0,0,,9,0,0.0,20.9,2,0.0,14.0,2,0,0.0,1,3.91,28.0,Matches
277da414,Ivan Provedel,it ITA,GK,Spezia,26,1994,29.0,55,6,1,4,0,48.0,0.32,-7.0,-0.24,185,489,37.8,1244,132,33.4,34.2,157,46.5,42.0,298,9,3.0,46,1.59,17.2,Matches
67f649be,Ionuț Radu,ro ROU,GK,Inter,23,1997,1.5,1,0,0,0,0,0.4,0.07,-0.6,-0.38,0,2,0.0,47,12,4.3,21.1,9,0.0,13.9,28,0,0.0,3,2.00,13.9,Matches
dd06d56c,Rafael,br BRA,GK,Spezia,38,1982,2.3,5,0,0,0,0,5.9,0.33,+0.9,+0.38,12,35,34.3,91,10,34.1,32.4,16,25.0,27.8,37,1,2.7,2,0.87,12.6,Matches
