id,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
7a2e46a8,Alisson,br BRA,GK,Roma,24,1992,37.0,28,3,0,2,0,35.4,0.23,+7.4,+0.20,213,416,51.2,1069,239,28.9,32.1,252,42.5,41.0,469,17,3.6,90,2.43,18.9,Matches
326d09ef,Nícolas Andrade,br BRA,GK,Hellas Verona,29,1988,36.0,71,6,4,9,2,64.5,0.25,-4.5,-0.13,363,878,41.3,1038,247,53.4,41.1,399,81.2,55.0,728,49,6.7,32,0.89,12.7,Matches
4f8ce0e1,Vid Belec,si SVN,GK,Sampdoria,27,1990,2.0,5,1,0,1,0,4.4,0.23,-0.6,-0.28,7,23,30.4,70,10,27.1,26.5,16,25.0,32.8,35,0,0.0,4,2.00,20.5,Matches
4f8ce0e1,Vid Belec,si SVN,GK,Benevento,27,1990,12.4,27,3,1,1,2,28.9,0.36,+3.9,+0.32,54,171,31.6,264,70,42.0,37.4,108,55.6,43.4,209,13,6.2,9,0.73,11.4,Matches
ee833569,Etrit Berisha,al ALB,GK,Atalanta,28,1989,31.0,34,1,2,2,0,33.3,0.32,-0.7,-0.02,183,412,44.4,609,169,36.5,34.5,233,81.5,54.0,396,18,4.5,25,0.81,14.1,Matches
32b9b5fa,Albano Bizzarri,ar ARG,GK,Udinese,39,1977,32.0,52,2,1,9,4,44.6,0.29,-3.4,-0.11,253,576,43.9,791,141,45.5,38.0,300,72.0,48.8,525,25,4.8,30,0.94,13.1,Matches
6989550f,Alberto Brignoli,it ITA,GK,Benevento,25,1991,12.5,31,2,0,6,0,26.0,0.35,-5.0,-0.40,87,263,33.1,384,63,47.7,39.4,116,69.0,51.1,204,20,9.8,27,2.16,16.3,Matches
e40d028b,Gianluigi Buffon,it ITA,GK,Juventus,39,1978,20.7,14,3,0,2,2,17.5,0.25,+5.5,+0.26,84,191,44.0,474,97,28.1,31.9,150,38.7,36.8,242,3,1.2,19,0.92,14.0,Matches
8cabdc1e,Andrea Consigli,it ITA,GK,Sassuolo,30,1987,36.8,58,2,3,7,1,50.5,0.29,-6.5,-0.18,277,599,46.2,813,182,47.4,39.3,296,72.3,49.0,606,22,3.6,23,0.62,11.9,Matches
e66ebabb,Alex Cordaz,it ITA,GK,Crotone,34,1983,38.0,66,6,3,13,0,63.7,0.29,-2.3,-0.06,312,916,34.1,824,98,71.5,47.8,355,92.1,58.6,691,8,1.2,32,0.84,13.8,Matches
18736214,Angelo da Costa Júnior,br BRA,GK,Bologna,33,1983,4.0,5,1,0,1,0,5.0,0.24,0.0,-0.01,32,76,42.1,123,30,36.6,34.0,42,73.8,51.2,58,1,1.7,5,1.25,17.3,Matches
f554e29b,Alessio Cragno,it ITA,GK,Cagliari,23,1994,28.2,47,6,4,1,1,43.7,0.28,-2.3,-0.08,219,484,45.2,548,127,48.5,38.6,255,85.5,56.9,454,26,5.7,15,0.53,10.6,Matches
a4ec7d09,Luca Crosta,it ITA,GK,Cagliari,19,1998,1.0,3,1,0,0,0,2.5,0.49,-0.5,-0.53,2,10,20.0,12,3,25.0,30.8,10,70.0,48.3,18,0,0.0,0,0.00,8.8,Matches
08f5afaa,Gianluigi Donnarumma,it ITA,GK,Milan,18,1999,38.0,42,2,0,4,1,38.9,0.28,-2.1,-0.05,174,392,44.4,968,150,28.0,29.7,267,45.3,37.8,487,16,3.3,39,1.03,14.1,Matches
085e71a7,Bartłomiej Drągowski,pl POL,GK,Fiorentina,19,1997,2.4,8,0,1,1,0,5.6,0.34,-2.4,-1.01,10,30,33.3,41,6,56.1,42.7,10,70.0,49.3,31,1,3.2,1,0.41,11.0,Matches
f0f7f62f,Pierluigi Gollini,it ITA,GK,Atalanta,22,1995,6.9,4,0,0,1,0,5.6,0.34,+1.6,+0.24,22,51,43.1,145,24,17.2,29.9,50,52.0,44.9,90,2,2.2,5,0.72,15.7,Matches
cecbce23,Alfred Gomis,sn SEN,GK,SPAL,23,1993,25.1,43,6,1,5,2,44.8,0.27,+3.8,+0.15,161,486,33.1,571,103,59.2,44.1,221,67.0,48.8,415,13,3.1,20,0.80,13.8,Matches
74419746,Samir Handanović,si SVN,GK,Inter,33,1984,38.0,30,2,1,1,4,30.5,0.25,+4.5,+0.12,127,280,45.4,808,250,18.7,26.1,312,41.3,35.9,546,20,3.7,23,0.61,14.0,Matches
349601c3,Eugenio Lamanna,it ITA,GK,Genoa,27,1989,1.0,1,0,0,0,0,2.1,0.70,+1.1,+1.09,8,14,57.1,14,1,50.0,42.3,8,87.5,56.6,17,0,0.0,0,0.00,9.0,Matches
8cf63012,Gabriele Marchegiani,it ITA,GK,SPAL,21,1996,0.0,0,0,0,0,0,0.0,,0.0,0.00,0,0,,0,0,,,0,,,0,0,,0,0.00,,Matches
9413b19f,Alex Meret,it ITA,GK,SPAL,20,1997,12.9,16,3,0,2,2,19.6,0.26,+5.6,+0.43,93,247,37.7,264,30,54.2,40.3,131,79.4,50.3,211,3,1.4,0,0.00,10.7,Matches
