id,GA,PKA,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
47064058,51,6,1,4,1,47.5,-2.5,164,397,1036,191,248,441,14,58,30354.8,9771.2,1044.0
d28339cb,28,0,0,1,0,22.0,-6.0,61,188,352,46,119,171,1,10,11580.8,5117.0,127.0
9d12e142,40,4,1,6,0,39.0,-1.0,140,428,852,171,222,425,18,36,28030.8,10811.4,543.6
db401046,39,4,3,1,0,40.0,1.0,194,420,981,148,200,398,21,26,33157.8,9160.0,374.4
e4a30d8c,3,0,0,0,0,2.6,-0.4,10,19,27,5,10,16,3,3,1063.8,395.0,48.9
83e0eeb4,66,5,1,10,1,60.8,-4.2,299,609,943,144,295,551,24,38,34796.7,12773.5,554.8
1e43fad8,26,2,1,4,1,22.8,-2.2,103,233,394,71,120,198,10,21,14341.6,5496.0,308.7
a92ab7be,1,0,0,0,0,0.9,-0.1,5,11,24,1,5,7,0,0,914.4,223.0,0.0
fbefefdb,7,0,0,1,0,5.5,-1.5,28,61,88,16,29,54,3,1,3458.4,1383.3,10.1
bcb2ccd8,27,4,1,4,1,37.9,11.9,236,588,797,124,223,379,16,57,31561.2,12532.6,1111.5
2e7ff968,4,0,0,1,0,2.4,-1.6,6,19,51,6,13,33,1,2,1581.0,560.3,24.0
ad3389d5,47,3,2,9,2,38.2,-6.8,199,438,1160,162,193,401,10,51,36888.0,8028.8,943.5
27d2618c,48,2,1,6,2,45.3,-0.7,329,755,874,97,279,496,31,29,35659.2,16098.3,411.8
62ba5881,1,0,0,0,0,0.5,-0.5,0,4,13,7,3,8,0,0,370.5,119.1,0.0
cd59b9df,1,1,0,0,0,1.6,0.6,14,27,37,3,5,21,1,2,1650.2,322.0,31.0
cd59b9df,42,1,1,5,1,34.6,-6.4,74,221,407,71,119,216,10,16,13593.8,5438.3,233.6
bb25c778,9,2,0,0,0,6.8,-2.2,40,81,93,7,30,40,2,1,3608.4,1683.0,13.3
7fe12375,22,0,1,2,1,20.7,-0.3,76,209,353,56,128,200,3,9,13025.7,4876.8,123.3
4a15e95b,40,2,1,6,2,31.5,-6.5,170,473,665,92,218,462,9,10,25935.0,11663.0,96.0
cbac6ec9,43,3,0,6,0,39.0,-4.0,157,424,629,105,205,356,12,25,23713.3,11295.5,375.0
dc29b608,2,1,0,0,0,1.8,-0.2,5,10,25,4,6,10,0,2,877.5,211.8,28.4
8778c910,23,3,0,2,1,19.8,-2.2,92,210,794,114,128,188,10,44,22867.2,4006.4,906.4
afb0c500,29,3,0,0,0,29.9,0.9,113,274,385,56,134,229,11,11,14129.5,7142.2,149.6
a165a577,5,1,0,1,1,4.9,0.9,12,38,54,7,14,23,1,2,2187.0,669.2,21.8
0a1cb833,47,3,2,5,0,47.1,0.1,211,495,925,160,304,494,13,25,32190.0,13102.4,335.0
c89e8aae,11,0,0,0,0,11.9,0.9,67,140,270,38,75,132,3,2,9180.0,3667.5,21.8
206c37d3,1,1,0,0,0,1.0,0.0,2,2,3,2,3,8,0,0,42.9,137.1,0.0
c476b0c0,62,7,1,7,0,54.3,-7.7,223,563,688,147,318,537,27,3,25249.6,17458.2,27.6
a70b8345,0,0,0,0,0,0.7,0.7,20,40,42,3,13,16,1,0,1873.2,778.7,0.0
e385200c,2,0,0,0,0,1.3,-0.7,9,15,18,3,8,8,1,4,689.4,464.0,82.8
0d55d942,60,7,0,11,0,57.2,-2.8,258,636,940,142,330,545,13,29,34498.0,19602.0,429.2
420c18a1,42,3,0,3,0,48.2,6.2,174,465,1338,190,264,458,26,33,40809.0,10560.0,455.4
ce17b5eb,48,1,1,5,1,43.4,-3.6,330,705,982,104,222,441,19,37,37610.6,12565.2,569.8
73e2f6eb,3,1,0,0,0,3.0,0.0,2,9,21,3,7,10,1,0,672.0,205.1,0.0
7d3e7da6,9,2,1,1,0,9.9,0.9,18,51,218,56,37,61,0,8,5798.8,1091.5,140.0
5c4bf6ba,14,0,1,2,0,12.8,-1.2,46,172,252,55,88,166,10,12,9097.2,5315.2,174.0
a0606ae8,70,2,2,7,4,56.4,-9.6,259,714,911,129,305,518,22,41,36713.3,16073.5,602.7
