id,GA,PKA,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
47064058,57,2,0,9,1,51.5,-4.5,138,393,1302,185,216,420,27,65,37758.0,6220.8,1085.5
d28339cb,7,0,0,3,0,6.7,-0.3,10,22,92,22,37,67,2,4,2465.6,725.2,71.2
25bdea4b,28,3,1,4,2,23.0,-3.0,120,326,441,49,115,224,8,24,18125.1,6428.5,412.8
9d12e142,1,1,0,0,0,1.0,0.0,0,7,20,3,3,5,0,5,562.0,102.9,136.5
db401046,40,3,0,4,0,42.0,2.0,165,370,873,135,204,413,31,30,28197.9,8588.4,444.0
dee3013b,3,1,0,0,0,2.1,-0.9,3,14,59,9,20,27,2,2,1522.2,624.0,28.8
83e0eeb4,7,2,0,1,0,8.5,1.5,20,65,104,10,30,52,1,1,3754.4,1449.0,10.7
a92ab7be,39,2,1,3,1,39.7,1.7,245,633,1084,112,244,462,14,35,40975.2,14420.4,553.0
1940be91,0,0,0,0,0,0.0,0.0,1,1,4,0,0,0,0,0,72.0,0.0,0.0
86314793,30,2,0,3,2,24.2,-3.8,65,182,288,26,70,95,7,19,10800.0,3654.0,353.4
17376543,56,5,1,2,2,52.3,-1.7,233,579,951,145,287,532,24,51,34711.5,13689.9,851.7
f26dee6b,2,0,0,0,0,0.7,-1.3,1,4,18,5,11,10,1,0,394.2,404.8,0.0
37998008,2,0,0,0,1,1.8,0.8,5,17,37,7,10,12,0,0,1054.5,438.0,0.0
bcb2ccd8,34,3,0,6,1,31.9,-1.1,117,310,976,162,198,349,14,61,28792.0,6553.8,1256.6
2e7ff968,12,2,0,1,0,8.6,-3.4,16,32,147,31,30,54,3,9,4071.9,846.0,185.4
3cd9e95a,21,0,0,3,1,19.7,-0.3,67,166,438,47,81,149,4,19,14497.8,2705.4,330.6
ad3389d5,44,2,2,6,0,41.9,-2.1,130,381,1050,173,209,385,17,45,32130.0,7816.6,787.5
62ba5881,0,0,0,0,0,1.0,1.0,7,16,21,3,10,31,1,2,783.3,489.0,36.8
cd59b9df,39,3,2,5,2,37.3,0.3,77,240,836,142,185,343,17,49,22990.0,6549.0,788.9
4d6a842d,24,1,0,5,1,19.7,-3.3,63,211,408,69,87,227,13,10,14320.8,3897.6,138.0
5584552e,20,3,0,4,0,13.8,-6.2,63,188,262,47,73,144,13,10,10401.4,3832.5,121.0
8a6ab963,1,0,0,0,0,0.4,-0.6,4,10,43,5,6,21,0,0,1092.2,322.2,0.0
7fe12375,39,2,0,5,3,30.5,-5.5,163,472,784,122,217,399,29,24,28224.0,9591.4,309.6
11d8aff0,3,0,0,0,0,1.5,-1.5,2,5,14,1,7,4,0,4,414.4,205.8,100.0
cbac6ec9,52,4,1,5,1,46.3,-4.7,92,235,773,152,240,447,17,37,21102.9,7368.0,569.8
8778c910,26,1,0,1,0,23.9,-2.1,110,223,1085,163,166,262,9,95,29946.0,4199.8,2489.0
c1242d4e,53,7,1,6,2,55.8,4.8,412,902,1448,91,317,528,11,46,56761.6,14867.3,855.6
c41f7379,3,0,0,0,0,1.7,-1.3,5,13,32,5,7,10,1,0,912.0,210.7,0.0
c89e8aae,14,1,1,2,1,11.3,-1.7,18,58,158,31,49,97,2,7,5024.4,1293.6,95.2
b90c4a43,1,0,0,0,0,1.0,0.0,4,14,37,6,4,24,3,3,1169.2,160.0,44.4
9f941969,45,3,1,3,4,41.4,2.4,464,1004,1353,99,243,411,27,71,58990.8,11785.5,1384.5
a70b8345,5,0,0,0,1,3.4,-0.6,43,122,213,28,43,83,11,3,7731.9,1943.6,30.6
87436846,28,0,2,3,1,31.4,4.4,107,251,854,88,144,283,9,15,24595.2,5068.8,204.0
0d55d942,51,5,1,6,0,42.2,-8.8,126,333,621,125,204,404,17,32,20493.0,9832.8,480.0
0d8a37c2,1,0,0,0,0,0.4,-0.6,6,13,41,4,6,18,0,0,1209.5,310.8,0.0
420c18a1,60,3,1,5,0,57.0,-3.0,147,439,1213,162,221,428,19,53,37966.9,8221.2,858.6
ce17b5eb,46,4,0,3,1,50.8,5.8,157,539,1001,146,250,426,19,43,34634.6,10650.0,705.2
73e2f6eb,0,0,0,0,0,0.0,0.0,1,2,5,0,0,0,0,0,182.0,0.0,0.0
7d3e7da6,11,1,1,1,1,8.7,-1.3,10,32,197,31,38,54,3,10,4964.4,767.6,192.0
a9a6fc08,7,0,0,2,0,3.0,-4.0,22,51,70,14,20,34,4,1,2408.0,1264.0,6.3
5c4bf6ba,42,4,0,4,1,39.0,-2.0,119,389,766,166,236,423,29,68,26350.4,9298.4,1217.2
