id,GA,PKA,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
47064058,49,5,0,4,2,48.5,1.5,137,391,1019,174,262,485,18,27,30468.1,9039.0,375.3
9d12e142,40,3,0,7,3,34.5,-2.5,84,272,847,182,201,309,11,45,25410.0,6653.1,819.0
db401046,38,4,1,4,0,34.3,-3.7,187,420,792,122,178,356,18,34,28116.0,8063.4,564.4
a92ab7be,14,0,0,1,0,19.7,5.7,64,180,324,38,108,160,5,8,11631.6,5162.4,100.8
17376543,54,3,0,7,1,48.9,-4.1,374,823,1079,121,269,518,32,37,44994.3,15252.3,495.8
bcb2ccd8,34,2,0,7,0,36.5,2.5,117,333,1032,186,227,400,18,68,30856.8,7649.9,1258.0
2e7ff968,1,0,0,0,0,3.4,2.4,8,22,75,14,25,35,1,4,2115.0,957.5,61.6
3cd9e95a,69,4,1,11,2,54.8,-12.2,270,552,901,103,297,479,20,23,34147.9,11404.8,271.4
ad3389d5,44,2,1,4,0,48.1,4.1,180,498,1365,204,232,365,14,55,44089.5,8328.8,918.5
e8fd2e5b,17,1,0,1,0,12.1,-4.9,28,72,203,37,48,70,1,5,6394.5,1425.6,76.0
27d2618c,46,7,3,5,2,42.2,-1.8,262,563,786,117,224,458,33,20,30811.2,11334.4,240.0
62ba5881,2,0,0,0,0,0.9,-1.1,7,16,26,8,9,21,0,1,878.8,387.0,12.0
dc2e4736,31,2,0,3,3,25.2,-2.8,115,287,509,57,112,207,6,20,19342.0,5051.2,316.0
dc366c36,51,0,0,3,2,42.7,-6.3,145,457,623,102,212,366,13,34,25106.9,11320.8,533.8
bb25c778,9,0,0,2,0,6.0,-3.0,34,82,95,14,33,75,2,6,3752.5,1811.7,136.8
7fe12375,12,0,0,0,1,14.1,3.1,52,165,324,51,91,184,10,11,11372.4,3712.8,152.9
cbac6ec9,25,2,3,1,0,22.2,-2.8,65,188,360,79,118,208,13,18,11556.0,5498.8,284.4
dc29b608,3,0,0,0,0,1.5,-1.5,4,13,70,9,10,20,1,3,1813.0,310.0,52.8
8778c910,31,3,0,6,1,34.6,4.6,139,276,1267,203,180,303,10,123,33448.8,5004.0,2915.1
226ddf9d,4,0,0,0,0,3.0,-1.0,9,18,28,1,7,11,0,1,1184.4,331.8,16.0
afb0c500,40,4,1,5,2,35.8,-2.2,132,394,791,109,207,339,22,23,26735.8,9315.0,317.4
0a1cb833,67,1,1,11,3,49.5,-14.5,198,490,894,152,298,593,12,30,31290.0,12426.6,420.0
c41f7379,4,1,0,0,0,6.2,2.2,13,46,133,26,30,80,4,11,4056.5,1137.0,187.0
c89e8aae,8,1,0,0,0,11.4,3.4,48,120,202,37,62,104,3,12,7352.8,2728.0,195.6
a70b8345,14,2,0,0,0,14.3,0.3,78,172,280,37,62,116,4,11,10612.0,2790.0,191.4
289b90cd,18,2,1,4,0,18.5,0.5,44,155,252,29,60,149,6,8,9475.2,2784.0,101.6
0d55d942,32,3,0,5,0,31.9,-0.1,153,429,726,120,249,381,13,14,24901.8,13719.9,180.6
45f6f52b,4,0,0,1,0,2.3,-1.7,10,26,53,8,16,15,1,3,1733.1,721.6,38.7
420c18a1,40,1,1,3,0,47.5,7.5,180,418,1263,169,282,501,13,49,37637.4,9757.2,828.1
42130443,36,1,1,4,1,32.5,-2.5,129,296,472,102,144,264,14,16,17416.8,7372.8,206.4
cac55e10,1,0,0,0,0,1.5,0.5,1,9,34,11,7,13,0,1,992.8,147.7,18.0
ce17b5eb,38,1,1,3,2,32.1,-3.9,153,359,792,89,145,261,15,32,26294.4,5756.5,515.2
7d3e7da6,1,0,0,0,0,1.1,0.1,2,7,42,5,10,11,0,1,1008.0,204.0,14.3
e2d34771,8,0,0,2,0,5.5,-2.5,22,40,77,15,24,41,1,5,2556.4,972.0,67.5
5c4bf6ba,40,1,0,6,1,36.6,-2.4,129,389,594,146,197,347,20,17,21859.2,9692.4,231.2
bf9d9070,57,3,3,6,2,48.5,-6.5,132,287,978,188,233,454,9,22,28362.0,6966.7,292.6
