id,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
8637e09a,Vincent Aboubakar,cm CMR,FW,pt Porto,26,1992,0.7,21,2,3,4,14,2,21,1,0,0.0,1,100.0,14,59,12,0,1,0,0,2,19,2,Matches
f9c927de,Michel Aebischer,ch SUI,MF,ch Young Boys,21,1997,2.5,161,6,31,101,29,5,161,4,2,50.0,2,50.0,70,327,167,3,3,1,4,0,101,1,Matches
4d034881,Sergio Agüero,ar ARG,FW,eng Manchester City,30,1988,5.6,246,0,2,93,151,44,244,22,11,50.0,11,50.0,186,992,386,19,15,11,12,11,201,50,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,"MF,FW",fr Monaco,24,1994,2.0,91,2,17,60,15,1,91,2,1,50.0,1,50.0,51,307,170,3,3,0,7,2,58,3,Matches
c46fa34c,Youssef Aït Bennasser,ma MAR,MF,fr Monaco,22,1996,2.7,225,12,54,153,19,0,225,1,1,100.0,0,0.0,166,769,361,5,3,0,2,2,164,0,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,de Dortmund,23,1995,5.0,621,29,210,396,19,0,621,4,2,50.0,2,50.0,488,2857,1693,6,10,0,8,0,511,0,Matches
7230b807,Emre Akbaba,tr TUR,FW,tr Galatasaray,25,1992,1.0,46,0,6,16,24,4,46,0,0,,0,,16,86,17,0,0,0,1,2,31,7,Matches
1453e3cf,Yunus Akgün,tr TUR,MF,tr Galatasaray,18,2000,0.1,1,0,0,0,1,0,1,0,0,,0,,0,0,0,0,0,0,0,0,1,0,Matches
e0d3e18d,Ilzat Akhmetov,ru RUS,MF,ru CSKA Moscow,20,1997,3.3,220,10,59,118,44,1,220,8,7,87.5,1,12.5,124,651,284,4,3,0,3,3,159,5,Matches
42ec696a,Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,32,1986,5.0,186,152,183,3,0,0,186,0,0,,0,,78,577,441,0,0,0,0,0,64,0,Matches
6ec6fde0,Kevin Akpoguma,ng NGA,DF,de Hoffenheim,23,1995,2.0,116,11,50,65,2,0,116,0,0,,0,,60,342,231,2,1,0,0,0,81,0,Matches
05439de2,David Alaba,at AUT,DF,de Bayern Munich,26,1992,7.0,517,27,139,260,120,11,517,5,3,60.0,2,40.0,277,1322,689,23,14,3,6,8,316,39,Matches
4601e194,Jordi Alba,es ESP,DF,es Barcelona,29,1989,11.0,1117,35,241,556,327,37,1117,10,7,70.0,3,30.0,580,2298,1403,30,20,9,9,4,812,118,Matches
4bd414c1,Raúl Albiol,es ESP,DF,it Napoli,32,1985,5.5,460,45,188,271,2,1,460,1,1,100.0,0,0.0,298,1080,671,0,0,0,1,0,350,0,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,de Dortmund,24,1993,4.0,127,2,5,51,72,12,126,3,1,33.3,2,66.7,68,184,51,1,1,1,8,4,96,15,Matches
77e84962,Thiago Alcántara,es ESP,MF,de Bayern Munich,27,1991,4.3,379,8,89,233,62,1,379,7,6,85.7,1,14.3,246,1184,577,9,5,1,6,8,271,0,Matches
f7d50789,Toby Alderweireld,be BEL,DF,eng Tottenham,29,1989,12.0,849,79,386,441,25,14,849,0,0,,0,,529,2488,1196,10,4,0,2,1,588,1,Matches
