id,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
f586779e,Tammy Abraham,eng ENG,FW,eng Chelsea,21,1997,6.3,200,13,17,104,82,38,200,8,3,37.5,5,62.5,88,354,143,3,5,2,20,11,132,25,Matches
2b09d998,Tyler Adams,us USA,"MF,DF",de RB Leipzig,20,1999,0.9,92,4,22,46,24,1,92,2,2,100.0,0,0.0,53,216,93,0,3,0,1,0,66,4,Matches
ee926a02,Arijan Ademi,mk MKD,"MF,DF",hr Dinamo Zagreb,28,1991,5.7,220,14,55,137,33,11,220,10,7,70.0,3,30.0,123,755,406,11,6,3,6,2,129,10,Matches
f76e6b4e,Adrián,es ESP,GK,eng Liverpool,32,1987,3.3,105,89,103,2,0,0,105,0,0,,0,,51,199,119,0,0,0,0,0,49,0,Matches
4d034881,Sergio Agüero,ar ARG,FW,eng Manchester City,31,1988,2.2,77,1,4,25,48,23,76,8,4,50.0,4,50.0,56,276,109,5,3,4,3,6,62,16,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,de Dortmund,24,1995,5.8,446,37,197,231,20,2,446,2,1,50.0,1,50.0,264,1398,793,5,5,0,3,2,321,1,Matches
05439de2,David Alaba,at AUT,DF,de Bayern Munich,27,1992,7.5,639,39,251,357,32,2,639,2,2,100.0,0,0.0,473,2422,1391,11,3,1,2,0,510,6,Matches
834d0be5,Lucas Alario,ar ARG,FW,de Leverkusen,26,1992,2.4,71,2,5,35,32,13,71,3,2,66.7,1,33.3,49,229,68,4,1,0,6,2,53,11,Matches
4601e194,Jordi Alba,es ESP,DF,es Barcelona,30,1989,3.9,265,13,75,125,67,6,265,3,1,33.3,2,66.7,144,565,261,2,4,0,2,2,178,21,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,de Dortmund,25,1993,1.3,32,2,3,14,15,5,32,1,1,100.0,0,0.0,17,56,6,0,0,0,1,1,19,3,Matches
77e84962,Thiago Alcántara,es ESP,MF,de Bayern Munich,28,1991,9.1,921,17,173,612,143,11,921,16,13,81.3,3,18.8,574,2464,1203,13,12,1,12,7,685,11,Matches
f7d50789,Toby Alderweireld,be BEL,DF,eng Tottenham,30,1989,6.0,401,67,220,181,3,0,401,0,0,,0,,278,950,391,0,0,0,1,0,280,1,Matches
6c811eb7,Carles Aleñá,es ESP,MF,es Barcelona,21,1998,1.0,103,0,17,72,16,1,103,3,3,100.0,0,0.0,85,295,156,1,2,0,2,1,93,5,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,eng Liverpool,20,1998,6.5,795,14,146,414,241,6,795,8,3,37.5,5,62.5,480,1706,1033,10,11,1,6,1,537,43,Matches
7a2e46a8,Alisson,br BRA,GK,eng Liverpool,26,1992,5.0,181,132,178,4,0,0,181,0,0,,0,,123,513,356,0,0,0,1,0,91,0,Matches
cc700722,Allan,br BRA,MF,it Napoli,28,1991,4.9,344,16,99,210,37,0,344,11,7,63.6,4,36.4,163,677,278,0,3,0,9,11,222,1,Matches
cea4ee8f,Dele Alli,eng ENG,"MF,FW",eng Tottenham,23,1996,5.7,303,5,24,165,115,17,303,17,6,35.3,11,64.7,206,958,390,14,10,2,16,13,217,35,Matches
67b3d74b,André Almeida,pt POR,DF,pt Benfica,28,1990,1.0,64,8,25,26,14,1,64,2,0,0.0,2,100.0,24,106,64,0,0,0,1,2,30,2,Matches
f4290206,Marcos Alonso,es ESP,DF,eng Chelsea,28,1990,4.4,346,9,100,142,107,17,346,5,3,60.0,2,40.0,195,961,524,9,10,2,5,7,207,39,Matches
8ce30c57,Éder Álvarez Balanta,co COL,MF,be Club Brugge,26,1993,3.2,188,2,43,116,33,2,188,2,2,100.0,0,0.0,119,584,298,7,5,0,6,3,113,3,Matches
8b3ab7ad,Edson Álvarez,mx MEX,MF,nl Ajax,21,1997,4.2,296,14,77,169,53,12,296,0,0,,0,,202,1019,496,2,6,1,5,3,213,2,Matches
555d5edd,Nadiem Amiri,de GER,"FW,MF",de Leverkusen,22,1996,2.6,180,2,29,96,60,4,180,8,6,75.0,2,25.0,120,559,265,9,5,0,5,4,126,14,Matches
10b9fa99,Ethan Ampadu,wls WAL,DF,de RB Leipzig,18,2000,2.0,224,14,86,136,2,0,224,0,0,,0,,149,859,552,2,0,0,0,0,175,0,Matches
e34fc66d,Joachim Andersen,dk DEN,DF,fr Lyon,23,1996,4.4,297,54,156,136,8,2,297,1,1,100.0,0,0.0,154,614,286,0,0,0,1,0,170,0,Matches
dc008610,Florin Andone,ro ROU,FW,tr Galatasaray,26,1993,1.8,58,1,4,27,27,10,58,3,1,33.3,2,66.7,32,261,56,5,2,4,5,1,41,8,Matches
ef9c1c95,Benjamin André,fr FRA,MF,fr Lille,28,1990,4.5,255,12,48,152,59,13,255,4,3,75.0,1,25.0,102,427,175,3,5,0,8,6,138,8,Matches
b35db3f6,Miguel Ángel Guerrero,es ESP,FW,gr Olympiacos,29,1990,3.5,106,8,12,60,34,10,106,2,1,50.0,1,50.0,54,277,126,4,4,1,7,5,77,16,Matches
30941e96,Angeliño,es ESP,"DF,MF",de RB Leipzig,22,1997,4.0,271,4,51,119,103,18,271,6,5,83.3,1,16.7,147,580,322,9,8,4,5,2,182,37,Matches
30941e96,Angeliño,es ESP,DF,eng Manchester City,22,1997,1.0,88,1,14,40,34,0,88,1,0,0.0,1,100.0,67,262,168,2,7,0,0,0,66,2,Matches
108fe016,Marcos Antônio,br BRA,MF,ua Shakhtar,19,2000,0.3,30,0,10,17,4,0,30,0,0,,0,,23,81,32,0,0,0,2,0,21,0,Matches
a5db0bec,Houssem Aouar,fr FRA,"MF,FW",fr Lyon,21,1998,7.9,433,4,63,247,132,23,433,58,35,60.3,23,39.7,311,2007,1158,33,17,12,22,24,333,35,Matches
c63f6e46,Youssef El-Arabi,ma MAR,FW,gr Olympiacos,32,1987,3.1,100,1,5,63,32,10,99,8,2,25.0,6,75.0,56,270,66,1,1,1,8,4,71,13,Matches
56413b1f,Charles Aránguiz,cl CHI,MF,de Leverkusen,30,1989,4.6,425,10,74,261,95,10,425,8,3,37.5,5,62.5,230,918,407,4,7,3,6,4,320,7,Matches
fa18c72e,Luiz Araújo,br BRA,"FW,MF",fr Lille,23,1996,3.1,125,2,11,69,48,7,125,13,8,61.5,5,38.5,86,603,330,7,8,2,7,6,95,7,Matches
2f965a72,Alphonse Areola,fr FRA,GK,es Real Madrid,26,1993,1.5,61,49,60,1,0,0,61,0,0,,0,,25,147,99,0,0,0,0,0,29,0,Matches
fdd60087,Santiago Arias,co COL,DF,es Atlético Madrid,27,1992,2.0,163,8,29,69,66,6,163,1,0,0.0,1,100.0,91,420,235,5,6,1,0,2,104,25,Matches
28d596a0,Kepa Arrizabalaga,es ESP,GK,eng Chelsea,24,1994,6.0,189,163,188,1,0,0,189,0,0,,0,,95,484,316,0,0,0,0,0,86,0,Matches
089550f5,Kwadwo Asamoah,gh GHA,"FW,DF",it Inter,30,1988,2.9,119,6,40,49,30,0,119,2,1,50.0,1,50.0,63,293,132,3,1,1,3,2,73,7,Matches
45af8a54,Marco Asensio,es ESP,FW,es Real Madrid,23,1996,0.3,16,0,1,8,7,2,16,1,0,0.0,1,100.0,11,64,28,1,1,1,0,0,15,2,Matches
552e00b9,Majeed Ashimeru,gh GHA,MF,at RB Salzburg,21,1997,0.7,46,1,4,28,14,0,46,0,0,,0,,27,124,41,1,0,0,0,3,38,1,Matches
8f5bfaac,Iyayi Atiemwen,ng NGA,FW,hr Dinamo Zagreb,23,1996,0.1,5,0,1,2,2,0,5,0,0,,0,,2,25,0,0,1,0,2,1,3,1,Matches
5c2b4f07,Serge Aurier,ci CIV,DF,eng Tottenham,26,1992,5.0,329,17,76,153,101,8,329,14,5,35.7,9,64.3,199,765,366,13,11,3,7,13,203,34,Matches
10549b49,Sardar Azmoun,ir IRN,FW,ru Zenit,24,1995,5.1,174,9,24,81,72,18,174,10,5,50.0,5,50.0,98,546,254,11,9,8,14,4,128,26,Matches
