id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
8f62b6ee,0,0,0,4.6,-0.4,17,47,82,18,19,25,3,2,2730.6,775.2,24.8
8fa8f8d2,0,0,0,2.5,-0.5,6,20,111,15,18,33,2,7,2908.2,676.8,142.8
903b6e8b,1,3,0,4.3,-2.7,26,85,133,26,33,58,0,10,4907.7,1699.5,218.0
913329c8,0,0,0,0.0,0.0,1,3,5,2,1,2,1,0,183.0,71.0,0.0
9321b8ed,0,2,0,5.3,-0.7,18,42,134,20,17,35,2,4,4060.2,462.4,59.6
93b95f72,0,1,0,12.8,-1.2,23,66,183,30,56,88,1,0,5398.5,1943.2,0.0
93db8be8,0,1,0,2.6,-1.4,13,20,23,3,9,17,0,0,1025.8,477.9,0.0
9413b19f,0,0,0,4.3,-0.7,3,4,100,12,21,45,1,7,2110.0,388.5,133.0
950ff24d,0,0,0,1.1,0.1,0,0,25,1,4,8,0,1,445.0,79.2,18.5
9f0ea33f,0,0,0,0.2,0.2,1,5,40,5,2,10,0,2,988.0,75.0,43.4
a469d983,0,0,0,0.1,0.1,5,14,29,9,11,12,0,2,954.1,409.2,30.0
a9a3b55d,0,0,0,6.6,2.6,17,52,117,23,21,59,0,1,3989.7,900.9,11.2
ad3389d5,0,1,0,6.7,-1.3,27,65,209,21,19,28,0,8,6541.7,632.7,160.8
afff46e6,0,1,0,9.8,2.8,45,134,175,16,46,91,2,3,7455.0,2387.4,36.9
b056e3da,0,0,0,1.7,1.7,6,22,61,10,10,29,2,0,1720.2,458.0,0.0
b3de00a7,0,0,0,1.3,0.3,2,5,19,6,6,14,0,2,374.3,253.2,29.4
b4a98bb4,0,0,0,1.7,-1.3,1,3,27,9,3,13,0,3,645.3,33.0,83.1
c2e41cfb,1,0,0,3.5,-3.5,5,23,32,5,12,17,0,2,1216.0,460.8,27.6
c41f7379,0,0,0,1.4,0.4,4,9,38,6,3,12,1,4,999.4,96.0,88.4
c585302b,0,0,0,0.1,0.1,3,22,19,0,6,14,0,2,976.6,286.8,27.2
c7b13c29,0,0,0,6.8,-0.2,24,60,113,22,33,55,1,5,3785.5,1478.4,78.5
cb4f24c6,0,0,0,3.4,-0.6,44,90,143,30,26,55,1,1,5619.9,1146.6,12.6
cd4959d1,0,0,2,12.0,2.0,23,95,103,24,76,120,8,2,3811.0,3883.6,15.6
cd7dade5,1,0,0,1.7,-0.3,2,5,26,5,12,5,0,3,540.8,326.4,72.0
cfe852d8,0,1,0,8.6,-2.4,40,104,121,23,47,60,6,5,5178.8,2448.7,67.0
d1274b84,0,1,0,4.2,-0.8,9,27,18,1,12,15,0,0,977.4,693.6,0.0
d3ce0e89,0,0,0,1.3,0.3,10,22,37,4,16,25,0,1,1139.6,756.8,21.0
d436eb94,0,0,0,1.7,-0.3,8,29,67,6,12,18,0,4,2351.7,368.4,87.2
dc29b608,1,0,0,8.1,-5.9,25,85,184,33,48,97,3,4,5869.6,2116.8,53.2
e5a76dfe,0,1,0,2.8,1.8,11,36,98,22,24,58,4,2,3204.6,828.0,27.0
e8918589,0,0,0,6.5,-1.5,19,53,94,16,26,56,3,10,3299.4,1154.4,197.0
ea83bfa6,0,0,2,12.0,3.0,87,214,298,21,89,126,4,11,11622.0,4467.8,206.8
eb2b33aa,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ef3909cd,0,0,0,12.2,0.2,35,91,198,36,52,92,5,26,6415.2,2074.8,598.0
f038585f,0,0,0,3.2,1.2,9,24,63,8,10,18,0,1,2016.0,324.0,14.0
f0e4c69e,1,1,0,0.4,-1.6,1,4,26,4,3,9,0,1,715.0,53.1,12.0
f352799f,0,0,0,3.7,0.7,11,53,81,20,26,41,2,7,3069.9,1534.0,151.9
f3a97d02,1,0,2,9.9,-3.1,35,95,226,49,74,120,1,11,7458.0,2035.0,179.3
f42e9f3f,0,0,0,7.8,0.8,32,101,129,15,53,90,2,2,5366.4,2544.0,25.2
f7b10c66,0,2,0,8.8,-1.2,36,121,205,46,58,113,3,7,7257.0,2685.4,107.8
f94e06da,0,1,0,9.5,-0.5,27,82,190,37,54,79,0,3,5928.0,2062.8,38.7
fcb38f57,0,1,0,11.7,-0.3,34,97,218,36,46,63,1,12,7433.8,1840.0,231.6
fd834d1d,0,0,0,2.8,-0.2,15,24,58,20,17,22,2,8,1740.0,559.3,135.2
fe7d8182,0,2,0,2.8,-1.2,8,18,49,10,9,18,0,1,1367.1,431.1,16.7
fefce889,0,0,0,2.6,-0.4,24,69,170,30,28,47,2,1,5593.0,1064.0,9.4
