id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
05bffdb1,0,0,0,8.1,-0.9,27,84,162,27,44,82,5,11,5459.4,1812.8,183.7
072e68ed,0,1,0,5.6,-0.4,5,29,53,10,11,24,2,3,2061.7,463.1,43.5
0743d0ec,0,0,0,2.5,0.5,13,51,68,18,36,68,3,3,2543.2,1645.2,36.0
10072610,0,0,0,6.5,0.5,12,59,117,21,19,56,2,6,4270.5,837.9,108.0
118b60ce,0,0,0,0.0,0.0,0,6,16,2,9,12,0,0,569.6,230.4,0.0
1d2d5cc8,0,0,0,0.0,0.0,5,12,55,4,4,10,1,0,1496.0,119.2,0.0
20b9f052,0,1,1,6.2,0.2,5,27,164,25,19,33,1,9,3821.2,456.0,187.2
20de219a,0,0,0,2.2,1.2,8,26,42,9,9,11,2,1,1629.6,486.9,14.2
2f965a72,0,0,1,9.3,2.3,45,134,224,36,93,150,8,10,8153.6,3840.9,125.0
2fabebc0,0,0,0,1.6,-1.4,2,5,22,5,8,9,1,3,534.6,130.4,80.4
332695f4,0,0,0,2.3,0.3,16,35,85,6,16,19,3,4,2847.5,593.6,68.8
339fe0e8,0,0,1,7.4,1.4,20,49,170,25,64,75,0,3,4556.0,1440.0,45.0
34ccf6fa,0,0,0,0.8,-0.2,5,20,52,17,19,28,0,3,1492.4,594.7,50.4
374ee424,0,1,0,4.3,0.3,36,72,148,18,41,55,2,2,4913.6,1963.9,19.0
3b0108d6,0,0,1,0.3,0.3,5,7,55,6,5,14,1,0,1347.5,117.0,0.0
4030c7ae,0,0,2,10.1,3.1,15,35,100,28,51,80,3,0,2960.0,1453.5,0.0
4535e4bb,0,0,0,8.0,1.0,15,29,67,15,20,37,0,5,2090.4,858.0,94.5
4980c6be,0,1,0,5.5,1.5,8,27,53,10,12,39,0,1,1860.3,543.6,11.0
510c6a3f,0,0,0,9.0,1.0,9,58,142,24,29,41,1,4,4813.8,1157.1,64.4
53af52f3,0,0,0,9.4,-1.6,25,50,131,22,37,60,3,2,4178.9,1269.1,26.2
53e360bb,0,0,0,6.3,-0.7,13,55,180,25,35,71,6,1,5238.0,1022.0,9.9
55b93ae0,0,0,0,2.1,0.1,20,50,48,3,25,41,0,1,2390.4,1075.0,21.0
56901a62,0,0,1,2.1,1.1,2,6,41,8,6,21,0,0,988.1,210.0,0.0
56f99ec7,0,0,0,1.6,-1.4,5,11,18,3,8,10,2,0,543.6,352.0,0.0
58f077c0,0,2,0,9.6,0.6,31,110,164,31,58,112,2,4,6182.8,2586.8,60.0
