id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
03de83d9,0,0,0,4.9,-0.1,19,55,79,13,41,52,0,3,2646.5,2123.8,41.7
0810b6df,0,0,0,11.4,0.4,32,68,205,29,38,73,5,2,5986.0,1694.8,18.8
08f5afaa,0,1,0,8.9,-0.1,28,52,205,29,51,64,0,15,5145.5,1723.8,300.0
0b221abd,1,1,0,6.4,-1.6,23,61,66,13,26,35,1,6,2772.0,1417.0,101.4
0be3255b,1,2,0,13.3,0.3,73,194,342,52,90,207,7,11,12825.0,4311.0,145.2
0e61c46b,0,0,0,0.8,-0.2,12,29,37,8,8,7,0,1,1531.8,479.2,14.7
110a95ca,1,1,1,16.0,1.0,37,110,119,26,64,103,6,4,4462.5,3590.4,46.0
136e7649,0,0,0,0.5,0.5,2,5,14,4,7,7,1,2,410.2,228.2,40.6
1c98558c,0,0,0,2.8,-1.2,13,45,71,15,23,46,2,8,2414.0,1393.8,169.6
1d2d5cc8,0,0,0,7.5,-0.5,55,130,171,24,57,79,4,1,6908.4,2718.9,11.3
1e064bfb,0,2,0,7.3,2.3,23,68,76,17,31,83,4,4,3055.2,1869.3,46.4
1e29552f,0,1,0,1.6,0.6,12,22,41,1,3,2,0,0,1529.3,189.0,0.0
27d2618c,1,1,0,2.2,0.2,14,24,43,5,6,14,0,0,1535.1,357.0,0.0
27d902c8,0,0,0,0.0,0.0,2,3,21,2,3,5,0,0,539.7,75.9,0.0
3061e1ec,0,1,1,9.4,1.4,32,118,147,25,62,105,6,12,5791.8,3496.8,158.4
314c2af0,0,0,0,1.8,-0.2,22,48,64,4,14,33,1,2,2880.0,807.8,29.4
31e3ab68,0,0,0,7.8,-3.2,44,102,123,12,45,68,1,5,4981.5,2412.0,83.5
3392603d,0,2,1,6.8,-2.2,34,92,172,26,38,69,8,4,6106.0,2071.0,49.2
339fe0e8,0,1,0,9.9,-3.1,41,109,203,36,94,101,0,7,6597.5,3741.2,113.4
3470f44e,0,0,0,2.4,-0.6,4,6,15,6,4,10,0,1,358.5,201.2,17.0
3cd9e95a,0,0,0,6.5,-1.5,34,125,146,19,61,63,2,8,6088.2,3531.9,124.8
42ec696a,0,1,0,10.2,1.2,53,116,131,21,43,56,2,4,5908.1,2223.1,47.2
47064058,0,0,0,5.3,-3.7,21,56,150,31,41,71,4,5,4440.0,1611.3,66.0
4806ec67,0,0,0,5.7,-1.3,20,68,72,11,28,35,2,8,3448.8,1685.6,143.2
4841ba80,0,0,0,3.3,-2.7,17,45,76,15,20,27,2,0,2644.8,1150.0,0.0
4d64b28e,1,1,0,2.0,-2.0,2,8,38,14,16,27,2,1,976.6,540.8,15.0
4e034598,0,0,0,6.2,0.2,15,50,52,8,20,43,3,2,2210.0,1160.0,22.8
50310821,0,0,1,1.5,-0.5,8,16,31,7,5,3,0,0,1134.6,226.0,0.0
53b03dac,0,2,2,5.5,1.5,60,180,162,27,66,97,7,10,7614.0,4125.0,144.0
58ad9383,0,0,0,7.3,-0.7,42,109,186,29,57,66,2,16,7012.2,2616.3,328.0
59f0c185,0,1,0,3.0,1.0,22,53,53,14,29,50,4,1,2236.6,1583.4,10.8
5a5d394c,0,1,0,3.5,-0.5,7,61,59,11,25,36,1,1,2784.8,1505.0,9.3
5e8936be,0,0,0,7.9,4.9,60,169,162,19,59,125,7,5,7986.6,3599.0,67.5
5e91ddf8,0,2,1,10.5,0.5,55,122,166,27,60,92,3,1,6308.0,3108.0,7.9
5f9970a0,0,1,0,7.2,0.2,7,16,33,11,15,25,2,0,897.6,762.0,0.0
60713cb3,0,1,0,3.7,-1.3,22,47,58,9,24,28,3,0,2285.2,1356.0,0.0
625c144a,0,1,1,8.2,-0.8,21,56,230,28,38,54,3,8,6210.0,1493.4,130.4
6503ae16,0,0,0,4.2,1.2,25,61,91,8,27,62,1,2,3803.8,1212.3,23.2
6bfaecc4,0,1,0,6.1,0.1,17,44,74,14,26,60,2,1,2553.0,1190.8,10.6
6c228bb6,0,0,1,2.5,0.5,20,35,55,14,19,26,1,0,1958.0,1024.1,0.0
6cd38213,0,3,0,16.9,-3.1,25,78,99,30,62,111,4,5,3415.5,2752.8,60.0
6e905b8d,0,0,0,2.2,0.2,3,14,56,16,16,26,4,3,1411.2,633.6,36.0
705f5269,0,0,0,0.0,0.0,9,18,19,5,8,18,1,0,737.2,491.2,0.0
71672fa0,1,0,0,3.3,0.3,18,59,66,23,29,36,2,2,2640.0,1731.3,21.8
76806215,0,0,1,5.5,-0.5,75,167,211,48,74,88,6,9,8123.5,3811.0,119.7
7750462c,0,2,0,10.0,-1.0,19,60,144,28,38,55,4,4,4752.0,1387.0,52.8
79b0d6a0,0,3,0,7.4,-0.6,59,118,194,19,47,65,1,1,7294.4,2190.2,11.1
82b1198a,0,0,0,11.1,2.1,57,118,247,54,72,98,5,11,7780.5,3168.0,158.4
87c7c2b1,0,0,0,1.8,0.8,15,42,37,6,19,32,1,1,1672.4,1208.4,8.7
88b748d2,0,0,0,12.4,-0.6,44,153,153,25,64,142,11,5,6533.1,3584.0,56.0
8a2248b4,2,0,1,5.1,0.1,15,40,69,18,33,46,1,1,2007.9,1465.2,13.4
8a6ab963,0,1,0,11.1,4.1,45,103,181,43,54,117,9,3,6316.9,2732.4,29.1
8b3fd3af,0,1,0,7.7,-1.3,14,33,76,23,29,47,3,2,2356.0,1261.5,28.6
9109185e,0,1,0,13.7,0.7,92,212,221,21,59,123,7,8,10298.6,3835.0,112.0
92c62328,0,1,1,10.4,3.4,49,123,245,40,79,142,12,12,8109.5,3555.0,157.2
950ff24d,0,1,0,7.0,2.0,14,35,86,20,39,42,0,1,2408.0,1466.4,9.9
972d595a,0,0,0,0.5,-0.5,14,27,28,4,7,16,2,0,1402.8,426.3,0.0
9d0f626a,1,1,0,10.5,0.5,35,144,209,15,38,73,4,3,8151.0,2033.0,36.6
9d12e142,0,1,0,6.2,1.2,19,82,145,19,34,39,5,6,5176.5,1788.4,78.0
9f0ea33f,0,0,0,4.3,0.3,11,26,29,10,12,19,0,3,1151.3,708.0,57.0
a3b0ed18,0,0,0,8.2,2.2,42,107,116,36,65,129,8,7,4582.0,3373.5,103.6
a4bd9edd,0,0,0,0.1,0.1,7,15,35,5,11,12,1,0,1067.5,388.3,0.0
a565da59,0,2,0,6.4,2.4,44,120,103,11,53,99,1,4,4686.5,3158.8,59.6
a9a3b55d,0,0,0,5.7,0.7,26,62,81,12,34,45,7,1,3183.3,1727.2,10.4
aad4f74f,0,1,0,5.9,-0.1,22,54,106,32,44,89,0,2,3201.2,2296.8,24.6
b583aef5,0,1,0,4.9,-1.1,23,67,131,16,29,67,5,3,4847.0,1145.5,33.3
bb25c778,0,0,0,5.0,1.0,49,104,155,9,32,51,2,4,6014.0,1542.4,54.4
