id,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
03df04ff,0,1,1,4.1,0.1,7,14,37,8,12,12,0,0,1198.8,333.6,0.0
068830ca,1,0,0,17.8,-0.2,29,92,115,15,53,76,1,1,4232.0,2692.4,9.6
110338ae,0,0,0,1.3,0.3,4,17,25,4,8,9,0,2,865.0,490.4,34.0
113fb4ea,0,1,0,6.4,-0.6,12,36,58,8,17,23,1,8,2244.6,843.2,152.0
1858bbf7,0,2,0,8.1,3.1,78,205,163,28,93,127,2,10,8035.9,5124.3,178.0
1c98558c,2,2,1,6.8,-0.2,24,76,119,17,28,51,2,18,4545.8,1509.2,349.2
1caa93a5,0,0,1,7.7,-0.3,60,147,188,35,66,140,3,4,7444.8,3577.2,49.2
1e064bfb,0,0,0,0.3,0.3,10,17,24,5,4,6,0,0,1005.6,272.0,0.0
1e26e376,0,1,0,2.6,0.6,17,60,195,46,71,95,3,18,5538.0,1917.0,351.0
20b9f052,0,0,1,8.4,2.4,51,100,235,38,72,100,4,19,7567.0,2498.4,357.2
213cd822,0,0,0,7.9,-2.1,45,98,135,20,52,85,2,4,5076.0,2719.6,50.4
22a94b80,0,0,0,4.3,0.3,19,58,65,10,51,56,0,1,2463.5,2509.2,20.3
22db7a5e,0,2,1,4.5,0.5,33,102,108,15,45,80,0,1,4633.2,2601.0,7.9
2628fd2b,0,2,0,2.2,0.2,7,13,45,10,17,29,1,1,1192.5,520.2,12.3
27d902c8,0,0,0,4.5,-1.5,6,20,54,10,16,27,1,6,1571.4,472.0,117.6
28a65a2c,0,0,0,2.8,0.8,10,26,68,16,15,15,0,1,2155.6,694.5,12.4
2bea06e0,0,0,0,0.8,-1.2,8,16,35,9,8,18,1,2,1102.5,388.8,34.8
30061f53,0,1,2,13.3,2.3,36,119,114,28,68,124,2,5,4788.0,3706.0,55.5
30223b33,0,0,1,1.4,0.4,11,21,68,10,11,19,0,1,2006.0,493.9,12.2
30263816,0,0,0,0.4,-0.6,12,43,38,3,10,18,0,1,2067.2,655.0,23.0
31e3ab68,0,0,0,2.0,1.0,4,25,12,1,21,29,0,0,495.6,1161.3,0.0
32e7ce92,0,2,0,8.3,-2.7,28,75,131,26,44,66,1,11,4336.1,2028.4,203.5
3318286e,1,2,0,6.5,-0.5,35,76,92,15,35,61,1,0,3744.4,1641.5,0.0
33887998,0,0,0,4.0,-2.0,11,22,73,11,17,37,1,2,2409.0,460.7,23.4
339fe0e8,0,1,0,4.8,-2.2,21,55,111,17,33,56,2,0,3873.9,1188.0,0.0
34c3b935,0,3,0,6.5,-4.5,40,110,199,37,49,82,3,2,7382.9,2445.1,24.2
3acadb7f,0,1,0,3.2,-0.8,22,62,89,18,43,72,0,0,3284.1,2253.2,0.0
3d214e5f,0,0,0,9.5,-1.5,32,102,215,42,71,61,0,4,7073.5,2335.9,56.8
4030c7ae,1,2,0,8.8,1.8,36,85,147,23,60,95,1,3,4806.9,2778.0,37.2
420c18a1,0,2,0,9.9,0.9,41,94,264,26,50,59,3,6,8157.6,1710.0,89.4
42ec696a,0,0,0,8.5,-0.5,29,73,107,15,30,43,0,7,4451.2,1701.0,123.2
4b1793b0,0,1,0,3.0,-2.0,8,16,44,6,12,21,0,1,1333.2,327.6,14.7
4f8ce0e1,0,2,0,12.3,1.3,35,119,110,13,66,87,1,2,4818.0,3696.0,20.8
55bd7d45,0,1,0,13.2,0.2,46,154,178,37,70,116,4,1,7796.4,4130.0,6.8
595ccab1,0,0,0,1.3,0.3,4,9,31,9,4,15,4,1,957.9,186.0,12.0
5bfb7572,0,0,0,6.3,0.3,2,9,8,3,19,12,0,0,267.2,651.7,0.0
5e91ddf8,0,3,1,5.9,-3.1,51,115,153,23,53,57,0,7,6028.2,2771.9,113.4
6bd05d38,0,0,0,1.7,1.7,10,28,25,3,9,15,0,0,1252.5,578.7,0.0
6bfaecc4,0,0,0,1.1,0.1,5,8,29,9,14,14,0,1,861.3,469.0,23.0
6e240751,0,0,0,4.4,0.4,16,49,97,21,44,61,1,1,2754.8,2006.4,10.2
6fe5c35b,0,1,0,12.4,0.4,92,236,250,25,87,102,2,13,11675.0,4584.9,222.3
73683fa9,0,0,1,4.4,2.4,21,72,96,9,30,49,4,4,3744.0,1650.0,62.0
741275f5,1,0,0,0.3,-0.7,6,9,10,1,11,13,1,0,312.0,498.3,0.0
74419746,0,0,1,3.0,0.0,17,32,135,10,20,60,2,1,3496.5,584.0,9.3
74733221,0,1,0,1.2,0.2,14,42,74,8,9,24,1,3,2856.4,467.1,39.6
7956236f,0,1,0,5.4,-1.6,18,61,114,30,60,91,5,3,4001.4,2160.0,37.8
79b0d6a0,0,2,0,12.7,2.7,56,131,150,31,79,165,2,0,5670.0,4100.1,0.0
79c536d7,1,0,0,5.5,1.5,19,47,64,12,29,47,2,6,2572.8,1313.7,109.2
7b456af7,0,0,0,1.2,0.2,11,20,34,1,13,26,0,1,1135.6,591.5,13.6
7b4de647,1,2,1,6.7,-2.3,29,82,83,13,47,59,3,3,3519.2,2425.2,38.7
7ba6d84e,0,0,0,2.4,0.4,4,18,31,6,22,18,0,1,995.1,822.8,24.0
81b906e7,0,0,1,4.3,-0.7,17,26,63,12,15,33,2,1,2091.6,426.0,12.3
853b7c48,0,1,0,11.9,-2.1,75,144,233,31,58,98,6,11,8504.5,2807.2,166.1
8870154f,0,0,0,1.4,0.4,2,8,26,7,7,11,0,2,780.0,338.1,31.6
88b748d2,0,1,0,9.9,-3.1,31,77,104,23,57,63,1,3,3608.8,2496.6,32.1
8d957256,0,0,0,4.2,0.2,43,115,126,13,32,44,1,8,6098.4,2195.2,125.6
8f8c6934,0,0,1,3.4,0.4,43,109,94,6,30,36,1,7,5000.8,1572.0,123.9
903b6e8b,1,0,0,3.7,0.7,13,75,106,13,36,64,3,2,4059.8,1994.4,22.4
911680d8,0,1,0,1.6,0.6,7,28,34,4,11,21,2,1,1523.2,514.8,14.0
94b3ccdb,0,2,1,4.5,-0.5,8,37,91,18,24,41,3,3,2757.3,1063.2,39.6
98b94ef4,0,0,0,0.2,-0.8,1,2,6,1,1,2,0,0,157.2,62.0,0.0
9dab6e3b,0,0,1,0.3,-0.7,3,7,14,6,12,16,1,0,341.6,423.6,0.0
9fa26bc2,0,1,0,5.7,-0.3,21,68,76,16,43,58,3,2,3245.2,2334.9,26.4
a04e2dd2,0,0,2,9.5,0.5,56,159,193,38,64,84,2,1,8299.0,3225.6,11.2
a56bd2ee,0,0,1,12.6,5.6,92,271,319,40,102,155,9,14,13461.8,5763.0,219.8
a70b8345,0,2,0,4.5,-2.5,44,101,162,29,43,59,6,3,5815.8,1840.4,38.4
ad3389d5,0,1,0,5.9,0.9,29,74,210,31,21,58,1,7,6615.0,699.3,121.8
b15780e3,0,1,0,2.5,0.5,9,12,14,7,13,13,0,1,407.4,538.2,17.0
b583aef5,0,1,1,18.0,3.0,83,195,285,44,88,142,8,4,11770.5,3960.0,46.4
b8798a46,0,1,0,2.7,-1.3,17,46,79,20,29,43,3,1,2662.3,1307.9,8.5
bd3e08b6,0,1,0,2.6,-1.4,7,19,28,3,7,18,1,0,1136.8,426.3,0.0
c089980e,0,0,0,6.4,-2.6,42,103,139,17,41,56,2,10,5365.4,2218.1,184.0
c3e39f12,0,0,0,9.5,1.5,36,133,145,24,53,87,0,7,6061.0,3354.9,114.1
c631f952,1,0,0,6.1,2.1,30,87,196,26,79,93,2,5,6095.6,3239.0,67.0
c89e8aae,0,2,0,4.2,-2.8,22,59,127,18,34,51,0,5,4178.3,1377.0,76.5
c8a88acd,0,1,0,2.6,0.6,8,19,58,11,25,38,3,0,1687.8,765.0,0.0
cac76a72,0,0,2,3.6,-0.4,33,65,83,9,35,39,0,2,3062.7,1883.0,29.2
cc1a0c57,0,0,0,4.0,-2.0,22,67,93,20,34,43,3,2,3552.6,1502.8,28.8
ce17b5eb,1,1,0,10.5,0.5,37,98,133,17,53,65,0,3,5080.6,2358.5,44.7
cf1c23d8,0,0,0,0.6,-0.4,1,11,35,9,11,31,1,1,913.5,337.7,14.8
