id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
65d62814,0,1,1,0,0,0,0,0,0,0,0
8875b8c9,1,3,2,1,1,0,1,0,0,0,0
011d8c56,16,51,36,5,4,4,3,1,0,0,1
2f965a72,5,14,9,3,1,0,1,2,2,0,0
9f0ea33f,41,145,104,17,4,13,11,6,5,1,0
967f34d3,43,135,92,6,14,13,10,5,5,0,0
f6798fc3,3,20,17,4,1,0,4,1,1,0,0
81a606fc,3,13,10,1,0,2,1,0,0,0,0
04ac8285,30,109,78,10,7,7,5,8,6,2,0
1840e36d,20,96,76,23,8,3,18,0,0,0,0
75751c99,33,99,65,7,9,11,7,2,1,1,0
ac295d9e,51,122,71,9,9,17,10,5,4,1,0
c9cb972b,23,81,58,4,4,6,3,1,1,0,0
67669ce7,3,14,11,1,0,2,1,0,0,0,0
af245161,3,6,3,0,0,1,0,1,1,0,0
a01c3d54,51,205,153,12,7,17,5,5,3,2,0
307fcd26,8,19,12,1,2,1,1,3,3,0,0
a4995f48,27,80,53,7,3,8,7,1,1,0,0
9109185e,9,19,10,0,3,1,0,0,0,0,0
73683fa9,58,160,103,4,9,23,4,7,6,1,0
4df0dff8,12,24,12,1,0,4,1,0,0,0,0
8fae77ea,39,125,85,8,15,12,11,7,6,1,0
a9dc785c,2,3,1,1,1,0,1,0,0,0,0
ee8508c0,27,111,87,18,16,4,17,4,3,0,1
b5bdf144,0,3,3,1,1,0,2,0,0,0,0
97852360,37,102,62,7,7,13,6,11,8,3,0
f9b42381,2,5,3,0,1,0,0,0,0,0,0
8f29e08b,3,9,6,1,1,0,0,1,1,0,0
aae17c81,1,1,0,0,0,0,0,1,1,0,0
605eb473,60,179,119,9,5,22,5,15,14,1,0
374ee424,32,93,60,11,4,10,6,8,7,1,0
ba3ca78f,19,54,35,2,1,5,2,3,3,0,0
cda0b317,48,130,83,9,11,13,5,11,11,0,0
24279b8b,24,54,30,5,9,4,4,3,3,0,0
ea83bfa6,42,142,99,15,8,12,12,5,4,1,0
5dcf3e90,29,109,82,13,9,12,12,7,5,0,2
9970da54,3,5,2,1,1,1,1,1,1,0,0
8f8c6934,37,109,73,14,12,12,15,6,5,1,0
5512b1a9,18,39,22,1,3,7,1,5,5,0,0
6f51e382,36,116,79,24,6,6,14,7,6,1,0
7b456af7,31,96,65,15,12,6,12,3,2,1,0
bfb15d99,2,10,8,2,0,0,1,1,0,0,1
cde52ef5,5,11,6,0,1,2,1,0,0,0,0
61bb7498,5,16,10,2,0,1,1,1,0,1,0
