id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
011d8c56,8,33,24,3,2,4,2,3,2,1,0
04ac8285,1,7,6,1,0,0,0,0,0,0,0
113fb4ea,10,20,10,0,0,4,0,2,2,0,0
1fa85681,4,5,1,0,0,1,0,0,0,0,0
20b9f052,31,124,92,9,8,11,9,4,3,1,0
24279b8b,58,134,77,3,9,15,4,3,2,1,0
26f2473f,13,36,25,1,3,4,2,0,0,0,0
28d596a0,43,136,94,7,9,14,7,3,1,2,0
307fcd26,6,16,10,0,1,2,0,1,1,0,0
581c5276,1,5,4,1,0,0,0,0,0,0,0
58bc7d18,11,29,19,6,2,2,3,0,0,0,0
5f0241b2,39,92,52,10,3,10,9,5,3,1,1
60713cb3,3,5,2,0,1,1,0,0,0,0,0
61bb7498,0,5,5,0,1,0,1,0,0,0,0
625c144a,45,105,61,10,5,11,6,5,4,1,0
65d62814,53,132,82,14,4,12,9,4,3,1,0
6f51e382,28,126,98,27,9,1,19,2,2,0,0
6fb59070,15,53,38,2,6,3,3,0,0,0,0
73683fa9,11,40,30,3,5,2,3,2,1,1,0
75751c99,43,139,95,11,7,17,14,6,5,1,0
7956236f,7,19,12,2,1,2,2,1,1,0,0
7a9fae62,6,9,3,0,0,2,0,1,1,0,0
7c218bf9,0,8,8,3,1,0,3,0,0,0,0
8875b8c9,29,75,47,3,6,7,3,1,1,0,0
8d957256,47,149,103,4,5,18,4,3,3,0,0
8f8c6934,19,58,40,7,4,4,5,3,2,0,1
9109185e,6,30,23,3,4,1,4,3,2,1,0
967f34d3,31,86,55,10,4,8,4,4,3,0,1
97852360,50,171,121,15,2,20,12,10,7,2,1
983ccabe,2,8,6,1,0,0,0,0,0,0,0
9970da54,0,1,1,0,0,1,0,0,0,0,0
9f0ea33f,30,93,60,12,3,8,6,6,3,3,0
a9dc785c,33,143,108,18,7,8,10,5,3,2,0
aad4f74f,14,48,34,6,3,3,5,1,1,0,0
ab13a5aa,26,111,84,13,9,11,12,3,1,1,1
ac295d9e,49,124,78,13,8,15,10,4,4,0,0
b5bdf144,39,122,85,9,7,10,7,6,5,0,1
ba3ca78f,51,150,98,5,5,24,6,5,4,1,0
bfa29677,8,16,8,1,1,2,1,0,0,0,0
bfb15d99,4,8,4,0,0,1,0,0,0,0,0
c0b1a6da,0,3,3,1,0,0,1,0,0,0,0
c818c4d9,2,4,2,0,1,0,0,0,0,0,0
c9cb972b,5,21,16,4,0,1,2,0,0,0,0
c9e39d91,0,0,0,0,0,0,0,0,0,0,0
cfd68aa7,2,9,7,0,1,1,1,1,1,0,0
d24e154c,9,26,18,3,0,3,1,1,1,0,0
dc4511f3,6,11,5,1,0,2,2,0,0,0,0
ecada4fc,31,111,79,16,7,4,7,4,2,2,0
ee8508c0,22,126,102,22,10,5,22,4,1,3,0
f6798fc3,46,139,94,13,6,11,9,5,4,0,1
f69e9eee,27,66,39,1,2,8,1,2,2,0,0
