id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
04ac8285,29,77,49,4,8,5,3,6,5,1,0
10072610,19,56,39,8,4,5,5,1,1,0,0
17a1299d,1,2,1,0,1,0,0,0,0,0,0
1840e36d,29,120,91,26,7,3,16,3,2,1,0
30061f53,3,6,3,0,0,1,0,0,0,0,0
3061e1ec,2,9,6,0,1,1,0,2,1,1,0
3318286e,55,177,122,8,12,15,7,7,5,2,0
374ee424,32,112,79,15,11,9,19,5,4,1,0
4535e4bb,5,15,10,2,0,1,1,1,1,0,0
4eae5bc4,0,0,0,0,0,0,1,0,0,0,0
58bc7d18,17,60,43,3,4,7,3,0,0,0,0
5dcf3e90,31,111,81,13,11,10,12,3,3,0,0
5f0241b2,29,57,29,4,0,10,1,4,3,1,0
605eb473,26,75,49,6,9,6,8,3,2,1,0
625c144a,28,100,72,14,9,9,14,4,3,1,0
67669ce7,6,16,10,0,2,1,1,2,2,0,0
6c4776b1,51,170,117,8,15,15,13,13,11,2,0
6f51e382,34,109,74,19,9,7,11,3,2,1,0
73683fa9,49,157,110,10,12,14,9,4,3,0,1
87b498b0,3,3,0,0,0,1,0,0,0,0,0
8f29e08b,3,4,2,0,1,1,0,0,0,0,0
8f8c6934,41,132,91,8,15,15,13,4,2,1,1
924ff27e,5,14,10,0,0,2,0,1,1,0,0
97852360,60,148,85,8,5,21,5,8,5,3,0
9970da54,4,16,12,0,1,2,1,1,1,0,0
9f0ea33f,9,28,19,2,2,2,0,1,1,0,0
a01c3d54,29,81,51,1,5,7,2,2,1,1,0
a2c1a8d3,5,20,15,1,2,1,1,0,0,0,0
a4995f48,48,147,97,12,10,14,12,7,4,3,0
a9dc785c,4,14,10,2,1,0,0,0,0,0,0
ac295d9e,5,19,14,4,2,0,4,0,0,0,0
b5bdf144,1,9,8,0,0,1,1,1,1,0,0
b6160ad0,43,136,91,12,10,16,14,8,4,4,0
c67cd65c,0,0,0,0,0,0,0,0,0,0,0
c818c4d9,13,37,24,0,1,7,0,0,0,0,0
c9cb972b,4,11,8,2,0,1,1,0,0,0,0
d4b73232,20,75,55,5,7,6,8,2,2,0,0
d6e3d7fb,1,4,3,0,1,0,0,0,0,0,0
e1846dde,46,120,74,6,6,12,5,4,4,0,0
e4346678,35,114,78,8,5,11,5,9,7,1,1
ea83bfa6,21,76,55,11,4,6,8,2,2,0,0
ee8508c0,43,106,65,21,8,9,12,8,7,1,0
f38284bb,1,2,1,1,0,0,0,0,0,0,0
f6798fc3,24,100,75,14,13,4,13,4,2,1,1
fc70e345,37,126,88,11,8,11,9,9,7,2,0
