id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
5f09991f,Patrick van Aanholt,nl NED,DF,Crystal Palace,27,1990,36,3195,89,93.4,35.5,36,89,33,0,,2,1.19,44,46,-2,-0.06,-0.06,44.1,46.3,-2.2,-0.06,+0.07,Matches
f76e6b4e,Adrián,es ESP,GK,West Ham,31,1987,0,,,,,0,,0,0,,38,,,,,,,,,,,,Matches
4d034881,Sergio Agüero,ar ARG,FW,Manchester City,30,1988,33,2459,75,71.9,27.3,31,78,8,2,27,1,2.61,72,15,+57,+2.09,+0.68,58.9,17.7,+41.2,+1.51,-0.22,Matches
eaeca114,Nathan Aké,nl NED,DF,Bournemouth,23,1995,38,3411,90,99.7,37.9,38,90,37,0,,0,1.18,56,70,-14,-0.37,-0.37,53.3,57.1,-3.9,-0.10,-0.02,Matches
b827d5b3,Marc Albrighton,eng ENG,"FW,MF",Leicester City,28,1989,27,1625,60,47.5,18.1,18,78,8,9,25,2,1.37,17,17,0,0.00,-0.15,19.9,23.1,-3.2,-0.18,-0.78,Matches
f7d50789,Toby Alderweireld,be BEL,DF,Tottenham,29,1989,34,2922,86,85.4,32.5,33,88,30,1,19,3,1.91,56,31,+25,+0.77,+0.23,46.7,37.0,+9.7,+0.30,+0.64,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,Liverpool,19,1998,29,2462,85,72.0,27.4,27,88,20,2,40,4,2.69,67,14,+53,+1.94,+0.62,58.8,21.2,+37.6,+1.38,+0.69,Matches
7a2e46a8,Alisson,br BRA,GK,Liverpool,25,1992,38,3420,90,100.0,38.0,38,90,38,0,,0,2.55,89,22,+67,+1.76,,73.7,28.8,+44.9,+1.18,,Matches
cea4ee8f,Dele Alli,eng ENG,MF,Tottenham,22,1996,25,1825,73,53.4,20.3,22,81,10,3,13,0,1.72,32,21,+11,+0.54,-0.42,28.7,22.1,+6.5,+0.32,+0.25,Matches
862a1c15,Miguel Almirón,py PAR,MF,Newcastle Utd,24,1994,10,759,76,22.2,8.4,9,82,4,1,18,0,1.70,11,11,0,0.00,+0.20,11.3,9.2,+2.0,+0.24,+0.80,Matches
f4290206,Marcos Alonso,es ESP,DF,Chelsea,27,1990,31,2759,89,80.7,30.7,31,89,29,0,,1,1.97,52,28,+24,+0.78,+0.78,48.4,29.3,+19.2,+0.63,+0.21,Matches
1a4ef233,Daniel Amartey,gh GHA,DF,Leicester City,23,1994,9,641,71,18.7,7.1,7,86,6,2,19,1,1.44,10,9,+1,+0.14,+0.08,7.0,8.2,-1.2,-0.17,-0.50,Matches
77128f7e,Luke Amos,eng ENG,MF,Tottenham,21,1997,1,3,3,0.1,0.0,0,,0,1,2,1,3.00,0,0,0,0.00,-0.74,0.0,0.0,0.0,0.00,-0.20,Matches
10b9fa99,Ethan Ampadu,wls WAL,"DF,MF",Chelsea,17,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
9f1893b9,Felipe Anderson,br BRA,"MF,FW",West Ham,25,1993,36,3043,85,89.0,33.8,36,85,25,0,,0,1.36,48,49,-1,-0.03,+0.45,43.5,54.6,-11.0,-0.33,+0.45,Matches
dc008610,Florin Andone,ro ROU,FW,Brighton,25,1993,23,881,38,25.8,9.8,8,68,0,15,23,5,0.78,7,14,-7,-0.72,-0.08,8.2,14.4,-6.2,-0.63,-0.01,Matches
ac05f970,Michail Antonio,jm JAM,"MF,FW",West Ham,28,1990,33,2103,64,61.5,23.4,22,84,15,11,24,2,1.30,29,30,-1,-0.04,+0.09,29.2,41.6,-12.4,-0.53,-0.40,Matches
97333cf5,Stuart Armstrong,sct SCO,MF,Southampton,26,1992,29,1432,49,41.9,15.9,16,75,3,13,18,5,0.93,21,26,-5,-0.31,+0.36,17.7,23.9,-6.2,-0.39,-0.30,Matches
00459419,Marko Arnautović,at AUT,FW,West Ham,29,1989,28,1990,71,58.2,22.1,24,78,10,4,28,0,1.43,28,33,-5,-0.23,-0.35,27.4,33.4,-6.0,-0.27,+0.25,Matches
28d596a0,Kepa Arrizabalaga,es ESP,GK,Chelsea,23,1994,36,3240,90,94.7,36.0,36,90,36,0,,2,1.89,61,39,+22,+0.61,-0.39,56.4,35.4,+21.1,+0.59,+0.03,Matches
2f4c5a52,Harry Arter,ie IRL,MF,Cardiff City,28,1989,25,1997,80,58.4,22.2,24,83,12,1,0,2,0.88,20,39,-19,-0.86,+0.16,24.8,30.6,-5.7,-0.26,+0.59,Matches
8816329f,Christian Atsu,gh GHA,MF,Newcastle Utd,26,1992,28,1493,53,43.7,16.6,15,85,8,13,17,5,1.14,19,18,+1,+0.06,+0.39,14.5,24.0,-9.5,-0.57,-0.34,Matches
d5dd5f1f,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,29,1989,36,2726,76,79.7,30.3,30,85,19,6,30,0,1.86,58,42,+16,+0.53,-0.25,50.4,44.3,+6.1,+0.20,+0.24,Matches
