id,Gls,Sh,SoT,FK,PK,PKatt,xG,npxG,G-xG,np:G-xG,TotDist
00459419,10,61,31,3,1,1,8.9,8.1,1.1,0.9,1067.5
00963611,0,2,0,0,0,0,0.1,0.1,-0.1,-0.1,30.2
01226327,1,16,2,3,0,0,1.2,1.2,-0.2,-0.2,353.6
02b29014,5,52,16,0,0,0,6.2,6.2,-1.2,-1.2,915.2
03e48abb,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0420d84f,2,15,7,0,0,0,1.6,1.6,0.4,0.4,249.0
0442183b,0,5,1,0,0,0,0.2,0.2,-0.2,-0.2,199.0
059948df,0,1,0,0,0,0,0.1,0.1,-0.1,-0.1,15.2
074d8166,0,1,0,0,0,0,0.0,0.0,0.0,0.0,27.4
07802f7f,7,53,19,0,3,3,9.4,7.0,-2.4,-3.0,816.2
07ace8c3,0,1,0,0,0,0,0.0,0.0,0.0,0.0,20.4
08452314,0,21,6,0,0,0,0.8,0.8,-0.8,-0.8,491.4
08aa17d0,0,2,0,0,0,0,0.1,0.1,-0.1,-0.1,50.8
099e666f,0,3,0,0,0,0,0.1,0.1,-0.1,-0.1,68.4
09fec029,1,34,8,0,0,0,5.0,5.0,-4.0,-4.0,329.8
0bad4516,1,15,4,0,0,0,1.3,1.3,-0.3,-0.3,187.5
0d267745,0,15,3,0,0,0,1.3,1.3,-1.3,-1.3,184.5
0d4ceb32,1,6,3,0,0,0,1.8,1.8,-0.8,-0.8,63.0
0d85a4e8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0db5d2c8,3,8,4,0,0,0,1.4,1.4,1.6,1.6,108.8
0f7533cd,5,26,8,1,1,1,3.8,3.0,1.2,1.0,410.8
101da2b5,1,30,7,0,0,0,1.6,1.6,-0.6,-0.6,696.0
10efd0e1,1,19,6,3,0,0,0.9,0.9,0.1,0.1,488.3
111c3236,0,4,3,0,0,0,0.1,0.1,-0.1,-0.1,108.0
119b9a8e,3,26,7,0,0,0,3.0,3.0,0.0,0.0,416.0
11b9265b,0,1,0,0,0,0,0.0,0.0,0.0,0.0,28.7
129af0db,5,35,16,0,0,0,6.1,6.1,-1.1,-1.1,479.5
12aa7661,3,17,5,4,0,0,1.0,1.0,2.0,2.0,397.8
12c50af5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1598599e,0,2,0,0,0,0,0.1,0.1,-0.1,-0.1,45.0
15d561fa,0,2,0,0,0,0,0.1,0.1,-0.1,-0.1,30.0
15ea812b,3,22,9,0,0,0,3.3,3.3,-0.3,-0.3,158.4
15f3ec41,0,6,3,0,0,0,0.7,0.7,-0.7,-0.7,75.6
16380240,5,11,6,0,0,0,1.7,1.7,3.3,3.3,150.7
165bed61,0,3,0,0,0,0,0.1,0.1,-0.1,-0.1,63.0
16ceb862,2,32,10,0,0,0,4.6,4.6,-2.6,-2.6,364.8
17370b95,0,8,3,0,0,0,0.4,0.4,-0.4,-0.4,140.8
1770bd68,1,12,3,0,0,0,0.8,0.8,0.2,0.2,207.6
178ae8f8,9,58,24,0,0,0,8.8,8.8,0.2,0.2,812.0
189cee7b,7,37,17,0,0,0,6.6,6.6,0.4,0.4,473.6
18b896d6,1,27,6,0,0,0,2.5,2.5,-1.5,-1.5,499.5
18b999f4,0,1,0,0,0,0,0.1,0.1,-0.1,-0.1,8.0
1900032e,0,14,1,2,0,0,0.7,0.7,-0.7,-0.7,221.2
1931bde9,0,5,0,0,0,0,0.2,0.2,-0.2,-0.2,114.0
1961b2aa,1,21,5,0,0,0,1.6,1.6,-0.6,-0.6,447.3
19b8b0b9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
19ba6c6d,2,61,23,0,0,0,5.8,5.8,-3.8,-3.8,902.8
1a2935f6,1,6,1,0,0,0,0.7,0.7,0.3,0.3,75.6
1a4ef233,0,4,1,0,0,0,0.3,0.3,-0.3,-0.3,77.6
1ae30132,0,12,1,0,0,0,0.3,0.3,-0.3,-0.3,316.8
1b7ec703,2,18,6,0,0,0,1.2,1.2,0.8,0.8,376.2
1b84dbe1,4,34,10,11,0,0,1.3,1.3,2.7,2.7,850.0
1bebde9d,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1c7012b8,2,22,5,0,0,0,1.2,1.2,0.8,0.8,402.6
1cb49278,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1d6ac165,3,22,7,0,0,0,2.4,2.4,0.6,0.6,259.6
1d8c99b0,0,9,2,1,0,0,0.3,0.3,-0.3,-0.3,257.4
1e0b6a73,0,3,1,1,0,0,0.1,0.1,-0.1,-0.1,81.6
1ecb65be,5,43,21,0,0,0,5.7,5.7,-0.7,-0.7,649.3
1f9a3a04,1,14,4,0,0,0,1.3,1.3,-0.3,-0.3,208.6
20b104bc,1,7,1,0,0,0,0.5,0.5,0.5,0.5,151.2
21166ff4,0,2,0,0,0,0,0.1,0.1,-0.1,-0.1,24.2
21512407,1,8,3,4,0,0,0.5,0.5,0.5,0.5,176.8
21a66f6a,17,98,42,5,4,4,14.4,11.3,2.6,1.7,1666.0
24396398,1,5,3,0,0,0,0.5,0.5,0.5,0.5,82.0
2513a588,1,24,7,0,0,0,2.9,2.9,-1.9,-1.9,386.4
2628fd2b,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2642bf6c,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
26679cdf,1,5,2,0,0,0,0.4,0.4,0.6,0.6,99.5
2691c772,12,63,28,0,2,2,13.8,12.2,-1.8,-2.2,926.1
2696b6a9,0,2,1,0,0,0,0.4,0.4,-0.4,-0.4,27.8
26f6dca8,1,11,4,3,0,0,1.1,1.1,-0.1,-0.1,220.0
282f75f3,2,20,4,2,0,0,1.8,1.8,0.2,0.2,282.0
2876eaa3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
28b40c9c,0,1,0,0,0,0,0.0,0.0,0.0,0.0,23.2
28d596a0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2928dca2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
29733c72,3,19,6,3,0,0,1.6,1.6,1.4,1.4,362.9
2973d8ff,5,27,10,0,0,0,4.0,4.0,1.0,1.0,450.9
2acd49b9,0,15,3,0,0,0,0.9,0.9,-0.9,-0.9,370.5
2afc7272,0,4,0,0,0,0,0.1,0.1,-0.1,-0.1,101.2
2b114be3,10,56,24,5,0,0,6.7,6.7,3.3,3.3,946.4
2b471f99,1,25,5,0,0,0,1.1,1.1,-0.1,-0.1,555.0
2b622f01,10,45,19,0,0,0,6.3,6.3,3.7,3.7,783.0
2b91cf8e,3,7,3,0,0,0,0.5,0.5,2.5,2.5,80.5
2c0f8e9e,1,17,9,1,0,0,1.5,1.5,-0.5,-0.5,287.3
2ce2508a,12,46,13,16,10,11,10.9,2.2,1.1,-0.2,1380.0
2e4f5f03,0,16,5,0,0,0,0.7,0.7,-0.7,-0.7,296.0
2f4c5a52,0,23,4,0,0,0,0.9,0.9,-0.9,-0.9,542.8
2f7acede,1,9,2,0,0,0,1.0,1.0,0.0,0.0,198.0
2f90f6b8,5,21,4,1,3,3,3.4,1.1,1.6,0.9,476.7
2ff964a0,1,4,2,0,0,0,0.8,0.8,0.2,0.2,53.6
31dce0c8,0,3,1,0,0,0,0.4,0.4,-0.4,-0.4,33.9
3201b03d,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
321a71a7,0,5,0,0,0,0,0.3,0.3,-0.3,-0.3,66.0
3233eefd,1,1,1,0,0,0,0.6,0.6,0.4,0.4,4.4
32f60ed8,0,8,1,0,0,0,1.1,1.1,-1.1,-1.1,147.2
