id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
005ca692,2,2,2,0,0,0,4,4,2,0,2,4,6,14,0
00672021,5,2,2,2,1,3,8,5,3,0,3,2,7,3,0
0076ab7f,7,3,4,3,0,1,3,2,7,5,2,4,11,5,1
01204d46,2,2,1,1,0,0,0,0,3,2,1,4,6,10,0
012c975a,4,3,2,2,0,2,5,3,0,0,0,5,9,13,0
016ff750,7,3,5,2,0,5,6,1,5,1,4,2,9,2,0
0176f037,11,6,8,1,2,7,15,8,9,0,9,7,18,8,1
01b8a2b2,1,0,1,0,0,1,1,0,0,0,0,1,2,5,1
01c3aff5,13,10,5,6,2,4,13,9,6,0,6,3,16,3,0
01da7812,1,1,0,1,0,0,3,3,2,0,2,2,3,1,0
01eb744d,3,1,1,2,0,2,12,10,5,0,5,0,3,8,0
028e70b9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
02c15616,16,9,8,6,2,12,21,9,6,0,6,11,27,11,0
02caf6e0,4,2,0,3,1,1,5,4,2,0,2,2,6,2,0
0331786b,4,2,2,2,0,0,2,2,1,0,1,6,10,6,0
03622183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
038aa94a,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0
042e8a49,7,2,3,1,3,3,7,4,6,0,6,2,9,3,0
048a1cbc,7,4,4,3,0,4,6,2,3,0,3,5,12,6,0
04e17fd5,1,0,0,1,0,0,1,1,1,0,1,2,3,7,0
05439de2,14,7,6,8,0,5,7,2,8,3,5,14,28,19,1
056269d7,6,2,5,1,0,5,7,2,3,2,1,10,16,1,0
05a84d52,9,4,1,5,3,3,5,2,7,1,6,5,14,11,0
05d548d8,12,5,10,2,0,7,12,5,17,10,7,19,31,46,1
0630eb63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06f33dc8,0,0,0,0,0,0,3,3,2,0,2,0,0,0,0
08511d65,2,1,2,0,0,2,3,1,5,2,3,7,9,10,0
0880e10b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08aa9cd1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
091c86e2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0959c2a2,13,8,5,2,6,6,12,6,10,1,9,17,30,4,0
096a77c4,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
0a3d6d2b,8,4,3,3,2,3,4,1,1,1,0,2,10,3,0
