id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0076ab7f,3,2,2,0,1,1,8,7,4,2,2,2,5,14,0
009a4f60,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
00f518d8,2,2,2,0,0,0,1,1,2,0,2,1,3,0,0
01b8a2b2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
01c3aff5,6,3,2,2,2,4,7,3,10,2,8,5,11,3,0
01e5f06e,4,1,2,2,0,1,1,0,4,0,4,2,6,2,0
01eb744d,2,0,0,1,1,2,3,1,9,2,7,0,2,0,1
02c15616,2,1,1,1,0,1,1,0,3,0,3,2,4,3,0
032f894e,3,0,2,1,0,2,3,1,3,1,2,1,4,0,0
03998238,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
03df04ff,0,0,0,0,0,0,1,1,1,0,1,0,0,4,0
042e8a49,11,8,3,7,1,4,7,3,7,0,7,2,13,1,0
048a1cbc,7,4,2,3,2,1,4,3,5,2,3,10,17,10,0
049a888d,7,2,4,3,0,4,9,5,2,0,2,1,8,1,0
04e17fd5,3,2,0,0,3,2,4,2,1,0,1,2,5,3,0
04e531b6,2,2,0,2,0,0,0,0,1,1,0,1,3,0,1
05439de2,6,2,0,5,1,4,5,1,6,5,1,1,7,7,0
05d548d8,8,5,3,5,0,4,9,5,10,5,5,7,15,17,0
05e19d6a,6,2,2,3,1,2,3,1,2,0,2,2,8,0,0
0670ee51,5,4,3,1,1,2,2,0,7,3,4,3,8,13,0
06a1d642,2,1,1,1,0,1,3,2,2,1,1,4,6,0,0
08511d65,9,5,3,6,0,7,11,4,11,6,5,11,20,25,0
08990838,3,1,3,0,0,2,3,1,7,6,1,7,10,22,0
08f5afaa,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
08fe932d,0,0,0,0,0,0,1,1,2,1,1,2,2,3,0
0959c2a2,12,3,4,4,4,6,12,6,10,1,9,8,20,5,0
0a084b35,12,7,8,3,1,9,11,2,4,2,2,5,17,9,0
0a69de7b,5,3,4,1,0,4,4,0,4,1,3,1,6,3,0
0a6dbbf7,11,7,6,5,0,3,9,6,7,5,2,11,22,38,0
0a89e877,4,1,2,2,0,4,6,2,2,1,1,0,4,3,0
0ab1f153,12,7,8,4,0,8,12,4,7,0,7,8,20,4,0
0b5a292a,3,3,3,0,0,1,2,1,2,2,0,3,6,3,0
